F1,F2,F3,F4,F5,F6,F7,F8,F9
730000,178.214448318014,5035144.45209589,2163885.48562176,1055577.05627921,4070874.54266446,869826.566558335,156909.954197817,1
731000,174.304001954528,4572651.6360511,2161995.53836913,957675.81755647,3595493.62551205,883533.511631225,157106.153092748,1
732000,167.567677928938,4303778.64360288,2156082.81542193,1153503.1333099,3287877.23700407,880743.058290074,152224.808292803,1
733000,152.229803729573,3672868.6993535,1764346.9789855,1215543.83144555,2659549.99623012,698259.419807244,157968.681179306,1
734000,144.225267864875,3537359.66968493,1673862.6288897,1168288.7566868,2352898.2689848,666572.645313748,168835.809828538,1
735000,140.20343386685,3334013.86604121,1561869.35927703,1087282.10424276,2367235.36569538,640209.237962255,166487.692229875,1
736000,155.738770492021,3863325.38877849,1606781.86553438,850925.892153075,2494817.96304966,646052.433529275,170821.166803583,1
737000,164.858200870134,4413565.79189058,2100210.07092267,827350.049420897,3089798.91437555,835916.530636829,169846.48813952,1
738000,171.98028023767,4594379.70123343,2316494.3439856,834043.410719808,3498460.07319424,915449.199484628,161795.796471558,1
739000,175.273306343216,4493975.41394726,2456449.80228335,807040.907560495,3847943.68180391,1007910.16030014,158796.554273107,1
740000,171.556938499047,4615765.39067181,2350503.74296266,812573.835231105,3689688.87787389,988599.844932353,148336.650257971,1
741000,160.096763288335,4180046.74020837,2079483.26868466,677603.319447701,3159905.3076388,840887.491564379,147580.773022622,1
742000,141.958308971469,3502302.44326874,1775705.07680896,721404.798992872,2513636.71983478,686567.431453699,159514.681044643,1
743000,131.799791626932,2899543.36754987,1602086.63999716,775175.543192042,2048140.87553655,481628.047793656,163752.625127415,1
744000,136.562090850007,2705880.83632512,1574782.72223209,788114.992024837,2374749.54204126,710249.89909044,182400.449051667,1
745000,157.605450002638,3435274.70829737,1721163.67932031,930806.368951232,3054314.54360386,900710.364788614,190025.76952052,1
746000,172.570995056234,4299025.21381019,1976892.15595187,853295.938723231,3474631.73800017,1086170.83984854,191107.276670518,1
747000,181.485743589086,4750691.02996684,2029640.81459496,802068.607089727,3519648.85098083,1173472.63704846,189985.385874971,1
748000,176.267462476848,4565885.23134176,2092950.19021354,821049.367368199,3225764.27038969,1027119.47852863,161853.006172794,1
749000,174.919766095904,4373690.07266538,2165822.63285594,766259.155004785,3188844.42245754,942938.504080527,158746.5357194,1
750000,170.371378962566,3882260.99644941,2082250.59313638,731675.647027811,2913506.33124012,908923.412880328,147283.640417771,1
751000,151.093157930253,3422442.24844673,1749658.69634757,714547.856974018,2505255.41949162,777686.946611373,152153.461468265,1
752000,144.802137528679,2649938.6354424,1377785.79475808,803266.084506805,1976114.11323056,553293.940903537,159332.097296559,1
753000,134.792414473965,2522019.42397474,1345194.72189574,785364.905194665,1795419.1203725,512205.2320547,152598.353526311,1
754000,144.168844903512,2988468.94063893,1440304.74528307,822196.761368371,2164071.54537656,683036.652255563,146016.439410437,1
755000,169.825702778003,3606543.70280095,1899335.68891408,875646.142080987,2604316.22654593,810264.781133323,138207.330128795,1
756000,180.288066600847,4296669.58272768,2335516.39641402,773727.434112338,3743479.15269571,1069938.55046235,137390.387163616,1
757000,195.612801037149,4824739.85234084,2462104.50829812,979124.292191744,3990456.84753947,1154140.24039924,142952.830002029,1
758000,190.783696723119,4731470.87759761,2460314.91780926,988870.827968914,4004443.59598258,962798.309274227,140659.657264359,1
759000,181.468339877168,4315139.55618746,2252352.4191719,917200.796198284,3985835.84661545,930654.435430646,143298.928933627,1
760000,162.876646260748,3573796.58714302,1980350.2577192,750961.893695196,2977058.10614569,768350.064193359,146735.42672373,1
761000,139.604013921591,2784885.38470531,1530115.0610944,694471.021824818,2404507.34636361,610368.449781777,141140.867655978,1
762000,140.751850129755,2711183.28366097,1429267.33956516,753358.924689282,2348487.81230203,617648.364686698,179162.163819031,1
763000,144.168176539673,2985235.38888863,1557493.44147959,819288.537459711,2501417.20842787,657459.555225486,205366.13671455,1
764000,159.520987471327,3836510.96719122,1703865.95971033,917631.185692881,3021521.53560218,742782.102871849,208817.318849932,1
765000,173.797453490688,4312961.22169332,1991120.18745007,776515.69925,3533699.12044423,933755.77954854,215696.154127977,1
766000,179.781356717262,4373575.90741875,2150627.252459,752373.801525682,3728573.7824091,922120.83681021,205504.213805934,1
767000,183.367602248824,4477264.74444591,2207958.34134813,720123.220735723,3605894.02781499,964629.386406163,170252.870639202,1
768000,190.093804395318,4575288.4071567,2545622.74252929,1042271.09626695,3704612.53884662,1013304.6116881,181321.560372355,1
769000,176.573224752865,4350845.86851245,2615971.60252019,1025674.70941761,3575980.26573742,956303.084626836,176047.096338364,1
770000,156.211092747416,3879535.1509216,2115681.74086846,1074498.30370211,2878393.87319553,840488.375931594,184720.212636326,1
771000,137.112230348865,3055547.61926214,1796310.79311229,1185298.80620225,2339307.31572107,641011.790380415,191767.244742248,1
772000,125.909415463801,2651703.40287018,1508133.61228276,853583.909994282,2077621.36245389,553321.263184902,171421.410578752,1
773000,145.050838948301,2774747.2438435,1411518.45094775,891829.439249186,2368381.30772607,634723.482133483,176390.359709001,1
774000,167.566274762286,3854177.23325517,1853238.83416774,889761.70486163,2998230.30340062,787631.522763357,151649.390705162,1
775000,182.413261810006,4461567.53693961,2055249.03644662,800190.079421885,3469444.5631006,914534.904702075,158798.22952776,1
776000,182.108077775568,4352521.6966075,1997895.32636482,849300.634483527,3509682.59188231,955885.579268967,160117.214566148,1
777000,178.289519971102,4269621.00785577,2055260.04312343,940786.869733178,3220668.41163356,895705.82855387,156091.886331918,1
778000,174.301004758623,3706388.59605986,2014709.41202681,804133.65798484,3179821.7136674,856360.20194839,154807.120451479,1
779000,167.647478981959,3603713.34789208,1952902.95761288,897815.702852769,2922806.06689822,826790.985322329,164964.295946626,1
780000,163.782400813193,3312322.90522021,1648300.07558429,991037.121357689,2474109.70110179,650496.891744829,189958.468862028,1
781000,155.762009428601,3281714.22703992,1539325.9939635,927148.433345588,2373396.50460336,605173.851997325,201908.365937219,1
782000,149.933380923614,3240535.93426924,1460952.68898177,942226.772853505,2035139.60486704,667602.262360419,200201.41766922,1
783000,152.467036269065,3225097.57114316,1546474.96039243,872052.151812796,2412233.95149458,754689.718143114,182392.057280132,1
784000,165.083098959093,3907927.36800542,1844175.98141949,789024.706118799,2766090.58083044,905768.133258221,175485.044210176,1
785000,169.197998174843,4100935.06262259,2024273.82316051,773676.503962802,3090150.08333129,940858.42755962,170154.26138013,1
786000,174.910023603147,3873005.91894702,2148759.4517562,822503.248513611,3424643.26913784,917073.429163984,170601.773732984,1
787000,174.937135300255,3955830.284887,2221543.93394952,792848.157399963,3264681.90438573,921305.427744581,165234.489615324,1
788000,163.075577152943,3846926.47850062,2201294.99740428,757510.340355734,3419545.62004382,886554.421434385,155331.872617998,1
789000,151.647112082102,3234526.18046706,1754183.65360688,830586.644336673,2616156.0897549,714214.312632233,151431.569224516,1
790000,136.964924773355,2775937.70863521,1459616.89403672,870921.433533738,2024679.72694507,560630.489352199,150922.630758049,1
791000,134.484140931837,2878660.86306284,1400114.80397874,864239.575706406,2265616.33422717,612895.439135311,159064.685132017,1
792000,155.052309608495,3542529.56276369,1358380.69629042,861815.187041561,2359716.2316305,671981.716802853,158609.478914449,1
793000,173.567837308848,4044046.24299796,1805278.15907451,845200.913485319,2888704.886155,896893.219274309,152205.519192582,1
794000,187.548250407758,4586791.64543295,2042122.39686352,769963.080522392,3521175.52691665,1077904.58297763,152630.737305768,1
795000,193.629635227262,4340602.42175825,2093403.27284779,710377.147776966,3413216.27424444,971371.158873588,143279.064699833,1
796000,179.779698501039,3354146.96916172,2154453.29285694,685883.383818934,3337660.89652721,912970.134582155,128625.691743104,1
797000,172.448724369238,3555295.22025657,2009870.24271438,527538.365221359,3289709.85554235,871347.28677211,125889.339016573,1
798000,152.798726209175,3156598.36592948,1902308.78384488,473424.513924589,2907243.07219967,768004.15264232,135743.946560517,1
799000,132.676874715262,2852907.30444016,1547902.9406206,652208.96165416,2335561.42899429,619864.559156733,142554.517399893,1
800000,134.079752202478,2976503.95113195,1471154.16424735,712978.564869559,2154595.792311,608079.418222589,143033.795197519,1
801000,141.238411926304,2948984.23629613,1471498.24987763,762770.509437403,2415443.17826008,563283.440799378,144413.009465397,1
802000,164.032596358688,3361683.2146645,1601194.65118505,805461.311433421,2602832.2351207,684897.841735456,133474.369270045,1
803000,182.261052625948,4137549.49168879,2026309.18584209,747980.893839162,3480011.39682545,855465.09249113,151376.740001564,1
804000,192.074772601507,4289640.49497733,2084006.99960143,735893.024440511,3697281.3242084,984643.851361542,160602.877445422,1
805000,193.444536646263,4023438.29657399,2232654.76474139,740137.032848294,3519142.11520352,1051686.88782724,156780.098065204,1
806000,189.727960832931,3835789.27923957,2356433.21140273,792127.773407794,3908691.19577412,1084838.2255779,158958.44415177,1
807000,177.902172948833,3537013.6096295,2192078.19149682,874843.206742416,3232245.33442357,1027931.5378817,149413.908472942,1
808000,154.313407403929,2945037.24100584,1962927.18626833,914365.660430937,2714106.81567718,870292.464298354,159307.551925986,1
809000,137.894470498815,2399826.18179449,1708529.56461534,979567.08654566,2486521.82018499,742080.848164552,170928.144273223,1
810000,140.804292898911,2680739.98308117,1504620.59020179,937700.83678886,2172272.21021709,691078.982634254,172003.441229462,1
811000,147.542388013924,2643380.17394036,1724779.83660275,992506.225665714,2587077.03406841,772387.702828739,181098.680655268,1
812000,149.000460780505,2832556.38692456,1710237.09044231,1121224.28600161,2658444.71481102,699648.281631916,169891.380037179,1
813000,147.769384151441,2604709.12783073,1429312.21648648,990035.382172529,2282466.86030458,585268.838842546,155494.925240983,1
814000,125.847511863273,1861970.34677167,1113043.04976449,944782.640596941,1629984.00447277,353622.598293942,130408.940546006,1
815000,109.826000443443,1210086.28680362,611932.051444266,644706.788194548,1006499.20388051,176029.413371554,98286.5743559669,1
816000,107.568329086438,1045186.61290774,659603.662001215,360802.165798082,953252.382032514,195549.335659355,79980.6227183019,1
817000,99.636160486559,1292569.72301261,845666.030108719,384806.875536896,1042552.79391998,235916.013173978,61589.3999271088,1
818000,107.020433195126,1351756.40435957,968388.793157408,736919.998434263,1268340.17955392,285990.307386043,59697.4678236417,1
819000,104.004464752126,1208118.20436723,805121.168958847,707663.634041586,1040366.39645843,215165.569396352,48795.1612571391,1
820000,98.4513311713452,806036.013029942,538304.089289962,633812.558069912,695478.336116074,134872.04215078,37925.0414653227,1
821000,89.4190869367939,469350.04325034,285775.527032875,522902.055606983,434756.725339923,81263.63291702,36347.0814555956,1
822000,62.2224915360188,165676.80933536,26075.8747455494,62066.5930118296,60252.6688484861,6521.84518695371,26248.2014325619,1
823000,46.9126761005817,72210.1271849254,9831.28876844515,16664.1566579185,24073.3423823155,2962.39246758556,20593.8382458663,1
824000,34.1708990601356,35662.9472246425,5669.60272164618,11363.5466890133,15299.0757290927,1990.93634890095,15785.677326764,1
825000,28.266287051384,9903.56717630326,1684.88383961319,5593.92584617048,10676.8772673267,1436.60352574049,7909.87849506715,1
826000,24.8022188875715,8640.0027381452,1360.26799489164,5522.12624858509,10275.4121401546,1261.82383026424,5536.82805752494,1
827000,25.2556121344492,28657.3515397544,3188.5292671037,23120.8516625058,18649.2530800977,1662.68629085775,5589.33363779135,1
828000,28.5933389016366,83781.8264611113,7749.95129441186,47790.3083209646,26928.0234957115,3252.34094998231,13091.7816473315,1
829000,28.7732973689941,89271.0326108272,8449.31174454367,48066.3326125785,35149.7299577891,3298.84629776623,23255.8577444803,1
830000,28.2878065125116,89135.6283017249,8426.63789893539,47786.5541650114,34874.7230786683,3217.50479477263,23286.2478433314,1
831000,24.1067620749479,68656.972159196,6481.91242451997,30324.8721154299,26064.7004469545,2700.21521163011,21558.0645209683,1
832000,17.947074228448,6820.06947945644,1161.80067654266,1916.84807800274,12832.4631187892,500.370672121625,13765.665214763,1
833000,16.3008244529449,831.351298091486,339.748200050025,940.46159772575,1490.74955896116,308.598145302211,3075.03304244166,1
834000,16.2470975130199,740.613505693934,330.054323067818,913.913351697617,1367.44955190216,264.216338182895,2029.41994176595,1
835000,14.4138726476208,613.689923974953,320.13858608835,682.569067845688,1087.72775897863,252.26183211892,1704.71795408191,1
836000,14.7967531244034,455.045799937329,366.166813040113,549.929716060781,947.521437984225,231.836936488275,1290.98166194861,1
837000,18.1751359683231,437.87537378433,343.772630004504,642.639438495224,1133.58183976273,258.991881791864,1641.14311736991,1
838000,17.7206177408415,459.17589098246,366.161485905805,633.316817786711,1349.53355075921,296.285205019102,1923.55713539443,1
839000,19.8703039083945,14245.4275568244,3800.46660694308,7634.33159163079,13508.4811314378,1745.77702878033,4304.53600174982,1
840000,23.324179601128,16468.7394233989,4952.16070444585,9676.41307921383,20818.4887830291,2684.81493745612,9308.60952899294,1
841000,24.5367005366531,17453.3446683846,5086.70328271142,10233.5022661625,24674.6124250821,2832.32515459973,12199.644695468,1
842000,47.9438569710985,412150.963059813,191596.207034427,83698.1070370671,284121.902293902,54284.3216029021,34908.971617756,1
843000,80.6701720551279,1026651.54584427,470210.672089027,195041.948842256,764553.409883182,173054.177754001,67730.1872975992,1
844000,98.2423052899587,1743839.67117462,850174.869479428,276531.5586187,1256680.97694211,299542.422167682,92943.6634106406,1
845000,118.076287969959,2365975.49849054,1145627.49823271,393044.38098444,1769780.98280783,395781.858823863,118168.784456819,1
846000,126.371619935982,2486593.07494769,1269632.49063342,549648.988489129,1954833.62919005,459240.964513064,134577.673318614,1
847000,135.364844495886,2450333.06883,1400279.33628307,635083.145858379,1989123.56372932,488691.371990889,137131.924856253,1
848000,137.861396045517,2097296.59545711,1155621.34113633,796605.979575316,1825367.7472339,416756.264067155,126484.105684327,1
849000,129.714036938424,2601586.1011465,1039017.16435861,836815.23108127,2112412.25062246,374425.178989016,130419.923739843,1
850000,115.764294330981,2091219.07682692,729444.169266238,609261.175115925,1673004.23723165,259886.903164398,96291.8339255138,1
851000,93.3294780862336,1785125.1520414,397007.516584799,571085.567658497,1278329.01837183,129857.879507964,74151.8949297082,2
852000,73.626977365715,1488865.14627764,286012.727599481,346853.993812738,1003934.23286505,87112.2292972029,62292.9580895983,2
853000,97.618253021792,1272336.04785965,378215.367421933,350945.496442808,853580.787801568,134703.487529583,83709.7094557115,2
854000,122.224598825182,2920053.99422612,616775.766059939,823827.150697083,1606429.39202297,227453.33934645,101820.007771431,2
855000,132.446192922166,3008549.41062854,746449.422469068,900615.770975842,1834555.75642189,275044.121192136,115882.823650667,2
856000,139.628865524489,3342718.58874602,1047059.61822922,1038787.90153963,2211097.88048542,353575.025134649,130375.005412979,2
857000,123.218997258832,2962392.15881681,1043544.20669753,988957.338364863,1940982.29356616,338573.546530717,94486.6646341254,2
858000,112.328310180162,1829693.75850268,1112427.93494283,644642.638179146,1619424.68847482,333815.103389368,84225.1702656935,1
859000,104.042796773973,1926920.00472845,1159257.33254432,501734.630128017,1608529.56491566,343805.044166857,67967.8590426458,1
860000,101.356458060832,1929219.72596424,1078558.2645488,498978.142898858,1433270.09879913,318270.720143731,60114.5086197861,1
861000,100.685229481249,1724294.07162759,1053197.27419266,575851.362559286,1324142.12259043,295220.094724711,52784.8054500286,1
862000,101.772276364841,1707188.23597773,1036253.24727924,612081.479028154,1167841.84211048,283371.376170939,51658.7468266299,1
863000,102.757265288247,2153131.60287337,1132314.29789851,619263.738706624,1178001.36782684,275827.269981869,57338.5667521415,1
864000,103.551200745224,2157691.95090615,1188267.80280211,585346.240728108,1265031.05165879,313414.450911699,62879.166686131,1
865000,104.208752925063,2246581.02141054,1178877.93931088,474460.34234206,1238339.18772095,315092.790093459,66279.5868536847,1
866000,95.8239229179618,2000682.98377957,1130891.7828144,467894.800920556,1189955.9129599,292436.410280765,68701.4432642676,1
867000,85.7316623423383,1414460.72372486,1019570.17211841,440992.86645831,1013539.23262054,272632.068217652,66378.1632257921,1
868000,104.923315562937,2401692.52962923,1105680.24509124,1109916.46189815,1211589.41573397,250826.08658845,83205.0063915823,1
869000,113.963482185304,2134307.97128122,914027.863650122,1082691.17498068,1131978.60765867,203056.59290039,117434.122893826,1
870000,120.193666377859,2004303.27664393,970550.668917791,1028694.2603257,1194243.93503956,216404.661860966,121361.930322713,1
871000,129.228980451873,2092086.96355183,1113817.1857552,1085264.71432039,1390019.37664694,247465.671105474,131947.585840777,1
872000,131.997873820536,1321684.73897432,1094275.46298185,405223.320970875,1348952.39154602,374543.33236044,138228.581800443,2
873000,133.829451795379,2374390.49502651,1276001.18197757,1348115.58982953,1569470.03984498,413066.52995762,124660.092200579,1
874000,131.485869738153,2619849.29392543,1229792.32097666,1310059.1679665,1540491.35926497,396283.193605343,123291.49798546,1
875000,135.176206067073,2453073.84877937,909045.844812688,1518219.2676685,1421333.99895177,346019.668648133,127153.558298122,1
876000,120.716192055337,2272506.7760547,809799.919591,2087241.23284533,1506968.50452598,179824.470606252,109169.343334705,2
877000,112.917240118958,1549412.54127351,661593.017216568,1293476.17954207,1413590.76934888,140702.249043052,89391.4846212929,1
878000,116.070888452,1450330.24178651,457653.22239576,1300092.88470482,1256819.4262361,97281.6307101779,91710.0201832424,2
879000,114.316944747309,1496705.77012045,426483.676507842,1022448.34350718,1298692.20319965,79983.9915533204,79085.5145569752,2
880000,113.636641983986,1388804.4597855,200939.933091514,439705.831364747,846268.954656089,48263.565247563,64616.3658166968,1
881000,127.629255783198,1658842.24677543,516791.071745031,679935.51194111,1349755.49437156,113540.49582582,90596.2286876311,1
882000,143.380089071759,3147537.81623201,1036035.67924335,856150.814360507,2864297.69222488,259150.618418534,105668.631507245,1
883000,154.5467489368,4652199.50751998,1434554.82884892,1024339.0307245,3821616.44136093,319508.547067733,132352.349836981,1
884000,163.868188075754,5373736.13071511,1685384.64861217,1251299.41623697,4807614.70824001,379817.198958626,153774.628074435,1
885000,164.839252056972,6739388.97985702,1642073.46922231,1070101.55953645,4815674.39534162,410156.366351085,137945.479135055,2
886000,152.813751616481,5950645.62686982,1327761.26099473,988576.353788734,3830714.13087061,309693.767481446,152207.374513962,2
887000,144.124195529302,5022004.55659281,1206954.21329363,1334147.63632445,3721458.61199738,412616.458408784,144405.072606634,2
888000,142.789850004478,4616860.02693849,1178606.42446097,1144624.47228169,3694522.32820886,469638.557532054,171810.186564881,2
889000,134.011696729638,3047173.51031596,1055451.35627635,1070341.63254951,3660180.74870815,451377.22118115,176288.945632045,2
890000,143.824768205366,2540163.32617039,972664.776583111,1233397.48960549,3818356.96028952,522268.013891361,157789.203132041,2
891000,133.834499902321,1884954.63420661,721773.659508571,715020.859984764,2784676.69292827,381352.994289282,142882.797096374,2
892000,135.607650827024,1433660.07268575,824828.83336137,737594.610310401,2310663.49316343,393659.237893512,107839.416650674,2
893000,131.822264240259,1347637.3507466,953793.514325001,712666.009389898,1936381.5150218,403719.349917393,116650.542787931,2
894000,127.337744996337,1467373.42998156,1192945.23815478,534699.629071513,1598079.85934715,425337.111221928,130487.178240949,1
895000,131.091309323592,1782196.87054771,1532784.71303893,639380.238546336,1991198.79002556,578072.270870104,138381.437917009,1
896000,124.0302237933,2244527.01986461,1550724.14582729,591751.102387303,1861776.53697468,554607.428727979,137270.033118348,1
897000,127.759667904414,2342482.74513369,1677755.39724789,516529.762648121,1956735.76434231,592916.405632194,131504.993895686,1
898000,133.061110202643,3130808.36369688,1576327.38087866,966666.793748934,2351294.76965553,654153.652036464,150394.020907726,1
899000,131.42733101534,2931019.54452302,1515483.26265937,862460.290165117,2197100.548888,583322.261502836,142851.149060525,1
900000,128.573916151555,3305725.67300896,1484881.4639148,898035.452837618,2389035.20926723,621366.428233606,161649.15308382,1
901000,134.638044007787,4285005.82487655,1208628.71541267,1023532.26623875,2697019.87355077,543123.000552743,142749.784824915,2
902000,120.973134699776,4207335.39401284,1091823.94114341,521060.138950043,2371658.5995958,389437.705266032,99884.3822284686,1
903000,130.338469682594,5153544.67557451,927715.73016995,668871.270967248,2408990.06935535,314254.627235191,106321.053701979,1
904000,154.328055261742,6042803.73722871,948807.003393411,842313.295401523,2463326.73218112,215514.921290476,99554.0230077905,1
905000,159.379820023088,6552300.90134374,1085095.5428545,1192326.58402985,2387626.87222064,212096.192325252,131067.684778769,2
906000,175.3527431384,7062506.98156121,1186092.85575741,1508108.90910135,2616759.43410868,225863.104989269,175060.333066219,2
907000,180.037339551054,8170072.5985365,1472818.32515019,1588410.26280371,3268142.09763769,268924.496172386,169448.526204981,2
908000,173.609147208387,7755487.33004269,1380902.07722013,1372414.54996964,3128994.77799072,296036.550036186,164478.040856084,2
909000,178.927617502996,7769803.83662643,1572245.98419831,1324203.98295537,3413650.27007898,403757.672678863,160021.696342478,2
910000,162.673437223526,6257700.25048327,1408799.97036949,973711.198456146,2903897.86725305,393634.449677927,137343.407318379,2
911000,155.988076411091,4182090.49966759,1243535.18151134,818638.583287527,2266715.02634928,373144.357838893,136877.414802934,2
912000,145.713417687201,2934165.75821105,1234291.07865473,874624.465200684,2065332.62718216,401962.811709573,148945.522746278,2
