F1,F2,F3,F4,F5,F6,F7
891000,130886.584496639,40720.2680225788,130686.192799121,36217.7190156293,27439.8518637747,2
892000,181202.399664797,51903.9117372296,184646.136871954,68136.7722453965,49213.1261583814,2
893000,163646.726101958,51237.5279322729,196792.88084543,88113.4289404817,52708.9409582659,2
894000,139864.224258569,43919.7137805254,142075.404966504,89770.444509373,46832.6953757854,2
895000,150121.389734059,38698.3413278752,175933.025286708,105760.640211439,58914.8798239365,2
896000,156129.818161212,79253.7687808464,210503.687564613,107504.267500173,70785.3340804729,2
897000,579135.410896736,217144.810121699,406775.475171573,112205.515748225,96654.379805729,2
898000,730723.816785411,356327.703179652,652819.260105837,135866.623548376,158091.16923125,2
899000,876001.37924158,459251.956157475,836743.22389433,134328.981741586,202068.723296077,1
900000,961438.264693449,481689.437868006,922378.387113019,140292.525357295,214551.953213547,1
901000,627996.744469933,417459.659922749,810476.692414296,128361.217471946,224193.67259083,1
902000,617255.245754815,350646.5357356,740023.492961717,120841.185637041,185821.905577818,1
903000,504656.927979477,312467.998146234,624507.239885487,130837.307028978,167170.291252918,1
904000,471408.095192195,326689.504103397,647345.434454589,112469.763818672,144000.58288708,1
905000,438634.576058785,294760.376587158,704807.514491713,121296.990082496,139303.046822083,1
906000,469281.806440109,293274.965467759,658391.618359337,116220.436170497,136895.224569812,1
907000,500346.665612154,274150.860473281,659597.50375561,108944.193102111,124167.74814979,1
908000,525031.775087072,226945.600134572,582522.847500028,133953.821129746,144653.138244375,1
909000,696916.992064258,289090.780813247,799953.187483618,224789.543606356,153056.101385689,1
910000,1099479.35897966,313359.947761251,867320.137354444,294354.747525298,162944.753362355,1
911000,1066450.28464581,289481.960243637,866073.689772737,334295.450131917,163941.880269983,1
912000,1517765.55035206,470207.363197309,1348721.30117457,791275.84160554,260453.822410241,1
913000,1349403.24666576,408615.384713682,1074376.16940282,723760.037583198,243051.474563439,1
914000,793244.410473802,337763.740687067,960399.924645818,652279.824657371,220191.232350641,2
915000,774281.696154384,337272.977483017,948627.19102852,691627.280876779,203987.63529693,2
916000,304212.015832882,235775.144153684,668862.86732236,467513.475075237,132669.938478698,2
917000,311626.650240763,238404.837285112,728904.026828904,452182.885084944,132834.922587831,2
918000,359157.789307088,256176.614035989,751088.447283388,475321.074904642,141234.601439639,2
919000,425534.139752808,267632.224318066,809654.517658917,447266.030610685,153139.587529379,2
920000,307066.275678448,145289.577708433,482421.543161682,166718.045290369,81138.8536670146,2
921000,224620.914126886,96122.5336290994,320173.408222533,131318.212392464,51511.1267010427,2
922000,154620.592176064,51091.5822937464,207437.675971241,85116.8092048755,29890.5941988541,2
923000,1083.63328589919,706.40357268664,1668.69557082288,1181.46158234887,1061.92394964437,2
924000,717.413613726395,542.296216727809,1307.41507487212,649.485060577283,834.280988535477,1
925000,589.013336560606,464.495545795077,1199.4219539902,545.197168022774,709.227342497359,1
926000,562.948998583209,394.768090348158,1072.12760134374,508.099467024896,676.647372901179,1
927000,530.992859436894,466.595834678276,1017.96183417756,519.156661273487,731.315970111484,1
928000,539.844737802112,451.429879341231,809.621894038522,575.546096002859,668.019047965261,1
929000,608.5473647335,475.786844867726,842.348456165169,622.934004732847,688.569326057205,1
930000,650.564585729544,445.66588621124,912.080720543448,628.605449265666,666.870442253861,1
931000,662.12208852003,384.482642684449,905.616872034794,608.014495056207,663.84003664487,1
932000,634.721111253442,378.456842086006,855.867311601929,586.978700181494,667.252888027235,1
933000,631.559918215757,473.228487389501,1089.52082272225,596.6281252995,750.414712509916,1
934000,1051.03953533095,843.309780239374,2556.75301789272,1282.1438049612,1158.32303183282,1
935000,1660.71061499169,1633.82673662868,4509.62708862348,2884.79737147156,1916.65406860095,1
936000,2652.6627749896,4199.21593188672,7427.04455964578,4184.82529729056,10199.4363098199,1
937000,3854.19229523686,10344.1829278879,8384.08458089845,8584.1897081715,12705.8878573466,1
938000,3450.04921034863,10375.9218367252,6942.56150157218,8211.04951958422,12474.5596409136,1
939000,3681.41217213241,13240.0072854111,6615.58236402367,11521.7315309515,19520.5822862172,1
940000,2885.37694003878,12196.780877386,4368.46163472112,11707.3275661996,12736.7133959537,1
941000,1664.25443506059,11829.4962763429,12996.0903526835,7306.53726910104,10107.6856200346,1
942000,3008.65305155581,11662.8443920379,13274.6335881547,6969.85938555654,9931.87478393686,1
943000,2131.76582813752,8385.71106221746,12398.0359331097,2040.57577818603,2035.80784055804,1
944000,1933.10175212805,6840.93004615794,11651.5589150077,486.198261749,452.797414336374,1
945000,1863.84769552426,954.129362942316,1823.83117043947,388.522114624799,400.33156175892,1
946000,479.827389387216,749.48276694432,1459.85806025393,334.924566234727,358.526823727387,1
947000,479.368381606728,360.198291797887,680.338488481323,284.508822523251,369.548872752646,1
948000,445.668149146715,365.980617520647,639.974530451286,289.977972595209,366.878553295831,1
949000,476.631448603004,369.632687273292,591.512182126974,303.431405935956,369.007460674565,1
950000,456.934666883159,331.241024216085,561.193689908062,310.169685070311,343.595124273188,1
951000,448.555910934694,312.238560056563,498.75750872918,353.635628161232,351.079672253061,1
952000,441.770746783381,288.258474156474,519.004869814618,338.590115836412,365.077147389552,1
953000,428.189532198443,272.812872435361,539.165800102747,319.08649170107,364.723083405956,1
954000,438.869801301295,252.109494685529,541.198398053406,322.321062739363,375.688332078806,1
955000,451.440377360677,2992.99419927877,1373.87853323389,278.890302604048,364.228549186756,1
956000,472.450883712561,2981.30829714155,1390.36192160475,247.975782301145,326.154262195412,1
957000,462.468742330937,3076.385262619,1397.5381471443,246.627580418523,345.174386977669,1
958000,433.274219468521,3095.1445696484,1454.90517726813,231.438711730415,310.434738207071,1
959000,394.410436509697,352.254802367594,647.097083824243,229.846338317123,322.754518869953,1
960000,380.059012079217,362.938611109874,633.598645340254,256.349450161774,364.041801695908,1
961000,380.046800751913,277.776107915026,549.232863241811,274.165483124507,352.814817477979,1
962000,443.959852065751,270.224981448535,504.409819272812,268.862538606227,401.900094216822,1
963000,554.046449703643,293.859489480809,516.628415806809,297.492986223898,413.358037683016,1
964000,580.254288866893,307.760903925488,580.85702332659,293.489806686363,373.919863648383,1
965000,608.716112170951,314.27024713519,656.302511283179,293.816713996121,361.06721295648,1
966000,542.568287994385,314.688525269903,638.828331900995,299.882869783179,369.162495151877,1
967000,464.141861472404,329.476635004312,578.9620117129,287.481482779295,380.732894594025,1
968000,397.614880840421,319.034965026732,547.969461213192,320.176143796372,398.957055558469,1
969000,405.094039352347,299.146079003219,510.515886948966,331.505867034986,460.753048544439,1
970000,414.344937494057,299.371861375142,487.981494277834,362.178521633502,425.347101001147,1
971000,384.840660281539,262.578068438128,489.582885368678,392.364271211497,386.641128683619,1
972000,413.842464388198,291.385479218623,443.649509998083,355.817688036865,383.527749440497,1
973000,394.584857391671,289.859806983345,499.519947023783,362.236372007581,334.410970642274,1
974000,441.139128534339,287.512319915045,540.135917258073,365.588109999931,346.414696872642,1
975000,507.48556816442,306.957428563732,630.501299858845,318.245770490098,341.952316984954,1
976000,521.036885510477,284.325321033645,639.503503063281,343.231247869464,345.851731642739,1
977000,578.512840198208,313.859585729989,571.898513071166,304.233776460628,332.060633052736,1
978000,538.090719677668,323.760129163798,591.360901076384,285.166447158722,349.792332302015,1
979000,498.369146584658,297.843142994421,541.105235694513,282.773441426407,364.548609427547,1
980000,459.09498939578,295.103855396931,513.264861259312,282.545877388549,395.142879755232,1
981000,475.455787126312,327.704055151819,501.088650336675,339.177936614758,431.940514665852,1
982000,518.534430515654,318.69827436919,506.203779711137,322.554393766699,408.858288556392,1
983000,519.779973626271,362.516950631988,490.425324945,392.717532464674,398.30464907828,1
984000,570.634432400316,359.521535732043,554.664227279326,400.101516245176,392.589857111513,1
985000,499.695892472759,311.962429945223,609.940158476283,410.438122690881,389.489928149917,1
986000,503.140768929336,318.310562910473,576.687036629063,419.352801655783,383.404639629221,1
987000,502.833447737379,276.626631466523,607.362092524566,366.189826551296,383.548727842354,1
988000,551.906476849261,292.447254480471,609.833529773037,354.74392865524,342.276851702087,1
989000,534.722263117647,310.30550152994,583.467881510338,307.364578043332,351.711400232032,1
990000,481.619914338454,340.542948753706,573.459202114918,323.52352167866,368.815729815598,1
991000,508.96017306186,371.853142599256,550.957001204973,330.853495215614,369.755574453314,1
992000,449.918323172053,362.637965938847,511.339499959273,325.364899586425,353.837181531131,1
993000,465.452127719091,359.287820052205,550.819391449678,339.254718651059,330.002739639842,1
994000,505.088370751399,363.473095816351,859.185152927737,382.580826933015,375.928635889396,1
995000,509.963452049531,358.186925058563,836.729168566151,352.107751557044,353.013157116027,1
996000,491.798305048243,360.034654242843,888.563444572021,345.311481460829,357.254415440933,1
997000,485.843328461408,344.646952933865,818.041628040856,360.302593912377,331.313263868459,1
998000,521.392175031949,317.859169457819,519.848668106371,288.264061955714,273.06825560585,1
999000,517.453389082086,278.564894439815,529.590859542598,297.091126941343,319.953397349497,1
1000000,551.581884053568,262.359744975189,516.641381788418,280.029458297617,334.063203277346,1
1001000,533.057912731628,265.429107202011,555.094002966805,260.684933013225,355.717231939312,1
1002000,504.208602101681,272.417271210039,603.032542932007,281.208345518778,396.537680182202,1
1003000,476.337592268523,302.265006762333,599.171065262473,283.22246862018,350.39993141914,1
1004000,446.225055124486,316.005580241569,595.047043332325,301.186280392785,337.453287485903,1
1005000,484.793133565912,321.043580619528,597.608242313777,274.800189688649,355.356135934291,1
1006000,472.485888734717,309.214408221562,543.630044752902,265.303060238765,325.715874553604,1
1007000,481.63591754727,312.499784667513,544.149614598125,278.234860771918,352.37696457193,1
1008000,516.327961673294,327.642811398407,530.731289088475,287.383846925459,351.025722273683,1
