F1,F2,F3,F4,F5,F6,F7,F8
826000,173.176430232782,1320158.89895184,642637.852306456,218116.10897673,155471.872080322,97570.9271894468,1
827000,172.954553628373,1405485.09698382,721675.623338685,227130.260136839,164295.203583343,113688.047456047,1
828000,121.974234328294,979190.20154248,515858.921163212,132996.89877312,185186.231620703,79960.8992212276,1
829000,114.633685752862,964944.130496269,403966.218149508,160468.417490087,133779.017553338,65963.2307706111,1
830000,98.943092775492,621488.872590937,188658.491941813,144419.858833273,33720.6575789099,37709.1849196352,1
831000,81.5501638148826,323861.052207563,74334.6093464731,99273.2775187379,36852.718984181,19444.8504843714,1
832000,101.171115369502,493667.908550896,368179.815632597,176898.748470781,100970.77658234,56185.7329088955,1
833000,105.302856396363,373376.839171776,452021.079768042,178457.83868596,110771.561748081,73484.3959158749,1
834000,105.280186911839,512631.586110095,270413.062976939,105068.95001738,73742.5378249613,50120.599268408,1
835000,137.569744185032,791086.947498791,316719.201191141,113402.214327282,117057.976071846,96341.496564147,1
836000,139.881595748366,846408.108582635,577461.906871336,129408.093583954,156126.261392395,123079.774242981,1
837000,136.699563091541,914362.165749101,662207.392411548,178309.901385057,158220.307770032,94159.4987796984,1
838000,135.700328694737,983586.236895741,518790.031431117,182120.793859964,187288.785807631,94568.2262666373,1
839000,126.317619850013,1159306.32324223,585866.226736065,292487.918948421,188135.72815638,98689.4317486818,1
840000,136.827447619914,989576.174168837,573298.676984139,254855.775687556,171852.386279658,84163.0966284597,1
841000,171.6792865958,1395881.81414367,454094.250651662,89243.8685382987,155129.29585142,101227.374839141,1
842000,177.045690205603,1832640.16094314,362466.144935948,109351.199323906,117545.589376226,121271.684362672,1
843000,152.356927370458,1488000.35639076,309560.514183219,161461.066752413,121085.112809197,96586.7405722614,1
844000,131.800287458786,1191691.64163002,291717.452693561,148952.638716885,92947.9591765471,55717.38038052,1
845000,90.5545841468349,514536.214458395,164705.547103102,141431.243754957,38373.1258251914,23745.0046319512,1
846000,76.6266237922941,61865.3265416415,40762.2171484861,109488.642638355,15833.3832625121,22720.8825103346,1
847000,88.9083584742711,799016.259935394,266121.893198413,98001.2755754908,61308.2589880246,46281.3179454606,1
848000,94.3185079094173,1530811.45298538,865185.093750688,555769.539470733,117485.043463407,58941.2063145377,1
849000,115.247710344986,1372754.15160469,790016.299485394,636567.000642882,106494.33438769,46926.2871144546,1
850000,136.222256049274,1310814.54440119,573407.227843353,295414.465875588,148725.788003918,54281.6427380178,1
851000,131.795667952787,1335135.81785795,626068.696259556,201214.512261195,165524.337839172,50117.1917454349,1
852000,118.036244136916,841595.184028296,450345.267526743,91327.4650691704,128194.592880215,52976.4853385234,1
853000,144.512237722728,1033184.34834037,454873.961705868,158101.01368712,119814.748758686,89870.1983136656,1
854000,180.887489073141,1502471.71268227,617720.785477725,245577.457439637,207770.645311986,158301.098881406,1
855000,194.798915951889,1726972.73626464,835408.039652983,305901.608740442,314964.545853436,184965.697162501,1
856000,175.692778875884,2625984.98732355,910686.896296227,480630.356761358,348965.622627156,160130.103254269,1
857000,155.755076781089,2521939.6749343,728869.447129424,374127.687928081,265463.084760717,135780.797098921,1
858000,143.608139757292,1459280.61509124,540822.370335017,248112.28458139,127432.831851463,90046.0542113765,1
859000,128.532491102257,808786.86316717,529691.905205893,267495.844699674,154598.364184769,107485.605301309,1
860000,117.963300155218,977326.467831085,476126.526007122,204795.112106449,136380.002637226,97349.8274498164,1
861000,89.0863580977843,772927.763649945,262695.11197372,216531.715144121,49959.7367147125,34745.7369640009,1
862000,82.0695313288649,161204.495030609,90024.6788844017,134010.880441605,44746.1738957944,29153.3150443344,1
863000,119.920501378992,649849.021111959,440673.858748837,180190.815207566,133937.804254311,84118.5983874405,1
864000,144.713885773526,1777195.42708525,569070.833511345,371603.074513215,193524.429533315,98569.3540677788,1
865000,146.197334489774,1414914.6327047,336369.356470286,277523.927510662,138731.081624427,68707.1528566049,1
866000,156.438400628169,812530.444266794,311037.577467757,127391.488937015,102444.210929419,70284.8517744105,1
867000,153.560820656599,1300687.70229948,377952.860675811,121064.281976941,111723.256859809,79570.6599018801,1
868000,132.702350514137,1267959.68345808,451156.193731346,230192.31075681,124898.672402029,84900.4553510371,1
869000,122.128242754085,1135278.05169758,464025.575783271,424957.428176703,132415.13708438,69227.6652656385,1
870000,148.593593893723,1170015.04870834,495218.690325388,320892.79037315,142990.733552644,93329.4254227593,1
871000,160.173706006074,923561.633777857,518821.889477338,140125.684812688,185660.832265729,123557.658718013,1
872000,142.308476083086,1399886.02170221,704065.298982538,209319.594595857,205378.610744542,117120.328278356,1
873000,118.936884225181,1243643.03925036,595361.956303189,181169.565672364,124786.202796163,78327.4568313651,1
874000,109.224310719027,578491.366002823,302259.099437949,108329.052836786,80977.8540964425,78714.2596981294,1
875000,115.742163177226,761235.712973032,278489.743470239,192755.485439415,79921.6989892042,91632.0613341399,1
876000,122.877065042447,1034995.73119813,525592.924327955,321552.284310665,81843.5903197764,64841.1883109177,1
877000,119.3623458967,1148415.98882701,516521.333581167,282828.899331462,75875.1380246711,51822.0987164086,1
878000,96.0467029238936,553005.188861055,143087.610406538,113084.673575948,33179.6037578671,31704.9932746864,1
879000,99.4780706976347,137657.196782114,54341.3713847924,42978.1259875322,23780.9497138985,25814.5808683908,1
880000,112.822418549216,805365.087604253,160420.82036822,154430.745203146,56308.4308739213,34208.6614544754,1
881000,138.681987224251,1290865.38136316,488346.056469137,357925.91692374,122149.950427956,68429.1059097901,1
882000,142.516834473476,1416087.78667842,687379.006864298,285287.958481279,160697.213833259,91179.4201386533,1
883000,133.167363892251,1675131.7744434,605023.369317168,168590.903528017,161693.997180152,117644.813326602,1
884000,136.564553941896,1366814.04342622,611549.923504791,191646.649682456,182556.819465535,132770.947792848,1
885000,129.579368873817,1121461.24724529,710097.81947859,297219.03209583,209969.315909444,128269.630310271,1
886000,119.642338733853,788781.417062,513650.446986915,245518.368298231,142349.909293966,93074.8251259186,1
887000,112.10446678091,670359.170684326,327633.880191095,113795.813870207,81261.2854153168,53493.8446632846,1
888000,138.604866368692,900233.809052058,405681.873082984,198015.614012143,118699.312714372,84205.0645700547,1
889000,147.133245779513,1523888.19366833,449105.912862225,195326.538198856,131374.868976149,102757.044558846,1
890000,143.482054918025,1634649.76458817,486018.432498988,266541.015324637,117699.545558399,88331.9765028131,1
891000,155.134756168038,936166.101903744,453256.544338407,299272.312207665,124555.656295611,74112.4387739098,1
892000,133.707552842922,717262.418515819,451731.440342295,208928.513558567,103287.505292237,77731.7625538226,1
893000,100.325221725144,484701.25947153,276124.066211958,146306.560025739,55275.9395119304,52493.1564011682,1
894000,96.3404325229247,193790.672347622,120982.971542523,71223.1111850068,30447.4946129649,31399.9437950971,1
895000,111.955430085948,446011.185258492,316248.5412013,146987.022873948,57739.7947459382,43434.7688987073,1
896000,123.203279976207,817220.752746503,431513.872852303,232198.635384892,97643.1947472186,67105.1723977359,1
897000,117.414489341273,813775.866521469,466202.131800396,297646.624983496,125706.097078731,77801.6736917462,1
898000,132.222213724601,870636.582155072,541536.339702885,373256.840765255,131368.303081897,81180.9313643097,1
899000,147.666472819071,1297319.40296938,667550.076951616,295074.459021554,124668.200401162,86754.1853382813,1
900000,150.22413955286,1454707.11786838,711819.301046826,410086.671594924,169671.258366895,70771.6683140548,1
901000,158.997752129791,1219767.92637404,673803.579960551,555362.044065986,208391.136352004,89203.9957121272,1
902000,142.740199678077,782426.367220529,550755.6063003,323990.248919159,161804.403908096,128678.147877186,1
903000,122.946615337908,718164.182142783,414642.724201245,283203.011918394,125159.867636612,116374.189657729,1
904000,144.956450958123,1126810.88849115,490343.29137535,393502.897183057,125972.410242461,95648.4390254975,1
905000,142.973234007853,1635322.89155246,541094.026967515,271329.953681416,116533.34707416,96935.2906449138,1
906000,142.087305539304,1713688.7450287,562699.37365037,233815.157550942,105783.992075124,129496.179358447,1
907000,143.045566681689,1448373.96494931,468897.786889319,371291.223608383,108185.314213915,109029.44090208,1
908000,123.811004522952,1215363.03756926,371080.131697089,326213.160020547,128942.902980331,70094.1784505879,1
909000,114.39908978387,743327.91407875,301006.298098564,225376.271697559,92521.2009712583,60865.1412262945,1
910000,112.162783575246,329264.726570404,116029.269554568,172263.980158824,33946.6522365789,23673.4022223417,1
911000,103.230809306922,89647.8561903017,56277.5503423736,61476.6507611428,24950.0749675778,17834.6185398775,1
912000,152.173410914687,1188081.9445877,474485.231461548,176363.712959864,117266.431063243,66999.8062583855,1
913000,209.161036509414,2313114.12005512,779194.005371046,230584.760428766,295034.156544698,106771.14148596,1
914000,183.826184215266,1700683.92596678,749912.075472239,301952.852107262,304827.15706065,93781.5964400838,1
915000,133.006618578002,1577738.46630164,774377.079077306,552479.606722688,225794.127637866,86249.7115133835,1
916000,117.157387267029,1406602.60327147,631276.234034731,436534.515075235,186094.219768954,89247.6961661504,1
917000,121.528846235312,1102555.96440638,614234.792917131,320533.194875664,130397.40009304,98657.1444498977,1
918000,126.131191606063,984430.731123675,474857.500702708,247755.783786993,98337.9036552687,92795.5439745627,1
919000,135.069190983212,1419412.39071476,257075.665769188,217701.536843493,84345.3279115337,75494.2510515522,1
920000,139.215888328945,1497967.40440436,414978.625968198,234211.221750681,158681.593363767,98403.1719816726,1
921000,119.076058199879,649744.740888645,459434.705984495,111303.959927362,186823.310388504,98024.5776889639,1
922000,119.854149867134,718083.467003667,343892.2940324,159797.540108778,124607.847016314,71677.8813791806,1
923000,126.079328074447,898049.409683488,348134.555554637,145425.721531845,114536.853376905,79472.3271430108,1
924000,121.863007650224,649953.989971268,237187.419139359,52567.5563478493,85245.6272085541,67917.4492592393,1
925000,108.607198215318,898670.8951641,243135.092132504,390500.244559616,61360.7389798479,41809.5050406134,1
926000,112.708569312426,973728.69055289,439433.663584191,468645.033208571,83740.0894673438,40072.5896243956,1
927000,104.56960283599,285384.146843686,290233.556576728,111436.647524977,56171.6195116021,34212.404347692,1
928000,73.4068934496155,194872.816271928,61727.6037343182,40559.8103579254,17399.4791552907,19677.8306968377,1
929000,69.3488638831726,299351.343197937,88890.7300479465,58821.6809501968,21131.12172437,14399.4580725786,1
930000,68.3897622166271,319735.752097075,96843.338585304,54281.4770810064,22509.683797963,15425.257140323,1
931000,57.5780175441401,161391.483755012,29444.3110220426,19721.0648963168,7246.75493097008,15231.0131180036,1
932000,35.7838017396901,17134.4256931,1964.86066136373,2724.99217518942,1567.34195540635,6970.94941390303,1
933000,34.772957624352,5995.76925007676,1257.69561684819,1702.62391589865,1151.38149698809,3954.41910770946,1
934000,31.0215139161315,5748.89022058885,1117.22809451352,1967.02719582527,1142.72732874424,3974.23051806838,1
935000,24.2232922865244,4372.70452323257,1031.70104972976,1838.64219168488,738.979344262862,3854.61704649283,1
936000,35.0189259894419,4071.11409208869,1137.91753064138,1985.40574897536,801.507595015886,4050.97933337016,1
937000,31.6839184052956,2478.67149580842,912.403079364873,1543.27509456832,535.2607012783,2164.00862065223,1
938000,18.8886411108959,1138.55644402177,865.036858471762,1091.34442685635,570.242889352869,775.705155960915,1
939000,33.8696910903929,2304.27155753622,1416.28540848375,1987.79447546978,1026.81293106815,1474.14091583361,1
940000,39.8612511619355,2748.60236056336,1839.84087911854,3056.78609142124,1287.54148019328,1930.07876004867,1
941000,34.2223076052173,2993.58321155614,1742.27046429743,2875.59272761175,1194.43732071307,2066.89042833505,1
942000,37.3129738615263,4045.7189711852,1942.28764518236,2991.39503591536,1888.80132504397,3281.74715190508,1
943000,37.3873502316804,5377.1252205174,2428.50581311899,3499.79931735996,2094.13625062108,4366.56219882258,1
944000,31.0285328634025,4868.33082220269,1850.12840573983,3381.1401997679,1489.41326651741,3910.91910470855,1
945000,30.0791606934731,3647.9484924357,1930.4387450662,3389.44217807776,1467.7961874519,2478.53680030824,1
946000,28.8821570437003,4440.12435151016,2433.70968073008,4076.64732155059,1746.0575090317,2236.83155160346,1
947000,30.1541801690856,4549.16233694762,2409.33315565526,3963.61164356291,2249.89555066208,2112.24645697612,1
948000,33.6052197649635,4360.72393319713,1694.39545980419,2839.47173935688,1717.91885943087,1770.20652081499,1
949000,30.4328977872501,5584.23010704724,800.027837928999,2269.67937512433,897.969255883875,2008.04118772706,1
950000,22.6948162171865,5338.04557824277,879.003668418736,1750.21746178035,951.038481486411,1276.0860977287,1
951000,20.4106739385565,3880.06730019072,879.910763318224,1663.37037146066,941.550349523448,1169.96659768815,1
952000,21.6574134315409,4304.24409811568,960.506126904704,1524.80966324912,745.197939714789,1823.57529958202,1
953000,22.1884349200847,4831.70598647774,1008.16215434085,1381.05345107584,881.561354119095,1505.87108964402,1
954000,21.2085512007111,4911.27032881653,1027.78234438283,1553.37777881687,1661.75503154868,1068.1867953844,1
955000,27.0242124049202,8618.34868897952,1692.24521848455,2143.32382723258,3504.10042679096,3014.15763055603,1
956000,29.5774610089151,8789.89425809088,1872.79220380684,2240.09543416107,3630.34552760528,3233.28017434031,1
957000,25.8840904466854,5817.79435594407,1394.79422295527,2835.9211836989,3010.61128269002,1423.32552399805,1
958000,25.503614957269,6543.64721551478,1676.85245560278,3632.85027614884,3149.00385395188,2030.06878142844,1
959000,22.846221823924,5035.37185596613,1490.63403308811,2478.89693104232,2286.84843023999,1914.33302780884,1
960000,19.8683675463561,3483.72691561433,943.039842939197,1538.91691427895,1717.85101020229,884.96591324572,1
961000,20.4618743376246,3871.54465073144,1015.65451794583,1649.01921060515,1799.38532595371,826.769240669402,1
962000,21.1174359463382,4198.01659566088,1312.58593005329,2046.51647663688,2161.13579519173,760.845022198797,1
963000,22.601440681413,4791.34793994762,2003.22975224942,2044.47815821685,2666.5216941388,672.425234071704,1
964000,27.2739511620495,4911.58540683732,1935.78041424445,1721.96328453426,1897.0893027544,712.336010655792,1
965000,28.3386581805022,3749.1341783986,992.312603733569,1312.4109529146,550.28410535604,1162.07066613581,1
966000,28.0516548244663,2491.51455859659,799.630502231297,981.033070567229,429.512193408179,1956.15529754532,1
967000,26.7975692184439,1670.09874628275,940.631137660376,1108.61875460505,577.586141452747,2254.67858408101,1
968000,24.8275732626036,2222.03407070936,715.93458039174,933.105646551466,647.302918302779,1961.94989486605,1
969000,31.5201985351462,6222.27373057897,736.315833391005,2586.1642424186,1056.1574593967,3429.44496547668,1
970000,65.6886299625524,134289.531404295,34627.736101789,113186.440600565,10910.2512085595,9723.51624757129,1
971000,79.9457807711446,194069.152434229,49425.9486072339,192041.183760189,14843.1802608219,11099.0945021872,1
972000,75.7741374977362,74536.9881614283,22628.1267745274,113392.399209065,12249.1919911857,10135.8582911961,1
973000,62.536501754473,15767.3438351664,9145.75838379043,38765.1686276085,9292.11393491027,8070.64911914239,1
974000,35.8032436482008,11481.8914981841,3719.15902659919,8249.67204439122,4111.06994472579,3093.18683529232,1
975000,28.2216934105732,10413.7853806401,3069.61173431341,3401.42780241707,4453.36249913722,2887.69213996702,1
976000,33.7484713720764,15195.9337883353,8215.25959347994,7853.68964318603,8454.59878447177,3639.82223290576,1
977000,54.4211046421197,28264.2623012044,21999.2413463366,40278.7219717964,17337.6231635938,6246.38193520181,1
978000,59.6778270532401,27501.2957158625,21249.57873881,84985.2510811318,16925.2389844873,8001.4921911263,1
979000,46.8457178905142,33129.7357800187,29427.058236461,176246.826956517,11718.0525293544,7083.81838744839,1
980000,34.8423176941088,25533.9298865487,23475.0931176432,127752.513311314,6248.68797358394,3925.8163116339,1
981000,25.8102533546684,3452.11588249836,711.960775424014,3816.795352561,1141.52386424522,1501.74677160735,1
982000,25.9183695028848,2223.65345303184,733.651702688211,2310.9900338769,1056.62735355184,1876.26537262076,1
983000,27.7498537395327,1742.60911127557,797.856929562719,2043.35577361072,719.190553595569,1747.08138969546,1
984000,34.2050655541121,3588.78237734109,1030.6527913536,3262.69194754504,1022.56627205569,3469.9069697025,1
985000,40.2757765506444,14955.2525856299,1794.78083616093,6260.50608428011,1860.64244137153,5144.99763732622,1
986000,41.4814845795786,16096.1338733118,1530.02220185135,5935.20968616377,1884.07436958862,5904.30121480391,1
987000,39.113420995047,5042.81132977962,933.502793986035,2932.77513248378,1368.05198290432,4286.67354597574,1
988000,30.3747244295403,2233.35462071986,967.649076842364,1645.65102484755,960.637953819103,1498.84962693312,1
989000,32.3194221272936,4046.60533712733,1113.508952555,2151.87447861278,1214.44199429802,1977.75942973391,1
990000,56.246227018995,26431.7048346482,10509.4565045147,27965.6637169698,8281.44343192912,4908.25466674063,1
991000,95.8287984973839,746290.536675612,393216.31108523,165981.139847446,89352.5209064168,38855.4943598929,1
992000,121.837842489296,1364781.86450078,572406.828302316,360932.286334684,131201.832572137,60898.3043052078,1
993000,97.384656982939,683360.564412943,192136.05695059,223391.131510623,51362.5000318572,30597.151405767,1
994000,42.6044005383049,48340.4412285956,3940.52750857758,2941.14527040525,2482.72798904434,6401.6364118724,1
995000,26.27833597186,8224.2698709313,1481.169107249,1805.86904657404,933.066375330056,2162.37946551223,1
996000,31.5698743730761,6357.80751592725,1243.53888341184,2097.04249451805,1272.67228660128,4136.52049051469,1
997000,33.6280881948551,6755.62963098033,1369.57796010613,2730.97807171885,1332.4627005564,4823.01129522517,1
998000,28.2808350000685,14122.5926102643,2556.47205723432,3757.31411821591,1555.8344082938,2795.25074707185,1
999000,51.4818468864001,61772.7576667945,9363.17114673737,7593.13891718575,9691.83869390517,16717.3041644554,1
1000000,149.42664240591,566874.76859255,420030.676296373,134472.035082893,96402.3745370151,49463.2472301539,1
1001000,189.676754328064,1156566.9687622,678598.340405512,223672.471141678,128858.057475372,85181.7079957743,1
1002000,154.189379985683,1033193.70317389,484170.415735307,248264.795937677,87299.5429321517,105704.874984228,1
1003000,124.686414789319,1251786.21781762,374210.084268328,244559.242811105,87674.6627992195,96818.9399729585,1
1004000,105.175186083904,1540993.76303193,399036.111768768,291859.148551104,78038.4466549194,65491.491629497,1
1005000,95.3114776243228,780244.975138882,309455.217245858,237112.454428623,62555.8474132874,37913.7074388934,1
1006000,126.963386002692,459746.132040206,175225.995227956,171464.228521671,55388.6924064303,61410.7348259,1
1007000,157.577915138156,1377047.81749631,438545.897843081,203999.562217702,138224.317663302,114554.149365113,1
1008000,146.638421947394,1418002.30821708,487527.820811093,329930.897167491,193641.270412122,98219.4792178418,1
1009000,109.215623981675,923274.195740649,182175.761807788,316624.663581764,117082.55686178,50539.2180864911,1
1010000,119.872914390892,988057.650549742,249755.586924228,220308.897122686,86579.8244593189,46012.426054857,1
1011000,127.255044745014,1122984.46869893,659762.904156426,356036.432239495,104661.86795647,58839.7073251273,1
1012000,133.760662724453,1587323.57978339,672534.979353698,286896.064796139,118520.243920743,71497.7944055586,1
1013000,141.563778702052,1836046.96477141,634879.895608322,318452.065498321,138895.026204665,82317.1045702795,1
1014000,121.383039045665,1887671.93757505,678485.831917083,305611.624189016,136215.655636205,74056.9826931217,1
1015000,100.769908179372,1729905.43395189,479437.607351919,238733.708098564,121394.028346671,41981.7060717487,1
1016000,122.571912213497,1588047.27262187,425976.394036191,336642.193740596,120528.510369845,38352.605221114,1
1017000,150.83041442372,1365058.47462718,296038.423516917,256504.104625835,105645.467181545,59345.0692564273,1
1018000,171.684181089074,838021.974865371,155044.863636398,229501.258529692,84284.0779108979,71738.6722192632,1
1019000,145.414913599561,659118.715397882,177809.88642144,261015.807274381,83255.4491260841,51035.1976222663,1
1020000,110.568466002413,931459.575065606,285512.414899903,249579.676111633,107515.617543726,35774.3086219785,1
1021000,124.519903507353,1546756.62303667,564724.629792061,259355.858972291,172250.920261306,70234.7348853602,1
1022000,120.015385970887,1261360.77287274,603430.535246291,273861.945018134,154349.881860324,92713.0591288093,1
1023000,109.443978074581,759234.238669998,410717.439959306,268193.176289993,100888.000060368,66706.1265346705,1
1024000,112.80442221146,1281864.3854791,423598.830615154,169017.324221409,127179.076167191,77257.5971198427,1
1025000,133.519131860562,1436129.9868863,461504.300714642,247489.176974324,129104.059411473,81135.5633235543,1
1026000,143.976264470886,1201664.62713816,427161.105021385,248650.86382273,128985.417068668,54192.0521083516,1
1027000,153.936338667108,1295984.09543403,457951.146122371,306415.249405463,135613.818601338,53447.7195381513,1
1028000,136.585666550219,1246407.66101725,444839.056240732,404255.878245563,128091.644449562,57062.8200934704,1
1029000,102.233914276512,849452.601735287,366546.061600863,348550.811564045,105901.272592585,54232.4394478764,1
