F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12
634000,634000,32.9383183774048,3282.92877036727,591.897723285676,656.727596963627,22244.4290526559,6082.45277503419,2824.98933305522,26034.050597792,2733.48454630004,1
635000,635000,33.6053937387865,3245.83494635596,637.972255755677,558.901634947405,19910.5783709992,5636.97864721844,3159.91591549171,27158.7185401104,2942.05578892362,1
636000,636000,33.1889877546332,3760.6224059961,817.293119251577,664.647022813599,27676.9371001589,6421.52257521166,4130.55328120044,28305.0164350998,3790.42821420807,1
637000,637000,34.8122629029039,3961.05239099992,902.5417075553,865.138564109448,31423.1857638111,6541.09146401032,4024.74827997023,34102.2322635324,4150.53447032005,1
638000,638000,34.2458029250495,2979.74877758998,803.209249354696,716.635648817206,21515.0614794835,4327.98285304323,2002.10033067632,29519.1369452825,3680.18910967467,1
639000,639000,27.2081689168197,2770.24927284458,870.082903703724,643.270562391894,17392.839814708,3180.45874844815,1141.88918743078,14556.4391860385,4741.76174139033,1
640000,640000,25.6111165084549,2098.31945982931,783.6936652389,509.685911647379,10713.665975585,2164.31593108074,1459.7866090534,8170.1129824121,3513.34821873605,1
641000,641000,26.304411350463,1000.46465242435,709.053374384088,392.419618816137,4784.76692233012,1525.71852682929,1580.87132598464,5936.11575631691,1644.93070359713,1
642000,642000,27.0573253839077,786.80200961957,565.193873416109,395.301346105633,3605.59341756458,1103.61800164247,1161.08884746964,9140.10542216026,1266.12127187292,1
643000,643000,25.5235205761567,1139.10076863381,576.940644873995,523.003526436802,6810.72402341623,1639.60809915428,1229.05168003039,12017.5720579365,1785.52409815982,1
644000,644000,24.0555744635556,1964.43080183859,811.400670233184,692.734119907802,11712.243796627,2443.02112356499,1443.88056101148,12479.9127171123,3695.28654558799,1
645000,645000,31.2255273639728,1829.52308075357,626.966344081992,652.689881635893,11350.4848099145,2310.33590961674,1600.58754546347,17457.0930342299,4400.41832636185,1
646000,646000,32.4198193498273,1169.60210427676,379.984460385082,564.910969733871,8476.60105007119,1843.7761940167,1641.39047918165,19238.1928106073,3495.97905397717,1
647000,647000,32.2753203198631,1460.32787551415,462.559616052861,639.312337869379,8291.48315196216,1730.12167098899,1872.8197559347,21138.8052068043,2931.96507963162,1
648000,648000,41.1394113339928,2223.31066495844,757.008201419675,739.674164411085,12254.5533215114,2337.97163488626,2178.61321497491,33002.8802802666,3335.11666034235,1
649000,649000,42.1301877707082,2600.0410767596,847.613155546121,647.316537518068,14409.0892649515,2139.85891384042,2065.16465047916,42418.7398018989,2378.69169482845,1
650000,650000,36.2860080739956,1982.91002578702,763.092857241317,515.629275182841,10211.2592614952,1573.77749302586,2000.54006867481,33057.4357520652,1769.16737505161,1
651000,651000,27.8397070880527,1043.49169445205,653.551666602699,397.302409532359,4875.52712776254,1059.56350882682,1162.59029334141,12403.4967130109,1566.56921654187,1
652000,652000,16.5957385755833,1059.95959083494,975.514831750601,362.639274992482,3933.49977339655,1024.87515596543,442.911408215205,944.091551953631,1404.89424790815,1
653000,653000,12.6842625403205,896.379732586076,964.418117414356,348.157636230802,3059.47919218712,930.998549454075,525.528156249971,1237.26253014102,1488.02455725491,1
654000,654000,13.7238202516156,453.350601052856,551.295613190709,323.82668614,1064.80688791177,415.552333259023,590.242791617358,1218.97230709883,710.698871306241,1
655000,655000,16.2007486755879,445.037492970167,511.912601934478,319.455762226393,1135.09337953079,448.681732570989,692.276567883889,996.074460709605,827.236825756153,1
656000,656000,16.2053382589976,513.04536900866,427.154861747537,437.163270918819,2239.77893471685,574.311062831775,572.668082560512,1661.05084110862,1014.16674659412,1
657000,657000,15.3757263012553,770.971978844319,437.990389975644,482.801149222082,3293.17092142905,583.261935240848,403.508710681845,2158.15494064606,724.559862895999,1
658000,658000,16.3624789921036,945.235354951814,463.747443584709,307.386073733963,3575.02142316259,533.495459571576,349.982466134849,2336.71141910793,909.239396469361,1
659000,659000,17.5711448904115,664.978697041424,405.401606395739,262.219546299396,2190.60396898408,424.730207156453,541.371538192671,1740.97495009294,1178.70732559547,1
660000,660000,24.0680140215553,483.661501316269,319.134207612288,335.432552962789,1341.60365464933,289.416383746355,620.968597981898,5182.0697510081,1129.34862328975,1
661000,661000,30.3585503748417,1082.7021385078,496.985318223981,473.310367133042,3919.20056008906,652.288133856773,435.193641028779,12159.2369143533,2053.90362261653,1
662000,662000,32.4884284850786,1630.44354081231,834.061200350571,531.412186199318,6883.29272729113,767.431908945675,414.842591680142,17572.5301462305,2991.32913248914,1
663000,663000,29.8995042174627,1070.70066375263,730.267584457474,451.657519038812,5000.34913383548,418.84774419233,583.926578740244,13996.7021648014,2052.55841836852,1
664000,664000,24.9649344288918,822.782938925622,499.679652249657,426.561105901394,4176.99690001494,458.916327695762,798.082935708515,6018.87282941109,991.77879495383,1
665000,665000,28.5350790326518,827.287244779657,504.342138381262,437.380794586832,3763.61459998538,489.547302982294,717.902374865487,7485.14322508464,1951.70099309311,1
666000,666000,31.2066195152504,828.530393098729,542.499640809263,528.922358198914,3091.34220852203,505.206562862643,493.917875454307,12836.1028813585,2991.87967573791,1
667000,667000,29.4290321519037,802.744355780564,629.304297485373,576.838004344077,2912.2732225186,552.890407392085,489.570225543939,12944.3349139312,3487.01662949102,1
668000,668000,30.1421699562827,620.43770470481,838.089490819404,477.159946506091,1382.12826437327,601.83027649959,520.350626720941,10832.9745641726,4704.56279582036,1
669000,669000,35.1175784830727,842.74459034785,1013.90398960784,422.778037805974,2256.28484558689,844.059243408009,574.630325570754,11148.8179252662,5559.68396020939,1
670000,670000,38.9311594754002,1073.26691965729,1348.18080734031,617.368551448013,4036.47079777079,827.692729785219,712.57723224963,18742.0923732454,7770.72179175008,1
671000,671000,36.5431973255299,1741.35346727792,1874.60071290004,776.443812575069,5856.9674732933,962.781699840973,726.662453470209,21376.8978453569,7883.08105317879,1
672000,672000,33.9388204096932,1900.20263372432,1755.53496099734,666.929739030924,5563.22676270244,1313.46066543316,745.550460706132,9607.31553999304,5800.58424948655,1
673000,673000,36.4651288362555,1469.56069752142,1221.59438423431,631.192389661393,5251.93757248423,1403.1525271337,727.206220142794,6121.10049843785,6329.89399306843,1
674000,674000,34.1160099856216,1522.97976808584,1395.54501949061,688.565364601448,6495.8858259887,1318.96583656869,534.76967523388,10200.8979608006,5716.61508860775,1
675000,675000,24.2291726933633,1444.30942867745,1558.26396652821,593.482842940197,6024.04402983839,935.922274476506,383.460830731591,6393.40942449433,2839.03581595111,1
676000,676000,20.4513379724368,1739.81346771574,1409.60979941731,546.002422216096,8634.6374946466,946.265643197839,369.270493846029,3272.6204568659,1588.42084718838,1
677000,677000,22.7608986766712,1793.89256559705,1291.3679668941,560.857883250962,8373.85975380913,1053.78716480781,432.454368239719,3539.88619121943,1985.6675859963,1
678000,678000,24.2420019708276,1336.48353413818,1019.29339154378,462.304241775858,3703.29558722403,705.097067753537,519.090922769533,4751.15847462264,1581.52121867077,1
679000,679000,27.5838443969213,1468.0145948285,935.356048797778,594.709801155902,4839.08496629821,738.176330535721,857.64172251486,5665.71468935297,1224.42104494888,1
680000,680000,27.9841201104372,55526.7959618582,8786.25261081426,5623.73813185554,23355.216770579,2182.13129805377,4691.17372566057,4813.38367934821,2020.22194191143,1
681000,681000,26.7874395364809,146076.940365556,18904.3349855169,14409.860084382,46702.608826664,5338.48462153084,8106.53339909033,4656.22433455222,4511.79749989233,1
682000,682000,30.2379475988992,160486.728972636,26311.3440275109,16292.0642062931,49938.2271199612,7709.15008520465,9415.60945785782,5736.43070253436,7553.56843487252,1
683000,683000,44.0920469682561,122505.586662442,34767.8307368184,11710.5400143387,59913.1819190181,6995.53507961237,9372.96948187758,6967.9362216696,7261.51008247079,1
684000,684000,56.4433957386695,159175.832543442,36847.5232246469,14054.0627807868,84828.2414985304,12014.4631589641,12066.7586288537,10070.1544135566,9798.13981903738,1
685000,685000,55.0179430542569,163157.285250827,31071.631825073,21570.303047472,71184.1128551397,13483.7750738588,12453.3168363991,12920.7102405734,10289.0798161334,1
686000,686000,53.6432077842946,166413.828784914,35630.652034618,22412.5013579587,78256.7109249986,9409.25459507649,10115.0721976418,10368.3500361453,8237.92296982095,1
687000,687000,57.000890632658,221401.721008173,53195.7395449286,16869.3549212272,110124.842896416,14534.4194427769,13506.2326297986,10519.3078421442,14955.7489642266,1
688000,688000,58.4944030709898,249998.848258524,70647.9995179247,15691.2084573292,128188.878657626,17185.4392217735,21020.6919428294,14679.013714915,17225.312233113,1
689000,689000,55.3555149487063,236921.75365276,66225.0569034055,17065.4520192929,117055.034927918,14070.892877767,20776.620064279,14399.5567959169,12639.7855064776,1
690000,690000,53.5464215227029,225644.341394446,66060.6482852421,16493.3776713437,108615.369674226,14134.1276613601,16191.3679446469,12314.5130497017,13478.2972865362,1
691000,691000,56.0945380345952,213321.668364362,65413.6882443244,17861.3809038557,116884.345459464,15185.9189000787,18220.6988315372,13762.004705079,14424.6135675453,1
692000,692000,55.5442196899767,207770.394356738,44764.5307182963,13107.8420664048,99750.5545501065,11517.7767353435,14322.1776031441,10776.2561875226,10619.2398507176,1
693000,693000,53.9882643026947,230112.748676223,34485.4087170227,16219.1694999432,82853.951312939,8882.49272657167,8821.53280238392,5140.42408600897,8656.96337817571,1
694000,694000,49.5270929072669,179826.999272048,32643.7503928524,16177.7561526754,61891.4028948776,10665.0014453008,7896.4083003194,4917.83896319758,8228.68715610064,1
695000,695000,49.5281590908111,176925.894270852,31732.7308840569,12040.4920226237,66876.2877304905,10729.6068112248,7490.05423503929,5465.83112715808,8073.49413782593,1
696000,696000,52.5390700093812,215497.042743244,40932.7726084751,16783.3375730816,86733.7863558172,8460.22072821266,9533.39158392206,6327.01600818367,9829.66891433096,1
697000,697000,47.3088296862928,199319.714522105,44933.6068606462,25089.2990093225,90309.4615047046,8499.51170772397,9731.97125454528,8822.7329837084,9953.20365021357,1
698000,698000,43.6808348489941,192642.502250034,35063.0489802884,33193.6135285643,96637.2513087462,7988.12860148422,9949.23574915552,9917.56846488627,9056.6281897266,1
699000,699000,48.9913992786421,180104.677218356,33391.2498369805,23216.8030421735,87485.9268641495,7257.6767328248,10751.9675743016,7810.93823641495,8406.13877716952,1
700000,700000,53.2092801345256,147398.436018864,24178.0899645016,14863.8427992275,62009.002011696,7913.26577142069,9007.91574306319,6496.69163547612,6469.4922004699,1
701000,701000,57.176989906129,161320.523888489,29199.3769199805,14854.4275916063,76788.1500061056,10307.3978585448,9381.1037561549,6729.93661910242,7370.90153599079,1
702000,702000,58.2694616111436,275428.908522206,50786.5429935086,20331.010086906,144262.301106413,9923.39622464138,12692.156267344,6302.24638861974,9449.30664348152,1
703000,703000,50.2111536937538,237715.543684392,40624.5470344839,20915.5833476311,122917.270006086,5895.73219774041,10519.8766273124,5767.2977752513,7976.24526123899,1
704000,704000,52.2394133191989,145787.694851928,22644.2245983842,14222.8700053797,61300.0061753082,5082.40034907465,6445.06316122674,5569.96948169285,5486.55994388139,1
705000,705000,57.8782842928459,196576.72998767,28987.6473672458,15067.6110348374,72082.08105117,4541.18727416048,6878.0936555451,5236.57467160293,4791.83602575795,1
706000,706000,55.5910972817881,251404.056909005,36343.4243456905,15015.2891375225,86831.6558912875,5236.67371174445,12626.4075379128,6229.41047199913,4999.66348127907,1
707000,707000,49.6080002202283,229973.823552584,33685.8926626909,14037.8636065843,94003.7399639248,6312.43730752712,14786.6483109737,7854.21101891176,7105.38613735265,1
708000,708000,46.8425158594498,262865.195769587,39550.4656682373,26487.6150636961,128145.573537274,5623.45957611173,13406.0052282144,5975.52927372675,8357.3965905569,1
709000,709000,52.8621731008207,412334.524680373,78536.2181848057,40834.5581135151,193407.185360769,7730.97007061412,19330.962750408,7828.01955274135,9501.40151405088,1
710000,710000,61.4175689605193,458262.003644613,84443.8848944845,33130.7201065526,201504.153381743,10033.3046098043,18271.3099880751,10437.1827503414,12771.4261761016,1
711000,711000,61.0798195674273,380197.03002429,45635.1767748907,25554.5942323052,128722.112924978,8577.43488507136,10421.838268432,7988.72247250165,11387.8028781528,1
712000,712000,60.0960099364485,315022.106963674,50865.2255712103,24306.5071459387,108255.560657966,7764.40245039334,14153.6337443731,5849.56400078917,11125.2355814556,1
713000,713000,59.5216851933762,318332.048575078,63430.591280408,37087.3548835505,151131.855201098,7288.51438636846,20753.6894564211,6991.127243164,12414.3973917107,1
714000,714000,54.4627739228924,314904.65878844,59343.3289345637,33991.2082412837,158987.89581637,7734.96837541377,14772.785381178,10698.4111683807,9909.61251589819,1
715000,715000,52.1224317401061,291477.032409289,48580.5963158179,27908.3476319751,125276.425413013,10172.1854133088,11953.0218131222,13503.3000714443,11045.0658135835,1
716000,716000,50.9182421779325,240237.828660177,37130.7477016865,29065.9469962822,80495.2872322812,10271.7624832523,14223.3317052273,12799.4322755411,13166.6608095845,1
717000,717000,51.0882549131198,213984.295543513,35777.0285436,19164.7182961044,64614.9235209739,8826.16416968067,12781.9592066102,9567.34838455641,11671.2287515804,1
718000,718000,51.2488128205645,300367.820166189,32081.9320580201,19379.4254530238,69865.8889158182,8562.41179535029,12629.2515896405,9441.67386626942,11916.8320352283,1
719000,719000,56.8569284252958,402754.295447716,48441.9327537247,22202.4314926934,130799.384857579,8794.67141733319,13522.7711133977,10014.0536991563,12414.0495997635,1
720000,720000,58.209243506457,418161.532253337,56877.0627034499,25974.9288866011,137481.295624539,8880.49298052621,16091.9491362721,8737.30811578256,13452.5091356375,1
721000,721000,58.5106567098335,500205.841546598,59902.7040737353,32629.409219411,139936.811538405,9823.6207717472,23286.3123481359,8439.50585816252,15509.3700840443,1
722000,722000,57.4127317516677,538671.320890836,74080.3694844334,31977.1254343599,195042.438479214,9850.03010278572,24350.9812332204,7256.81512266027,14444.5051580032,1
723000,723000,59.2220737167195,392137.392987331,78001.8863711873,20501.2551161461,203066.287588672,9497.40486649373,16442.2400350365,7945.62629549351,11529.0152555417,1
724000,724000,59.2835896509044,309956.070375009,82331.6807792153,22761.6039427444,186412.535862187,9977.69901146323,12841.1429434939,11446.4136401359,8814.80485908331,1
725000,725000,57.4692904926757,420857.238956199,100410.917239928,34622.0605399898,182426.32345808,12634.5997212215,24363.0425456866,11774.8125750275,9340.07732705899,1
726000,726000,61.6533771943862,396855.188432844,90214.8098729491,36587.0384090651,172395.59232515,13216.7411146345,25813.5492809051,11138.1463291084,9688.5300053941,1
727000,727000,50.97205352451,142491.50962794,34056.7102602437,16981.9131000103,84476.3336718851,6462.64768659955,10397.3228792595,11149.6769200175,5618.83510651018,1
728000,728000,32.0045911776923,4342.32178724697,2614.12975435962,2103.18284208268,17351.1082371068,1418.88039394692,3043.33088636385,8173.0457906604,2894.56329229783,2
729000,729000,28.0569276193545,2129.15613174772,1997.34941364425,1658.82959696291,7466.75173944204,1035.87620260982,1428.43021122655,5838.67650044383,2772.12209547987,2
730000,730000,26.986764439658,1141.95585414735,2077.40714346644,1017.1423031249,12482.6111580989,1316.48791417783,2868.50058922562,5619.64423322482,3311.18815714264,2
731000,731000,34.0160878731602,182916.693116371,45049.0267769119,20541.5997715704,53951.2696848618,4184.94032707124,12801.0326269708,7980.48273037569,4223.64176576415,2
732000,732000,44.6491268145123,207393.47780357,51181.6587653597,26487.1430715531,79524.6818147613,5453.41565555738,17732.0316147423,7350.18165059076,4557.35421086018,2
733000,733000,39.9665616925262,25952.3202234844,8252.20105600122,6990.46901487754,39832.7142686793,2422.23684606387,7966.83725612302,3749.57449169251,3056.37825535004,2
734000,734000,21.2220414976127,1455.3371080962,1494.40934978747,623.71739649823,5518.62613949008,666.166985015399,976.0754781069,2290.26165215656,979.322703341853,2
735000,735000,14.5124447440126,1178.28938708125,1788.90634684049,353.129635317606,4642.16234455119,455.047878774559,751.64925785627,1154.30395145631,884.514865631087,2
736000,736000,14.5844414644956,941.964325678088,1628.00844531044,403.10336944254,3478.35778425043,415.696003725948,664.095469470133,966.994415195771,877.436843491453,2
737000,737000,20.9505552127509,865.140549461586,1676.51614848929,430.992001540883,2598.31245687529,825.797504398113,681.869922012393,1869.41364571999,1539.87005245936,2
738000,738000,30.1302767864072,783.702561382414,1797.42021275367,437.972125891735,2595.59877994853,946.120180451,920.376434671468,2531.51314024993,2047.0373345438,2
739000,739000,26.769841543414,504.734663874707,1130.57328604002,382.405177254628,1680.54189188902,693.361552447487,689.726812982587,2001.55560565249,1281.61474290396,2
740000,740000,17.8214127636262,407.985474496816,760.533212065133,302.329228908192,963.72391388935,594.194428243605,436.890975831708,1509.41745937264,815.18673168021,2
741000,741000,18.0148541786831,459.972270935078,602.775254252064,285.504563159144,1266.87638506919,460.907138982072,490.26862307458,943.521705260902,719.154863169546,2
742000,742000,17.4314549467581,368.258472513,402.78451946657,342.155652718855,1162.78453515924,453.701342845942,534.783282693981,937.725977315621,742.300319422347,2
743000,743000,14.8860218578326,434.352337000426,559.361151209042,359.818601808229,1376.19864797051,385.482136579661,471.108337736992,1034.01447153943,700.870617131112,2
744000,744000,15.0443510677475,544.090085683478,559.467790496838,419.705458389386,1391.85036335842,388.424528887202,483.506370352556,1335.51495353653,913.114198116387,2
745000,745000,16.307250448913,542.556573612232,682.138895416067,460.932043200707,1359.87634649229,468.237338687938,544.859270968202,1331.01196022407,921.120952161679,2
746000,746000,14.5825424036527,523.172765629738,793.093539618705,424.411834134359,1550.20908702134,468.148428857778,475.434281410212,693.001194770153,765.538699741628,2
747000,747000,14.4782465121483,462.01356891515,638.809754242972,479.191698264868,1607.62300494491,497.448486449734,496.443015552751,556.511689793569,864.008641191347,2
748000,748000,14.0069892246492,443.272202488082,598.108741367779,388.281764804454,1516.09981160702,453.517497931083,470.388772932506,661.790126512097,623.857758949486,2
749000,749000,13.242659557526,405.103604722741,419.586835438156,305.99451837483,894.417466807942,314.671710944228,352.359384399809,451.452352703307,316.898548160768,2
750000,750000,13.3544723929792,371.514467751663,305.000129659295,319.448567358607,860.13313596749,299.328839316836,319.913019478542,450.454242974598,356.139110456946,1
751000,751000,13.1655219313603,398.034755085419,337.727943345518,335.001172643937,1374.55664397876,353.433888950726,407.161131857888,474.533579837389,460.187725301616,1
752000,752000,13.1205394561972,349.492017746337,353.605926449372,298.982378670045,1211.77583882735,378.940080795428,435.232707125858,429.877023004265,555.664331469658,1
753000,753000,12.637144419109,262.361454743873,318.236445077822,250.588644216474,723.483731629696,304.42017971338,374.233408298607,439.821751962229,559.140647316077,1
754000,754000,12.0198111884671,282.974804027077,397.430434369086,352.528287003482,908.045748030871,288.639011039296,428.499676496501,330.432444946355,510.783662943793,1
755000,755000,11.2650643342915,390.283362290682,466.416585641905,419.764323054741,1534.87980660607,398.806156333421,432.433778295888,532.876404854588,814.303425494219,1
756000,756000,12.7060160454065,352.903334055051,385.612464599714,383.480525739925,1274.89382284722,389.834650209622,397.685843986671,474.042161156193,786.389294740064,1
757000,757000,13.8510105999002,276.369219016267,298.506271523369,296.555002167599,896.499295954186,317.028378622738,393.352715608078,353.335277871087,445.135563553077,1
758000,758000,21.2258605477237,331.198403719025,266.013094510867,292.500574398227,1278.50105600374,291.382489512134,605.184341464053,1083.93735554187,571.808652827013,1
759000,759000,33.9164247620899,561.72646938446,257.238242214324,384.335520545274,2982.42838599648,521.506779179643,833.974687863664,4703.99103565691,1489.02024752134,1
760000,760000,37.5722247524785,596.530604468774,269.819567091431,395.504689253358,3010.56571792741,529.499019326488,731.661845357698,7207.08722530359,1576.70091016242,1
761000,761000,38.1012954791323,1275.44880018578,1181.84516190234,427.007137492107,6397.95476924162,470.421120225063,1038.06290619747,6455.62563325545,1278.96545296032,1
762000,762000,44.923462392991,88431.5200053083,8895.78873416837,3890.92032835056,31409.6805991631,1218.15895386807,5696.3525425874,7009.9073999418,4465.72072819372,1
763000,763000,46.0541696913662,154716.265068903,18863.2505767417,9427.99635868698,49037.8807473013,2722.1404687057,9392.37231975667,9549.72990238276,5839.35431708631,1
764000,764000,56.4755472696936,160860.744919618,24990.3479192603,14895.406093321,53320.1800451366,7435.44660792088,8976.75163576611,15611.0024493492,8933.05719590195,1
765000,765000,60.8829945124427,168806.445825489,23691.1695702276,25516.7405267562,56104.9806843334,11211.5205767847,9923.64840683775,16165.0383937647,15367.5128820683,1
766000,766000,59.1187510164672,172640.002404853,32010.1054003152,22347.9999590544,66810.3576261167,9526.49021430808,14500.5583576155,13450.8961573397,15122.6335908774,1
767000,767000,56.4985094630613,196260.564004544,36226.3983810431,16322.2926705686,66263.2840077601,9881.67492762211,15248.0462286554,19408.9432095833,12290.3662624289,1
768000,768000,49.2053434360835,155442.456475589,19733.761593708,14246.8576615024,41707.890211235,8401.69289861176,9051.5538333905,16557.6691777665,8450.21818761682,1
769000,769000,43.5893308001174,153100.841748325,21731.0492155474,11528.9184734549,47338.2604824785,5215.03800896572,10212.3367080443,9751.27265193651,8796.90317005228,1
770000,770000,42.137972981495,155857.573485951,26282.1338123025,12276.3952824006,63478.8495237055,4619.50895318776,10444.9953289443,8133.16989760821,8376.6215817744,1
771000,771000,52.1108679080915,121648.317648342,25629.6436286793,10635.0783117599,57534.7436731879,4748.61252709199,8446.57322895664,7602.91662203157,6117.51130054885,1
772000,772000,51.1213924304784,148898.164881056,27915.5267652835,22869.0805270543,44884.7194221847,6139.68833894267,9405.63551317226,8642.90778414471,8803.57110293413,1
773000,773000,48.8697178273629,162211.113135496,29894.605829913,21624.2933927879,51785.1859144404,7415.20368715745,11670.833239494,7407.05383475252,8243.56837203266,1
774000,774000,49.7653018545175,169491.865140092,31676.6809564361,17814.2661952094,69028.6485311356,9224.33443201172,17468.9265002424,7167.33875724331,8832.91564120893,1
775000,775000,51.5191872251134,193633.608694371,27371.6804700841,31766.3621594778,65357.2217388308,9449.87014376909,15658.7320858755,6204.76350755013,10583.7740360741,1
776000,776000,55.9208521580203,168636.124490691,22934.3747740236,26629.1834462675,56798.2701945852,7863.55746043031,9183.17323986799,5034.32569518362,8122.12377191424,1
777000,777000,50.8539305644933,151862.739030703,28822.2762239123,19806.5543237477,60936.1996616402,7571.8049839384,8320.03728774016,5524.65382341124,6964.89594260798,1
778000,778000,50.0706807316061,179027.902817804,29098.9925527306,20718.245831829,58689.5108346013,6088.1739801815,9261.53771924142,5776.46066771333,6725.85786040745,1
779000,779000,52.9218140701051,170647.267010381,22523.8557738626,21453.4974293001,45557.968288321,4591.86833213844,9299.27159707747,6612.83346409088,7734.1224487197,1
780000,780000,59.348879574247,186933.256546228,34528.1166411726,19476.4020371457,64298.6624760051,8041.67735076552,15423.5877528384,9576.47247521392,11980.6889007915,1
781000,781000,67.848202437656,283170.327120556,51774.0934142687,24296.57762811,118230.326090366,11120.1285719407,19118.4561297651,10063.7693717436,13706.2441817623,1
782000,782000,62.5668315295218,262203.058588628,39146.7630353109,21058.6575624109,103798.300650437,8278.38585763625,15624.742397234,8406.36671132827,11102.9656663181,1
783000,783000,50.9518732772419,136958.018915872,18222.2048053766,12285.4142938105,47918.4424396798,5311.1546529796,11576.2656948208,6593.19085075179,8085.20533668763,1
784000,784000,48.8074372565859,136310.94913229,19295.5906338611,17996.7247236914,41277.6926662878,5870.39986555232,9746.7062165897,6552.56850030317,6413.48127985793,1
785000,785000,53.0593526376048,160849.281460997,23713.9318893591,18693.505296006,53546.3463591736,7617.24704108337,11568.133995423,6459.66767484251,6323.09947899567,1
786000,786000,51.7243360165779,164735.550399561,28788.5032056798,17477.9546850343,62799.0705338411,7191.63115709016,11368.4171627053,6894.95819333728,6512.4931318416,1
787000,787000,47.0497813641075,154138.544215969,26738.739486441,15082.7913200797,58389.6110634063,4853.44255720508,8717.60079497221,7994.38122405558,4839.8793332521,1
788000,788000,48.1156376980894,153370.165796447,23665.6573803157,21951.2396550825,59079.7524653786,5914.87131772848,9074.87235812065,7582.34081589621,6676.67931333327,1
789000,789000,57.7607726270677,158195.293992922,23086.6996129001,21213.8502293233,53779.6109937409,8181.21159723903,9815.03430702646,6155.54101902682,9433.54675988935,1
790000,790000,56.534980245156,220778.085782679,28414.6274399575,21064.8476212244,64768.8106594901,6977.16125212519,9736.85103978096,7284.58114826904,7461.51595685773,1
791000,791000,52.756411611073,293165.493780553,40082.170274739,27016.8604914798,91796.6307284517,5247.75900878956,12624.4198498716,8596.53729032985,7882.60075703559,1
792000,792000,54.6200438928538,256605.999404602,34617.2019378605,22127.8828287994,80331.20398621,6730.4398253086,12136.5868521236,7317.70788750594,9925.32212942507,1
793000,793000,53.4753297082125,190730.451612687,25508.2135622457,14097.1954336115,56197.7718973987,6222.61938191164,8859.36590493576,8728.34086858805,6368.41169446592,1
794000,794000,54.7350125768864,156517.449301704,27092.3904267871,8070.24759613027,56146.7291937803,4276.09925597832,6852.70877928893,13276.8632576991,5065.96910434139,1
795000,795000,55.066949121405,164759.103066869,27812.9530960106,33985.9791436877,53288.6626344557,4265.5603298032,6753.8335434701,12310.3726853391,7720.67927335666,1
796000,796000,55.3833331620278,158434.128048248,26552.9732634938,41656.5016858456,66800.570585667,4953.68086559944,9860.7602360703,9661.83055052891,8082.63465686083,1
797000,797000,55.6803942308897,251766.81707511,33984.4426017567,38113.7698897885,110194.242227807,6062.69097598163,11229.1353223206,12725.5924441019,10632.6796156751,1
798000,798000,55.7936289478308,306256.455406627,43398.8594143021,38615.9509972197,104885.675394138,7073.75294204554,7932.3850971669,10843.8895029681,11560.1166933802,1
799000,799000,56.8160700729255,229678.713588789,40122.9129485717,27239.5449687557,80184.9273289617,6732.17027833652,7515.0001805558,14216.3996688994,10122.8977770682,1
