F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11
650000,28.1589189641472,3042.86961662196,1738.60768899192,878.268550175322,14144.7590348918,2598.65264899128,2443.45147689001,34001.5273040188,3174.06162295976,1
651000,21.5902248518843,1939.87142703813,1617.96978401705,745.460045763161,7935.00631994966,1990.56205828089,1688.11844959138,13640.7592431519,3054.59377379678,1
652000,15.1979662527279,1513.3101918878,1526.81044494131,686.465961132481,4998.30666130832,1440.42748922445,1033.15419983256,2163.06385905247,2115.59311921439,1
653000,14.5236566920586,1341.41722555624,1476.33071934883,667.613398457195,4194.57257171791,1379.68028202506,1217.80472413386,2233.33699085063,2315.26138301106,1
654000,14.9879143723037,966.395970061517,978.450474938247,760.989957058819,3304.58582262862,989.863396090798,1162.91087417787,2880.02314820746,1724.86561790036,1
655000,15.7626940412129,1216.00947181448,949.902991910123,802.256911448476,4428.26430095984,1031.94366781184,1095.78527856573,3154.22940135567,1551.79668865215,1
656000,16.2521396435748,1458.28072396047,890.902305332246,744.549344652783,5814.80035787945,1107.80652240335,922.650548695362,3997.76226021656,1923.40614306348,1
657000,16.4777295600686,1435.95067588574,843.391996371383,745.020695521479,5483.77489041313,1007.9921423973,944.880248874516,3899.12989073901,1903.26718849147,1
658000,20.540259513427,1428.89685626808,782.881651196998,642.818626696753,4916.62507781192,822.911843317932,970.951064116746,7518.78117011603,2038.58801975912,1
659000,24.755283934579,1747.68083554922,902.38692461972,735.529913432438,6109.80452907314,1077.01834101323,976.56517922145,13900.2118644463,3232.610948212,1
660000,28.5340692117658,2114.10504212858,1153.19540796286,866.844739162107,8224.89638194046,1056.84829269203,1035.81118966204,22754.5998972386,4120.67775577889,1
661000,30.0707700898928,2153.40280226043,1227.25290268145,924.967886171854,8919.54969392454,1071.1358780491,1019.12021976902,26155.9390791547,4106.46204098504,1
662000,28.9274356594007,2453.22647973793,1333.74085260023,957.973292100713,11060.2896273061,1226.34823664144,1212.92552738866,23591.4029756416,3983.10792744296,1
663000,29.1712744576804,1897.98790853228,1234.60972283874,889.038313625644,8763.96373382086,908.395047174624,1301.82895360573,21481.845389886,4004.25941146162,1
664000,28.2148777333918,1651.31333202435,1042.17929305892,955.483464100308,7268.33910853697,964.122890558406,1292.00081116282,18854.9757107696,3983.65847069174,1
665000,28.935338285492,1630.03160056022,1133.64643586664,1014.21879893091,6675.88782250399,1042.43771037438,1207.47260040943,20429.4781390159,5438.71762258413,1
666000,30.6190943267996,1448.96809780354,1380.58913162867,1006.08230470501,4473.47047289529,1107.03683936223,1014.26850217525,23669.0774455311,7696.44247155827,1
667000,32.334947261837,1645.48894612841,1643.20828709322,999.616042150051,5168.55806810549,1396.94965080009,1064.20055111469,24093.1528391974,9046.70058970042,1
668000,34.7468118040763,1693.7046243621,2186.27029815972,1094.5284979541,5418.59906214405,1429.52300628481,1232.92785897057,29575.0669374179,12475.2845875704,1
669000,35.7706794791273,2584.09805762577,2888.50470250788,1199.22185038104,8113.25231888018,1806.84094324898,1301.29277904096,32525.7157706231,13442.7650133882,1
670000,36.456218004235,2973.46955338162,3103.71576833766,1284.29829047894,9599.69756047323,2141.15339521838,1458.12769295576,28349.4079132384,13571.3060412366,1
671000,36.4341419057069,3210.91416479933,3096.19509713435,1407.63620223646,11108.9050457775,2365.93422697467,1453.868673613,27497.9983437947,14212.9750462472,1
672000,33.9801971072023,3423.18240181016,3151.07998048795,1355.49510363237,12059.1125886911,2632.42650200185,1280.32013594001,19808.2135007936,11517.1993380943,1
673000,30.8978016244534,2913.87012619887,2779.85835076252,1224.67523260159,11275.9816023226,2339.07480161021,1110.66705087439,12514.5099229322,9168.92980901954,1
674000,28.0796403947765,3262.79323580158,2805.15481890792,1234.56778681754,15130.5233206353,2265.23147976653,904.04016907991,13473.5184176665,7305.03593579613,1
675000,23.4659088586216,3238.2019942745,2849.63193342231,1154.34072619116,14397.9037836475,1989.70943928432,815.91519897131,9933.29561571377,4824.70340194741,1
676000,22.3898225426353,3076.29700185392,2428.90319096109,1008.30666399195,12337.9330818706,1651.36271095137,888.361416615562,8023.77893148854,3169.94206585914,1
677000,25.2406863833748,3261.90716042556,2226.72401569187,1155.56768440686,13212.9447201073,1791.96349534353,1290.09609075458,9205.6008805724,3210.08863094518,1
678000,26.1309564396742,56863.2794959964,9805.54600235804,6086.04237363139,27058.5123578031,2887.22836580731,5210.2646484301,9564.54215397085,3601.74316058219,1
679000,27.149466095645,147544.954960385,19839.6910343147,15004.5698855379,51541.6937929622,6076.66095206656,8964.17512160519,10321.9390239052,5736.21854484121,1
680000,29.3321816150894,216013.524934495,35097.5966383252,21915.8023381486,73293.4438905403,9891.28138325842,14106.7831835184,10549.8143818826,9573.79037678396,1
681000,36.6955441816059,268582.527027998,53672.1657223353,26120.4000987207,106615.790745682,12334.0197011432,17479.5028809679,11624.1605562218,11773.3075823631,1
682000,45.3162563924056,319662.561516078,63158.8672521578,30346.1269870799,134766.468618492,19723.6132441688,21482.3680867116,15806.5851160909,17351.7082539099,1
683000,50.2583841581934,285662.871913269,65839.4625618913,33280.8430618106,131097.294774158,20479.3101534712,21826.2863182767,19888.646462243,17550.5898986041,1
684000,55.0413212910249,325589.661328356,72478.1752592649,36466.5641387455,163084.952423529,21423.7177540406,22181.8308264955,20438.5044497019,18036.0627888583,1
685000,55.9177871760703,384559.006259,84267.3713700016,38439.6579686991,181308.955751555,28018.1945166357,25959.5494661977,23440.0180827176,25244.82878036,1
686000,56.0802451217893,416412.677043438,106278.651552543,38103.7098152879,206445.589582625,26594.6938168499,31135.7641404712,25047.3637510603,25463.235202934,1
687000,56.1672872598939,458323.474660933,119420.796448334,33934.8069405201,227179.877824333,28605.3123205438,34282.8526940776,24918.8646380611,27595.5344707042,1
688000,55.9706268973033,475643.18965297,136708.647803167,32184.5861286729,236804.248331852,31319.5668831336,37212.0598874763,26993.5267646167,30703.6095196492,1
689000,55.6597906319751,450243.422017122,131638.74514773,34926.8329231486,233939.380387382,29256.8117778457,38997.3188958161,28161.5615009959,27064.3990740229,1
690000,54.4546676249967,433414.735751184,110825.179003538,29601.2197377486,208365.924224332,25651.9043967036,30513.545547791,23090.7692372243,24097.5371372538,1
691000,54.9821439486148,443434.417040585,99899.0969613471,34080.5504037989,199738.296772403,24068.4116266504,27042.2316339211,18902.428791088,23081.576945721,1
692000,52.5403167003689,387597.393628786,77408.2811111486,29285.5982190802,161641.957444984,22182.7781806443,22218.5859034635,15694.0951507202,18847.9270068183,1
693000,51.7294795633499,407038.642947075,66218.1396010796,28259.6615225669,149730.23904343,19612.0995377965,16311.5870374232,10606.255213167,16730.4575160016,1
694000,50.9700830730136,395324.042015292,73576.5230013274,32961.093725757,148625.189250695,19125.2221735135,17429.7998842415,11244.8549713813,18058.3560704316,1
695000,48.3789731944939,376245.608792957,76666.3377447032,37129.7910319463,157185.749235195,19229.1185189488,17222.0254895846,14288.5641108665,18026.6977880395,1
696000,48.2197926803007,408139.544993277,75995.8215887635,49976.9511016459,183371.037664563,16448.3493296969,19482.6273330776,16244.5844730699,18886.2971040576,1
697000,48.1298756980988,379424.391740462,78324.8566976268,48306.102051496,177795.388368854,15757.1884405488,20483.9388288469,16633.6712201233,18359.3424273831,1
698000,48.5968160948569,340040.938268897,59241.13894479,48057.4563277918,158646.253320442,15901.3943729049,18957.1514922187,16414.2601003624,15526.1203901965,1
699000,53.1490653650149,341425.201106845,62590.6267569611,38071.2306337798,164274.076870255,17565.0745913696,20133.0713304565,14540.8748555174,15777.0403131603,1
700000,55.6881658599678,422827.344541069,74964.6329580103,35194.8528861335,206271.303118109,17836.6619960621,21700.0720104072,12798.9380240959,15918.7988439514,1
701000,53.7202430454258,399036.067572881,69823.9239544644,35770.0109392374,199705.420012191,16203.1300562852,19900.9803834673,12497.2343943537,15347.1467972298,1
702000,55.2280257427295,421216.603374134,73430.7675918928,34553.8800922858,205562.307281721,15005.796573716,19137.2194285707,11872.2158703126,14935.8665873629,1
703000,54.0779274582669,434292.273672063,69612.1944017297,35983.1943824686,194999.351057256,10436.9194719009,17397.9702828575,11003.8724468542,12768.0812869969,1
704000,53.8463992512361,397191.751760933,58987.6489440746,29238.1591429022,148131.662066596,10319.0740608191,19071.4706991395,11799.379953692,10486.2234251605,1
705000,53.8063238308542,426550.553540255,62673.5400299367,29105.4746414217,166085.821015095,10853.6245816876,21664.7419665188,13090.7856905147,11897.2221631106,1
706000,51.303322311308,514269.252678592,75893.8900139278,41502.9042012185,214977.229428562,10860.1332878562,26032.4127661272,12204.9397457259,13357.060071836,1
707000,51.1604306686505,642308.348232957,112222.110847497,54872.4217200994,287410.925324694,14043.4073781412,34117.6110613818,15682.2305716531,16606.7876514035,1
708000,54.5222010695284,721127.1994142,123994.350562722,59618.3351702487,329649.726919018,15656.7641859161,31677.3152162895,16412.7120240681,21128.8227666585,1
709000,57.0856085132371,792531.554704663,124171.394959696,66389.1523458203,322129.298285747,16308.4049556855,29752.8010188401,15816.742025243,20889.2043922037,1
710000,60.7459854719483,773284.110608287,135309.110465695,57437.2272524913,309759.714039709,17797.7070601977,32424.9437324482,16286.7467511306,23896.6617575571,1
711000,60.1936259069802,698529.078599368,109065.768055299,62641.9491158558,279853.968126076,15865.9492714398,31175.5277248532,14979.8497156656,23802.2002698636,1
712000,57.2951026048666,629926.765752114,110208.554505774,58297.7153872224,267243.456474335,15499.3708258071,28926.4191255511,16547.9751691698,21034.8480973538,1
713000,55.8801839992265,609809.080984367,112011.187596226,64995.7025155256,276408.28061411,17460.6997996772,32706.7112695433,20494.4273146084,23459.4632052942,1
714000,52.6172480342872,555142.487448617,96474.0766362501,63057.155237566,239483.183048651,18006.730858666,28996.1170864054,23497.8434439217,23076.2733254827,1
715000,51.5102440161195,505461.327952802,84357.6248594179,47073.0659280795,189891.348933987,18998.3495829894,24734.9810197324,23070.6484560007,22716.2945651639,1
716000,50.984530060526,540605.648826366,69212.6797597067,48445.372449306,150361.176148099,18834.1742786026,26852.5832948679,22241.1061418105,25083.4928448128,1
717000,53.9659126503449,616738.59099123,84218.9612973247,41367.1497887978,195414.308378553,17620.8355870139,26304.7303200079,19581.4020837127,24085.278351344,1
718000,54.9203901863453,718529.352419526,88958.99476147,45354.3543396249,207347.184540357,17442.9047758765,28721.2007259126,18178.981982052,25369.3411708658,1
719000,57.638954054017,902960.136994314,108344.63682746,54831.8407121044,270736.196395983,18618.2921890804,36809.0834615336,18453.5595573188,27923.4196838078,1
720000,57.7690464345087,956832.853144173,130957.432187883,57952.054320961,332523.734103753,18730.5230833119,40442.9303694924,15994.1232384428,27897.0142936406,1
721000,59.0583404807468,892343.234533929,137904.590444923,53130.6643355571,343003.099127077,19321.0256382409,39728.5523831724,16385.132153656,27038.385339586,1
722000,58.4611037200558,848627.391265845,156412.050263649,54738.7293771043,381454.9743414,19827.7291142489,37192.1241767144,18703.2287627961,23259.3100170865,1
723000,58.3932363417106,812994.63194353,178412.803611116,55123.3156561359,385492.611046752,22132.0045877152,40805.2825807231,19720.438870521,20869.0925826007,1
724000,60.6693572249472,706811.258807854,172546.490652164,59348.6423518095,358808.128187337,23194.4401260977,38654.692224399,22584.5599692442,18503.3348644774,1
725000,54.3117704522528,563348.748584139,134467.627500172,51603.9736400001,266902.657129966,19097.247407821,34760.3654249461,22924.489495045,14958.9124335692,1
726000,49.0664895214243,401197.510220091,92828.9396273087,38690.2212511477,189746.700562257,14635.6215085814,28856.8801672689,19311.1921197688,12583.0932976919,1
727000,41.0733860265109,144620.665759687,36054.059673888,18640.7426969732,91943.0854113271,7498.52388920937,11825.753090486,16988.3534204613,8390.95720199005,1
728000,29.5500991119413,5484.27764139432,4691.53689782606,3120.32514520758,29833.7193952056,2735.36830812475,5911.83147558946,13792.6900238852,6205.75144944047,1
729000,31.1299608923966,185045.849248118,47046.3761905561,22200.4293685333,61418.0214243038,5220.81652968106,14229.4628381973,13819.1592308195,6995.76386124401,2
730000,36.872535790009,208535.433657718,53259.0659088261,27504.285374678,92007.2929728602,6769.90356973521,20600.5322039679,12969.8258838156,7868.54236800282,2
731000,37.0401651067371,208869.013339855,53301.2278329131,27532.068786448,93783.9839535412,6607.17717313511,20767.8698830938,11730.0572220682,7280.0200211142,2
732000,35.0094870616796,208848.814911667,52676.0681151472,27110.8604680514,85043.3079542514,6119.58264057278,18708.1070928492,9640.44330274733,5536.67691420203,2
733000,30.0078574433746,27130.6096105656,10041.1074028417,7343.59865019515,44474.8766132306,2877.28472483843,8718.48651397929,4903.87844314882,3940.89312098113,2
734000,18.2952889401376,2397.30143377429,3122.41779509791,1026.82076594077,8996.98392374051,1081.86298874135,1640.17094757703,3257.25606735233,1856.75954683331,2
735000,17.9864704725766,2043.42993654283,3465.42249532977,784.121636858489,7240.47480142648,1280.84538317267,1433.51917986866,3023.7175971763,2424.38491809045,2
736000,23.6421694764894,1725.6668870605,3425.42865806411,841.075495334276,6073.95656419896,1361.81618417695,1584.4719041416,3498.5075554457,2924.47417803525,2
737000,23.9942494847819,1369.87521333629,2807.0894345293,813.39717879551,4278.85434876431,1519.1590568456,1371.59673499498,3870.96925137248,2821.48479536332,2
738000,24.7093028249803,1191.68803587923,2557.9534248188,740.301354799927,3559.32269383787,1540.31460869461,1357.26741050318,4040.93059962257,2862.22406622401,2
739000,22.7818042698507,964.706934809785,1733.34854029208,667.909740413772,2947.41827695821,1154.26869142956,1179.99543605717,2945.07731091339,2000.7696060735,2
740000,17.5956440232363,776.243947009816,1163.3177315317,644.484881627047,2126.50844904859,1047.89577108955,971.674258525688,2447.14343668826,1557.48705110256,2
741000,16.4972262460613,894.324607935504,1162.13640546111,645.323164967373,2643.0750330397,846.389275561733,961.376960811573,1977.53617680034,1420.02548030066,2
742000,16.2497534134881,912.348558196478,962.252309963407,761.861111108242,2554.63489851767,842.125871733143,1018.28965304654,2273.24093085215,1655.41451753873,2
743000,15.5821759498425,976.908910612659,1241.50004662511,820.750645008937,2736.0749944628,853.719475267599,1015.96760870519,2365.02643176351,1621.99156929279,2
744000,14.7880323102195,1067.26285131322,1352.56133011555,844.117292523745,2942.05945037977,856.572957744979,958.940651762768,2028.51614830668,1678.65289785801,2
745000,15.3900336043478,1004.57014252738,1320.94864965904,940.123741465575,2967.49935143719,965.685825137673,1041.30228652095,1887.52365001764,1785.12959335303,2
746000,14.272353197907,966.44496811782,1391.20228098649,812.693598938813,3066.30889862836,921.66592678886,945.823054342718,1354.79132128225,1389.39645869111,2
747000,13.847946908812,867.11717363789,1058.39658968113,785.186216639697,2502.04047175285,812.120197393962,848.80239995256,1007.96404249688,1180.90718935212,2
748000,13.6706113563614,814.786670239745,903.108871027074,707.730332163061,2376.23294757451,752.846337247918,790.301792411048,1112.2443694867,979.996869406432,2
749000,13.181443292876,803.13835980816,757.314778783674,640.995691018766,2268.9741107867,668.105599894954,759.520516257696,925.985932540697,777.086273462384,2
750000,13.2219942851814,721.006485498,658.606056108667,618.430946028652,2071.90897479484,678.268920112264,755.1457266044,880.331265978862,911.803441926604,1
751000,12.879203508569,660.396209829293,655.96438842334,585.58981686041,2098.04037560846,657.854068664107,781.394540156494,914.355331799618,1019.32837261769,1
752000,12.5591185730819,632.466821773414,751.036360818457,651.510665673527,2119.82158685822,667.579091834724,863.732383622359,760.30946795062,1066.44799441345,1
753000,11.9472913993153,652.644817034555,784.653030719726,670.352967271215,2258.36353823577,703.226336046801,806.667186594494,972.698156816818,1373.44407281029,1
754000,12.3434948786374,635.878138082127,783.0428989688,736.008812743407,2182.93957087809,678.473661248918,826.185520483172,804.474606102548,1297.17295768386,1
755000,12.600763531437,666.652581306949,764.922857165274,716.31932522234,2431.37910256026,715.83453495616,825.786493903967,886.211682725676,1259.4389890473,1
756000,17.4606878460366,684.101737774076,651.625559110581,675.981100138152,2553.39487885096,681.217139721757,1002.87018545072,1557.97951669807,1358.19794756708,1
757000,25.8642331525205,838.095688400726,555.744513737693,680.890522712873,3878.92768195066,838.535157802381,1227.32740347174,5057.326313528,1934.15581107441,1
758000,30.4581295513631,927.7290081878,535.832661602298,688.005263651585,4289.06677393115,820.881508838622,1336.84618682175,8291.02458084546,2148.50956298944,1
759000,36.0069134532867,1837.17526957024,1439.08340411666,811.342658037381,9380.38315523809,991.927899404706,1872.03759406114,11159.6166689124,2767.98570048166,1
760000,41.3397071557962,89028.0506097771,9165.6083012598,4286.42501760392,34420.2463170905,1747.65797319456,6428.01438794509,14216.9946252454,6042.42163835615,1
761000,42.231234798719,155991.713869089,20045.095738644,9855.00349617909,55435.8355165429,3192.56158893076,10430.4352259541,16005.3555356382,7118.31977004664,1
762000,51.0666535509112,249292.264924927,33886.1366534287,18786.3264216716,84729.8606442997,8653.60556178895,14673.1041783535,22620.9098492911,13398.7779240957,1
763000,53.896744622414,323522.710894392,42554.4201469693,34944.7368854432,105142.861431635,13933.6610454904,19316.0207265944,25714.7682961475,21206.8671991546,1
764000,57.8217215274514,333500.747324472,57000.4533195755,37243.4060523754,120130.537671253,16961.936822229,23477.3099933816,29061.8986066889,24055.6907867794,1
765000,58.6164214430734,365067.009830033,59917.5679512708,41839.0331973248,122368.264692093,21093.1955044068,25171.6946354931,35573.981603348,27657.8791444972,1
766000,54.2819509701291,328082.458880442,51743.8669940231,36594.8576205568,108518.247837352,17928.1831129198,23552.112191006,30008.5653351062,23572.8517784943,1
767000,50.3693996642208,349361.405752869,57957.4475965906,27851.2111440234,113601.544490239,15096.7129365878,25460.3829366997,29160.2158615198,21087.2694324812,1
768000,45.7937507421025,311300.02996154,46015.8954060104,26523.252943903,105186.73973494,13021.2018517995,19496.5491623348,24690.8390753747,16826.8397693912,1
769000,47.9462640041996,274749.159396667,47360.6928442268,22163.9967852148,104873.004155666,9963.65053605771,18658.9099370009,17354.1892739681,14914.4144706011,1
770000,46.9086199851917,304755.738367007,54197.660577586,35145.4758094549,108363.56894589,10759.1972921304,19850.6308421166,16776.0776817529,17180.1926847085,1
771000,50.4354241742253,283859.430783838,55524.2494585923,32259.3717045478,109319.929587628,12163.8162142494,20117.4064684507,15009.9704567841,14361.0796725815,1
772000,50.3796131169868,318390.030021148,59592.2077217195,40683.3467222637,113913.36795332,15364.0227709544,26874.5620134147,15810.246541388,17636.4867441431,1
773000,50.129871789276,355844.721829867,57266.2862999971,53390.6555522657,117142.407653271,16865.0738309265,27329.5653253695,13611.8173423026,18827.3424081068,1
774000,52.8336095943722,338127.989630783,54611.0557304596,44443.4496414769,125826.918725721,17087.891892442,26652.0997401104,12201.6644524269,16955.0394131232,1
775000,51.0873041650474,345496.347725074,56193.9566939964,51572.9164832254,126293.421400471,17021.6751277075,23978.7693736157,11729.4173309614,17548.6699786821,1
776000,52.9750437863026,347664.027308495,52033.3673267542,47347.4292780965,115487.781029186,13951.7314406118,18444.7109591094,10810.7863628969,14847.9816323217,1
777000,51.8090134669629,322510.006041084,51346.131997775,41260.0517530478,106494.167949961,12163.6733160768,17619.3088848176,12137.4872875021,14699.0183913277,1
778000,54.7995231747239,365961.159364032,63627.1091939032,40194.6478689747,122988.173310606,14129.851330947,24685.1254720798,15352.9331429273,18706.5467611989,1
779000,60.7343238253884,453817.594130937,74297.9491881314,45750.0750574101,163788.294378687,15711.9969040791,28417.7277268426,16676.6028358345,21440.366630482,1
780000,60.8972749673925,449136.315134857,73674.8796764835,40535.0595995565,168096.963126442,16320.0632084018,31048.3301500723,17982.8391865422,23083.6545671096,1
781000,59.9074918500258,420128.346036427,69996.2982196454,36581.9919219205,166148.768530045,16431.2832249203,30694.7218245859,16656.9602224954,21791.4495184499,1
782000,56.1091484065023,398514.007720918,58442.353669172,39055.3822861023,145075.993316725,14148.7857231886,25371.4486138237,14958.9352116314,17516.446946176,1
783000,51.9311283586051,297807.300376869,41936.1366947357,30978.9195898165,101464.788798853,12928.401694063,23144.3996902438,13052.8585255943,14408.3048156833,1
784000,50.1977045236898,301046.499531851,48084.0938395409,35474.6794087258,104076.763200129,13062.0310226425,21115.123379295,13447.5266936404,12925.9744116995,1
785000,50.0508103884649,314987.825676966,50452.6713758002,33776.2966160857,111935.95742258,12470.6895982884,20285.7347903952,14454.0488988981,11162.9788122478,1
786000,49.8545434611173,318105.716196007,52454.1605859955,39429.1943401168,121878.82299922,13106.5024748186,20443.289520826,14477.2990092335,13189.1724451749,1
787000,52.5936154603559,312333.838208892,49825.4390993412,36296.6415494031,112169.222057147,13034.6541544441,18532.6351019987,14149.9222430824,14273.4260931415,1
788000,52.4609196700089,374148.251579126,52080.2848202731,43016.0872763069,123848.563124869,12892.0325698537,18811.7233979016,14866.9219641652,14138.195270191,1
789000,55.2340923446335,451360.787773476,63168.8698876391,48230.7107208031,145576.241722193,13428.9706060286,22439.4541568981,14752.0783093567,17316.1475169249,1
790000,55.5473563962561,477384.085187281,63031.829377818,43192.7304500237,145100.0146457,13707.6010774338,21873.4378919046,14602.289035775,17386.8380862828,1
791000,53.0258925537123,483895.94539324,65590.3838369846,41114.0559250913,147994.40262585,11470.3783907012,21483.7857548074,17324.8781589179,14251.0124515015,1
792000,54.6487834948716,413123.448706306,61709.5923646476,30198.1304249296,136477.93317999,11006.5390812869,18989.2956314125,20594.5711452051,14991.2912337665,1
793000,54.2206613826038,355489.554679557,53321.1666582563,48083.1745772993,109486.434531854,10488.1797117148,15613.1994484059,21038.7135539272,14089.0909678226,1
794000,54.952389012293,314951.577349952,53645.3636902809,49726.7492819758,122947.299779447,9229.78012157776,16713.4690153592,22938.6938082281,13148.6037612022,1
795000,55.26714171171,416525.920141979,61797.3956977674,72099.7490334762,163482.904862263,10328.2513057848,17982.9688657907,25035.9651294411,18353.3588890318,1
796000,55.5063584645835,464690.583454874,69951.8326777959,80272.4526830652,171686.245979805,12027.433807645,17793.1453332372,20505.720053497,19642.7513502411,1
797000,56.159816426172,481445.530663899,74107.3555503284,65353.3148585443,190379.169556769,12794.8612543182,18744.1355028764,26941.9921130013,20755.5773927433,1
798000,56.371207407666,539698.956053052,88821.6750888001,87147.3431110777,193778.916807317,13494.7531169262,17469.3586684277,25178.4838079033,21668.3149367987,1
799000,58.8042365232485,483086.805759943,85598.5975560944,78105.4747206424,194298.945695397,14597.4660135648,16166.0976349964,26086.5891906218,21137.4799309333,1
800000,60.0356606052375,437427.759296579,78114.1043073892,74291.6699446318,187770.186797851,13800.0800461962,17269.1002345289,25743.0423223015,20755.3903057341,1
801000,61.8551710221862,501103.712858608,96693.7513169061,73537.1085852964,216568.800581682,15196.1007072984,18332.4612399542,24505.048654518,22970.3175334261,1
802000,58.5741728733779,503818.281613673,100608.617477466,54803.6869914759,217686.536345941,16070.5947424183,19475.4105319017,25294.4932150928,24730.1675070607,1
803000,59.1626375742742,463713.524276952,110236.406120854,42289.7216991964,217955.540462995,14687.7849106733,22043.6425475569,31400.5632287073,22781.8083519033,1
804000,54.3911467231198,452601.766417999,126021.989945558,41527.8585829576,243590.964884007,18411.9462590198,23986.8913596572,36750.1209138643,25253.8722037479,1
805000,55.0913794744621,587133.275136504,181290.104556569,58967.7774382058,311698.966179104,20386.0812936696,37048.1976532736,34856.1229661719,29305.6743359449,1
