A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45
770781,-106,980,-77,-19,1076,19,-67,1019,-19,-70.0225563909774,1016.69172932331,-20.3458646616541,-65.500393310289,1016.42839483033,0,71.9240932370365,1016.82491229102,28.5430686317588,271.961608566872,272.881521986785,403.788562314878,16.491258550119,16.5191259450004,20.0944908448778,2.88683986969898,4.1004667676528,2.22971713241348,-0.0422960725609997,0.755585794100609,-0.1884759775912,-77,1019,-9,-69.8487394957983,1016,-20.0336134453782,87,96,96,1019.63049217312,1109.39097744361,449.425726888562,1039920.68421053,1
772859,-135,914,-97,0,1123,38,-67,1019,-19,-68.5187969924812,1014.13533834586,-18.6165413533835,0,1013.5081130808,0,72.8163308957049,1014.44865576724,29.4291554070096,611.993962178173,640.405787195261,523.435178856232,24.7385117211641,25.3062400841228,22.8787057950451,3.51055203724027,6.82456432879033,3.54153422119324,0.262787777795391,0.112103610902859,-0.252414430190612,-77,1019,-19,-68.9663865546218,1014.02521008403,-18.2016806722689,135,209,135,1017.17598848521,1106.05263157895,715.655006612355,1035274.36842105,1
774937,-126,971,-48,-29,1057,58,-77,1019,0,-70.9248120300752,1015.99248120301,-3.06766917293233,-64.8594751073898,1015.6584779462,0,73.5132845648921,1016.15974337707,19.4522743514379,376.706425153794,342.47721576669,371.775689223058,19.4089264297074,18.5061399477765,19.2814856591254,2.66864632607802,2.5144484423038,3.5413475604596,0.0353348711544796,0.11780192784086,0.439683555667262,-77,1009,-9,-70.8403361344538,1015.94117647059,-3.68067226890756,97,86,106,1018.83767356685,1102.01503759398,396.13383829695,1038363.21804511,1
777015,-116,980,-67,-19,1057,19,-67,1019,-19,-66.0827067669173,1015.96240601504,-18.8571428571429,-59.7556231365748,1015.82441907916,0,68.8110084740665,1016.03162507763,24.6859979794336,370.818865345181,141.718272955115,255.729437229437,19.2566576888405,11.9045484145815,15.9915426782233,2.79829216473998,4.0679179418898,2.57822133024464,-0.181315358013054,0.317577004880284,-0.101484207488979,-67,1019,-29,-65.7563025210084,1015.71428571429,-18.7058823529412,97,77,86,1018.58813235789,1102.27067669173,400.273743142489,1037664.61654135,1
779093,-106,980,-77,-9,1057,19,-48,1019,-19,-56.2781954887218,1015.92481203008,-23.4210526315789,-48.0904763819084,1015.70655607047,0,59.8449751661038,1016.03404122713,30.1571074179794,417.32353611301,223.630667578036,363.639553429028,20.4284981365006,14.954285926718,19.0693354217977,2.59474604720065,3.10872725225131,2.91519118085819,-0.478363629492984,0.0976326016788083,-0.349946241236101,-48,1019,-19,-55.672268907563,1015.93277310924,-22.9159663865546,97,77,96,1018.13193702958,1096.99248120301,461.908495419812,1036816.04511278,1
781171,-106,980,-77,-29,1057,9,-67,1019,-29,-63.7894736842105,1015.85714285714,-31.6315789473684,-58.9132355495218,1015.66572524367,0,65.9970379832034,1015.95314334554,35.3771303723671,288.682615629984,196.532467532467,252.885964912281,16.9906626012638,14.0190037995739,15.902388654296,2.77665580340864,3.37161250875439,2.88325841930932,-0.180803970065192,0.25659843677079,0.0411272301652688,-67,1019,-38,-63.4285714285714,1015.61344537815,-31.6302521008403,77,77,86,1018.60959731167,1111.41353383459,314.63745554994,1037767.93984962,1
783250,-87,971,-77,0,1057,58,-58,1019,-29,-53.9624060150376,1017.03759398496,-26.9473684210526,0,1016.79610408523,0,57.2247251887882,1017.15785660986,35.0750002009657,365.475848712691,246.491000227842,507.913875598086,19.1174226482727,15.7000318543576,22.536944681968,2.74469296457214,3.26526197395452,3.5595116407078,0.383134915253489,-0.221460946398113,0.146403004126714,-58,1019,-29,-54.4789915966387,1017.42016806723,-27.0336134453782,87,86,135,1019.25150825764,1100.32330827068,550.098210289406,1039115.03007519,1
785328,-116,980,-58,-9,1066,29,-48,1019,-9,-51.2406015037594,1016.41353383459,-10.6992481203008,-41.0770792824869,1016.21297085072,0,55.0511040774876,1016.51411197761,21.242424567449,408.09318751424,206.017088174983,339.317953975849,20.2013164797307,14.3532953768458,18.4205850606285,3.35400808681278,3.76654360917085,2.82629796674624,-0.424343450085581,0.251579256792071,-0.333292367421639,-48,1009,-19,-50.6302521008403,1016.17647058824,-10.2521008403361,107,86,87,1018.12720888034,1084.08270676692,439.179574369925,1036782.80451128,1
787406,-106,980,-67,19,1066,58,-48,1019,0,-51.5639097744361,1017.78947368421,-3.96240601503759,0,1017.52942010875,0,56.6523496582844,1017.91975694499,24.206660364764,554.82353611301,267.228070175438,574.581909318751,23.554692443609,16.3471119827154,23.970438237937,3.36887097474038,2.81188250847395,3.07924278330356,0.394412376613759,0.155735741034399,-0.0226155338709967,-38,1009,-9,-52.1764705882353,1017.63025210084,-4.02521008403361,125,86,125,1019.65554774302,1088.78947368421,624.167017041261,1039956.08270677,1
789484,-97,952,-67,9,1066,48,-48,1019,-9,-42.406015037594,1016.24812030075,-10.6766917293233,0,1015.85100778414,0,47.5044912795551,1016.44573506451,23.5074776137168,461.879357484621,404.733424470266,441.932558669401,21.4913786780798,20.1179875850013,21.0221920519579,2.65139422879532,2.99729884022783,3.22637607081196,0.102664021243693,-0.196419408824418,0.226203636558369,-38,1019,-19,-42.4453781512605,1016.47058823529,-10.9579831932773,106,114,115,1017.63372596543,1077.55639097744,541.789864427533,1035971.21052632,1
791562,-97,980,-67,9,1047,38,-48,1019,-9,-44.2781954887218,1016.28571428571,-8.70676691729323,0,1016.09700113842,0,49.3770973667033,1016.37964311933,24.758381280064,481.156869446343,192.372294372295,541.239120528595,21.9352882234618,13.8698339706103,23.2645464286024,2.54049394537653,2.79645141654197,2.7252277147774,0.15767217657233,-0.306808795296609,-0.114568433463193,-38,1019,-19,-44.6218487394958,1016.57142857143,-8.34453781512605,106,67,105,1017.78626623163,1080.62406015038,568.113158791608,1036078.65413534,1
793640,-77,990,-58,0,1076,67,-38,1019,9,-39.390977443609,1016.93984962406,10.3383458646617,0,1016.66430419106,0,43.7192856740549,1017.0785266258,25.4981939504907,362.452039188881,284.208475734792,547.392230576441,19.0381732103918,16.8584837911003,23.3964149086231,2.27890679257734,3.29037579605024,2.70430645460234,0.0221145857996255,0.435635089656987,-0.0939035475233927,-38,1009,9,-39.5210084033613,1016.26050420168,10.4201680672269,77,86,125,1018.19843749105,1076.78947368421,586.647566013675,1037010.26315789,1
795718,-97,961,-87,29,1057,29,-29,1019,-19,-35.3759398496241,1016.9022556391,-17.7368421052632,0,1016.57552589214,0,44.4896710155028,1017.06472095759,27.9078774553019,733.387901572112,332.952494873548,467.771132376396,27.0811355295917,18.2469859120225,21.6280173010934,2.57963492920306,2.94606096290931,3.19544972316079,-0.340164840072159,-0.269800209873082,-0.306605017148251,-19,1028,-19,-34.890756302521,1017.11764705882,-17.3109243697479,126,96,116,1018.2601498371,1075.66917293233,830.571979885998,1037178.82706767,1
797796,-97,980,-77,0,1057,19,-38,1019,-19,-40.4210526315789,1016.3007518797,-23.1203007518797,0,1016.07681627996,0,44.5910406052117,1016.413057649,29.1760278568512,357.185007974481,230.014923672818,319.091478696741,18.8993388237388,15.1662428990445,17.8631318277826,2.77484146064938,2.94210703522274,2.99180069724117,-0.132283228761647,0.234829110696507,-0.241397513428154,-38,1019,-19,-40.1848739495798,1016.12605042017,-22.9747899159664,97,77,96,1017.69456594776,1081.09022556391,381.013393835973,1035935.10526316,1
799875,-223,704,-106,135,1200,174,-38,1019,9,-36.4736842105263,1017.14285714286,22.5639097744361,-33.2417952865351,1013.27835944924,0,52.9890753388202,1018.76755116576,54.0672791685667,1488.70574162679,3332.79004329004,2432.42959671907,38.5837497092596,57.7303216974411,49.3196674433138,12.1287293189113,16.7769845695327,4.64018620764537,-0.189798444877184,-2.14749558347917,1.29097295143094,-48,1019,0,-36.1848739495798,1019.3781512605,18.781512605042,358,496,280,1019.94881954012,1093.63909774436,4499.59719606734,1043618.43609023,1
801953,-951,409,-300,592,2380,689,-9,980,106,-21.7894736842105,1022,98.4511278195489,0,968.530901429106,0,168.410124175514,1048.20358322212,169.298996972634,28098.4553429027,54657.7121212121,19113.2343358396,167.625938753233,233.789888834424,138.250621466378,10.6606287176501,11.0559314421653,6.73166328725776,-0.963873873908262,1.39661968626469,0.389881549885937,9,914,67,-17.5042016806723,1016.70588235294,99.4201680672269,1543,1971,989,1049.15196916906,1270.24060150376,57557.2285916682,1155754.87218045,1
804031,-504,228,-339,368,2085,533,-29,980,126,-19.8646616541353,1004.00751879699,112.563909774436,0,940.412871858105,260.54697122573,170.444355129434,1029.29140893689,170.743244783206,28873.7694235589,51799.1741854636,16607.4902027797,169.922833732135,227.594319317209,128.870051613164,2.74605704987012,7.45633866148355,4.60331487465432,-0.165012683038507,0.780115321639472,-0.620611294233163,-97,980,135,-16.8991596638655,997.100840336134,118.478991596639,872,1857,872,1032.51302503906,1289.29323308271,51971.9527318374,1117645.33834586,1
806109,-660,600,-271,718,1809,485,-19,1000,135,-12.6015037593985,1019.37593984962,113.285714285714,0,978.054007772843,0,244.655043327465,1040.50817182716,183.244382613488,60149.5445431761,43859.7212349055,20902.0086580086,245.254040829455,209.427126311052,144.575269870088,3.76673422979113,3.25006494282137,2.92190386812296,-0.0789833487135159,0.500875723767105,-0.378845669779381,87,1000,135,-10.9747899159664,1013.31092436975,116.663865546218,1378,1209,756,1064.01052764802,1356.27067669173,63254.4410033123,1176091.84962406,1
808187,-524,571,-203,495,1685,398,-9,971,126,0.466165413533835,1005.03007518797,120.210526315789,0,972.937070308824,0,199.0363249425,1021.39637942856,171.671306845334,39915.3568010936,33416.3627249943,15134.2583732057,199.788279939274,182.801429767369,123.021373643793,3.07878663200269,3.87841309295513,2.97132112651771,0.00188668040278611,0.589200220696492,-0.37664868895297,-67,961,194,2.25210084033613,999.042016806723,123.487394957983,1019,1114,601,1038.65629125423,1305.75187969925,48475.0919672589,1112337.06015038,1
810265,-572,542,-271,621,1752,495,-9,971,135,-13.2556390977444,1013.09022556391,125.766917293233,0,968.641982121347,0,216.591799287962,1037.5577128617,180.047132509274,47090.35839599,50554.3099794942,16725.4073820916,217.003129922105,224.842856189593,129.326746584346,3.31265256616442,4.80563792933135,3.89337734916197,0.0939779654393146,1.08091620595116,-0.640533762963735,-38,933,77,-13.7563025210084,997.966386554622,132.235294117647,1193,1210,766,1051.57562213124,1335.45112781955,52765.6685479376,1155854.98496241,1
812343,-524,171,-203,475,1676,786,0,1000,126,13.0902255639098,1016.15789473684,123.947368421053,0,914.40401161277,0,192.770676801703,1044.9675571465,180.029174745091,37269.4008885851,59830.1794258373,17176.701754386,193.052844808319,244.602083854241,131.059916657939,3.14326471035835,4.77194088727621,7.17587656759424,-0.316376179730084,-0.29523932115315,0.865866107422075,106,847,155,17.8235294117647,1020.03361344538,121.067226890756,999,1505,989,1049.80421285592,1313.18045112782,62287.5504333886,1161528.23308271,1
814421,-737,361,-165,553,1971,417,-9,1019,67,-32.9398496240602,1013.14285714286,76.7067669172932,0,967.754354452236,0,185.912441999522,1031.79056713855,121.594791142889,33732.026657553,38422.2142857143,8968.7997265892,183.662806952178,196.015852128633,94.7037471623441,5.14377813723453,8.46882062840008,3.51322007493295,-0.0721472304865846,0.513359866849143,0.103113307991518,29,1028,48,-34.7647058823529,1012.52100840336,77.1596638655462,1290,1610,582,1036.43600891646,1243.24060150376,41753.165964999,1113940.5037594,1
816500,-514,600,-242,436,2257,475,38,1009,97,11.3308270676692,1010.9022556391,89.0300751879699,0,980.215053112885,0,139.392532782387,1028.64538998912,139.702987842172,19448.116997038,36462.1191615402,11678.3778765095,139.456505753723,190.950567324478,108.066543742777,5.02660720640706,16.1305593363826,3.71750129747096,-0.64169501672591,2.19107361817482,0.0719713886230708,38,1047,135,16.1848739495798,1003.59663865546,88.4873949579832,950,1657,717,1030.11971575533,1229.24812030075,36692.9415610371,1097058.54135338,1
818578,-553,361,-378,446,1752,504,9,980,155,-7.03007518796993,1021.42857142857,153.172932330827,0,959.334991467953,0,185.651970459078,1047.53558268561,191.387454904277,34677.9687856004,54423.670995671,13266.9622920939,186.22021583491,233.288814553272,115.182300255264,3.16991778275388,3.74476300231143,6.2782160126777,-0.479668734058841,0.118830345592875,-0.705901767297105,-19,942,126,-1.82352941176471,1022.72268907563,156.18487394958,999,1391,882,1057.15897400471,1332.29323308271,58440.4949666922,1168426.60902256,1
820656,-737,161,-543,893,2104,737,0,952,97,-3.98496240601504,1002.30827067669,95.6315789473684,0,852.986527739797,0,231.934330866706,1054.07809201223,178.528930281253,54185.0603782183,107265.260309866,22899.355661882,232.776846740002,327.513755909375,151.325330536173,5.0607981767898,4.40325283009752,7.70929656154653,0.155794943459639,0.489317161364143,0.220646812317779,0,942,87,-5.78151260504202,994.487394957983,93.436974789916,1630,1943,1280,1043.33544314935,1304.13533834586,109985.336502542,1196746.73684211,1
822734,-728,285,-223,660,1980,485,0,990,77,-14.2706766917293,1015.34586466165,83.1954887218045,0,921.919879558092,0,267.342617605143,1054.44421094004,157.918771353708,71808.3352699931,81538.4400774664,18153.3402825245,267.970773163778,285.549365394964,134.734332233935,3.62975255385893,3.86668538616689,2.97623347550972,-0.0402171441850774,0.36632546256688,0.077574859004088,97,847,58,-15.2100840336134,1011.61344537815,82.3697478991597,1388,1695,708,1060.22078556593,1347.86466165414,96090.3612439133,1208263.0075188,1
824812,-563,419,-320,485,1752,427,-9,961,145,-13.2556390977444,1014.92481203008,131.157894736842,0,970.203256808446,0,190.069101007751,1037.52213854449,183.830994629486,36222.9038505354,46731.1761221235,16717.1339712919,190.323156369727,216.17394875915,129.294756163163,3.61747599092163,5.41809818616464,4.2115463884532,-0.0754893830653432,0.977742065521791,-0.759965180443774,77,904,184,-13.327731092437,1002.65546218487,137.201680672269,1048,1333,747,1048.89258090771,1316.85714285714,49189.9247497542,1146372.28571429,1
826890,-1009,390,-310,815,2504,1145,0,1000,174,16.9473684210526,1008.13533834586,152.12030075188,0,945.711829293106,165.759244247638,239.249484407958,1042.723213153,227.290480236228,57384.5653907496,71472.2239690134,28736.4399635452,239.550757441402,267.342895864119,169.518258496084,6.44394613385637,10.2148284610137,13.382544519084,-0.518348782408057,1.69479074217045,1.49635297950744,58,971,174,22.6050420168067,992.344537815126,149.294117647059,1824,2114,1455,1055.73240631011,1360.96240601504,77369.2267615715,1196172.97744361,1
828968,-524,400,-174,631,2257,398,-38,1019,106,-28.8721804511278,1023.22556390977,96.5263157894737,0,959.199353288877,0,182.507348703626,1052.44686969644,148.972369643814,32721.3547505127,61113.3578263841,12972.9784688995,180.890449583478,247.211160400141,113.898983616622,4.16034104510208,7.22560739577665,2.77668150433117,-0.104216108725819,0.778550336673051,-0.278599965115783,-77,1009,155,-25.9831932773109,1018.01680672269,98.6470588235294,1155,1857,572,1050.09890325268,1289.21052631579,61547.7116995723,1163146.11278195,1
831046,-233,723,-213,330,1409,310,9,1009,87,3.3609022556391,1010.63157894737,83.0300751879699,0,999.131692506898,0,104.417143466119,1016.59933628068,115.556287752323,10974.156641604,12189.6738437001,6508.19605832764,104.757608991443,110.406855963297,80.6733912658172,2.75925103161778,4.19484183689908,4.57015594582768,0.00099531593225026,0.652896492906203,-0.50177201886921,38,885,106,2.6890756302521,1006.17647058824,85.5378151260504,563,686,523,1022.76056554612,1193.77443609023,14614.2530754838,1057730.40601504,1
833125,-640,238,-281,504,2161,407,9,980,77,2.91729323308271,1030.40601503759,81.0676691729323,0,952.376691489733,0,187.950481400412,1063.02201506426,145.242550570556,35584.4249259513,68796.515721121,14633.4575074049,188.638344262112,262.29089904364,120.968828660134,4.24346724507413,6.48934594897486,3.50026798519514,-0.392549205517994,0.85711699690711,-0.245017688718763,-38,961,38,6.77310924369748,1019.47899159664,83.3529411764706,1144,1923,688,1057.12759095915,1289.32330827068,69558.9829998512,1186436.58646617,1
835203,-1378,609,-165,699,2142,747,19,971,135,-1.54135338345865,1002.57894736842,128.812030075188,0,962.330268127235,227.057705066252,236.603074869271,1026.44052085698,189.083464086571,56402.7198678514,48782.3819776715,19305.16894509,237.492568026563,220.867340224107,138.94304208952,10.8293734886769,9.78748916857649,4.79488442899971,-1.21605578438886,1.79550215238136,0.556386238172797,48,971,48,2.42857142857143,987.882352941176,125.773109243697,2077,1533,912,1043.02675087021,1321.41353383459,74853.5503405285,1145313.71428571,1
837281,-631,495,-174,553,1761,563,0,980,155,1.04511278195489,1006.74436090226,144.676691729323,0,960.035546361057,0,201.487121549681,1030.52282883587,193.180036017673,40903.5131009342,48810.0856687173,16511.3264980633,202.246169558126,220.930047002931,128.496406557006,3.81668851556477,4.27428516554145,3.6050270711784,-0.119016147375397,0.699598999424095,-0.0954361285457542,19,952,223,2.5546218487395,997.042016806723,145.386554621849,1184,1266,737,1044.29261298939,1324.75187969925,62136.2455537451,1139892.88721805,1
839359,-582,390,-174,689,1895,669,29,971,145,1.21804511278195,992.992481203008,144.481203007519,329.536329605221,939.998731524402,224.486227628191,222.639362454813,1017.16949149888,194.633490151931,49942.3081567555,48967.8863066758,17136.2212349054,223.477757633183,221.286886883692,130.905390396673,3.3702248923383,4.52642389940267,4.55990158540685,0.156133628118334,0.398973122801624,0.342849194294462,87,885,116,-1.90756302521008,990.210084033613,142.302521008403,1271,1505,843,1035.59420790004,1332.93233082707,56312.9221518177,1122084.2556391,1
841437,-1097,161,-368,689,2114,922,9,1009,116,-7.63157894736842,1024.95488721805,114.571428571429,0,903.200684080583,0,227.883676301775,1067.61132785692,212.771754584278,52265.7041467304,89937.6494645705,32388.7316017316,228.616937576223,299.896064436615,179.968696171672,6.56609256824628,5.15466444470627,6.71530171875101,-0.600122282609457,0.507842130569482,0.407199720554364,9,790,116,-3.72268907563025,1018.10924369748,115.647058823529,1786,1953,1290,1067.32710713002,1355.74436090226,92873.1121872409,1236996.73684211,1
843515,-563,257,-262,601,1647,834,-19,1000,106,-21.5187969924812,1013.93984962406,107.263157894737,0,920.610746971657,0,204.701947274678,1045.71385841645,178.388357285552,41753.7666894509,65939.2387787651,20470.9377990431,204.337384463663,256.786367976894,143.076685029543,3.38082120919036,3.50506438779593,7.02646020575619,-0.0514443575422822,-0.353678788581672,0.724066487278118,48,942,87,-19.6386554621849,1022.42857142857,105.949579831933,1164,1390,1096,1050.04465786135,1313.14285714286,72828.3506699326,1167242.76691729,1
845593,-359,714,-213,223,1371,310,-19,1000,87,-20.8646616541353,1016.68421052632,84.3609022556391,0,1002.72189416407,0,116.993637768023,1023.79886344045,118.30075092396,13352.5724538619,14627.3086124402,6930.41421736159,115.55333164328,120.943410785541,83.2491094088194,2.64312733808056,3.13822098430382,4.21385572713915,-0.255904488905382,0.425038802258103,-0.218290023921783,-126,952,106,-18.344537815126,1013.00840336134,84.890756302521,582,657,523,1030.39930792934,1209.59398496241,17136.569626121,1075846.69172932,1
847671,-533,580,-194,388,1571,533,-9,990,106,-13.4586466165414,1012.6992481203,103.451127819549,0,984.153644219434,0,153.398787380881,1027.40587626627,136.50302263309,23526.9471405787,30230.3634085213,7991.02221462748,153.384963867319,173.868810913635,89.3925176657839,4.71644760310459,3.92876461267876,6.84457497281839,-0.432915229413675,0.667063450379064,0.160796243550257,-38,980,97,-9.31932773109244,1006.72268907563,104.697478991597,921,991,727,1032.34445116289,1237.68421052632,30391.9911589959,1097727.09774436,1
849750,-873,657,-398,485,2123,417,29,990,145,8.59398496240602,1022.35338345865,125.766917293233,0,985.535777664901,0,161.283503251426,1044.06633831237,175.442791052613,26135.015721121,45207.9878104352,15076.2104123946,161.663278827076,212.621701174728,122.78522065947,9.52338078448995,8.18831853957048,7.05752937375482,-0.975821876668186,1.60370752742996,-1.36170677715562,-29,904,165,10.9915966386555,1005.44537815126,133.554621848739,1358,1466,815,1048.23182288967,1288.53383458647,47598.2839798147,1146867.06015038,1
851828,-543,380,-242,466,1695,563,19,980,165,10.7293233082707,997.947368421053,150.421052631579,0,941.003654825356,0,171.751284593154,1022.99606052498,200.392096853152,29605.9867851447,51005.4896331739,17663.3062200957,172.063903202109,225.843949737809,132.903371740884,3.49350211348,3.64266885536008,4.64721324156489,-0.251776242280487,0.237057197743348,-0.507033221078287,29,838,165,13.7058823529412,996.336134453781,154.100840336134,1009,1315,805,1033.81607256744,1309.15789473684,53683.7554280617,1116176.43609023,1
853906,-1000,19,-466,757,2866,631,29,1000,106,-1.80451127819549,1018.88721804511,102,326.479655359208,651.04627637089,0,278.671796069879,1073.72930319581,206.617404590463,78243.0069491912,115632.873547505,32531.3484848485,279.719514780773,340.048340015806,180.364487870668,4.92145565501499,9.35113985797612,4.18589763947147,-0.751051422221466,0.8773350817585,-0.280185866949265,-77,876,135,12.3445378151261,1018.34453781513,106.344537815126,1757,2847,1097,1079.1759392965,1382.91729323308,118921.696110158,1273243.33834586,1
855984,-1165,304,-631,912,2466,660,19,942,145,-13.1804511278195,1006.94736842105,121.977443609023,0,931.662815190773,0,290.110932891986,1049.7959988006,212.401857035621,84626.9217361586,88796.2775119616,30465.1131237184,290.907067181529,297.9870425236,174.542582551417,5.56033752661369,8.84993102601747,5.66258601253044,-0.233926909331492,1.70686988413364,-0.767498970270391,184,933,165,-12.0252100840336,984.378151260504,127.44537815126,2077,2162,1291,1066.07694450758,1391.63909774436,115609.852353954,1231350.54135338,1
858062,-592,142,-320,669,1790,621,-19,1000,145,-3.25563909774436,1031.90977443609,125.571428571429,0,914.349084745363,299.503564744787,225.069997466118,1068.53156915728,188.19692533824,51029.5856687172,77504.6736158578,19798.7619047619,225.897290087148,278.396612076832,140.708073346066,4.06918637375095,4.21660517624745,4.28096204018381,0.0774834469400949,0.199132522323747,-0.0479849339285352,-87,933,77,-3.14285714285714,1028.9243697479,125.663865546218,1261,1648,941,1072.07277812893,1353.06766917293,79342.3735871684,1227834.30075188,1
860140,-844,409,-203,495,2066,533,-9,1000,77,-28.8571428571429,1003.46616541353,80.9323308270677,0,951.80003311809,0,191.468759107813,1025.79031332787,137.412446492768,36098.9718614718,45644.6143768512,12425.5635680109,189.99729435303,213.646002482731,111.470011967394,4.73936129634871,7.9115761534845,4.63136329247282,-0.489014769229989,0.609885268884919,0.173752638080845,145,914,67,-26.3025210084034,1002.73109243697,81.2521008403361,1339,1657,736,1030.47256475728,1260.38345864662,48107.58080805,1107788.23308271,1
