A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,A91,A92
689468,-1418,666,-1191,-912,361,-902,645,1805,696,475,1485,466,-272,953,10,-203,961,-126,-270.1171875,959.2265625,-18.875,-177.9375,979.65625,-137.0546875,775.467342672046,942.700249921874,0,1059.5675556036,929.730821155478,0,443.155896313588,968.765116817539,251.565225140519,296.90365651167,1000.88190799414,206.663581546193,124395.694820374,18535.0585014764,63424.2992125984,56934.8307086614,42369.2352362205,24114.2410802165,352.697738609668,136.143521702196,251.841813868544,238.610206631362,205.837885813619,155.287607619593,4.05467185350838,14.6215672552125,8.3837065363792,3.14231765275091,2.9250412475884,9.99087865986362,-0.379652792955144,2.11581478661315,-1.30635674026469,0.01235969482375,-0.158153237443452,-0.598553852948681,-327,953,40,-281,923,-155,-262.810344827586,951.879310344828,-6.73275862068965,-178.01724137931,981.715517241379,-136,2063,1139,1887,1387,1124,1368,1075.00993417606,1046.15981542733,1487.515625,1384.8203125,144090.79854302,70535.9379629846,1198178.0625,1132626.2109375,1067.11842350068,1037.90560311424,816.703259081597,816.703259081597,2
691468,-1327,657,-868,-961,428,-436,572,1888,888,330,1619,194,-258.5,962,10,-140,1000,-135,-260.0859375,963.5,9.5390625,-141.109375,1002.1640625,-135.4921875,-927.787791500431,943.958091741993,0,0,967.944864738463,0,399.545415519312,975.586930711456,265.732404756176,235.822397420177,1017.46660341384,163.947566884965,92716.1894069882,23622.157480315,71078.0142101378,35981.4525098425,31148.8311392717,8587.76371801181,304.493332286584,153.695014494013,266.604602754975,189.687776384886,176.490314576386,92.6701878600222,5.96900403085224,15.7700698363239,4.91105394133553,5.89641465172852,5.0589933409954,5.98791442654661,-0.502287817322015,2.54740222998841,-0.318076044122643,-0.721665533913938,0.256774011707973,-0.117743805731559,-363,962,-40,-310,952,-165,-251.189655172414,952.26724137931,15.75,-135.284482758621,999.818965517241,-134.275862068966,1899,1231,1756,1291,1191,630,1064.93662699739,1041.65529389251,1483.765625,1331.578125,141638.173814825,42065.3114920028,1182020.109375,1117729.296875,1057.47212855934,1033.88937874153,961.622527179702,961.622527179702,2
693468,-263,944,0,-145,933,-184,-154,990,101,-67,1047,-77,-200,972,70,-97,1000,-116,-202.15625,969.3671875,64.2578125,-103.71875,1002.75,-114.8984375,-200.026574356046,969.257860142842,0,-101.22588235865,1002.43107810058,-112.224513461855,203.224206542921,969.42169052611,66.8022384542614,104.987201600957,1002.90563800888,116.283294963206,436.337598425197,106.501906988189,336.098363681102,266.817913385827,314.614173228346,322.674643208661,20.888695469684,10.3199761137412,18.3329856728549,16.3345619281885,17.7373665809879,17.9631468069674,3.65599448902636,2.6195566078847,3.64332872110575,2.46063258571541,6.75950777810742,4.39515992278254,-0.302301456822241,-0.25799080941372,-0.54203781144844,-0.363536850402994,-1.28235334158074,-0.670786098104049,-200,972,60,-97,1000,-116,-201.577586206897,969.456896551724,64.7413793103448,-103.396551724138,1003.99137931034,-114.01724137931,109,46,101,78,114,107,992.702273477406,1014.92935303114,1235.78125,1221.3671875,457.447022849761,461.517724120287,985541.03125,1030363.8359375,984.962384792469,1006.96165504148,1043.63002248358,1043.63002248358,2
695468,-254,944,30,-135,914,-155,-145,990,90,-19,1123,-77,-209,972,60,-97,1000,-116,-206.594339622642,969.660377358491,63.5849056603774,-93.4339622641509,1002.44339622642,-119.481132075472,-204.241048545026,969.560837803709,59.9232788209167,-86.2486772908073,1001.99911362358,-116.779948746993,207.670798085235,969.710071434503,65.1992591693066,95.5615972445235,1002.66787047884,120.776926760602,450.186253369272,97.2930817610062,209.883198562444,405.943216531896,454.382479784366,314.290116801438,21.21759301545,9.86372555178854,14.4873461531933,20.1480325722363,21.3162491959624,17.728229375813,3.66496729571517,2.82145648528112,2.26901640786264,4.83950903337037,14.2470111680751,2.45371574844273,0.536549340946577,-0.129379134659406,-0.16960413943759,0.599932531908542,0.761688878899727,0.0121928051525189,-209,972,60,-87,1009,-116,-207.520833333333,969.65625,63.5416666666667,-94.21875,1002.65625,-119.53125,109,46,60,116,209,78,993.80024283487,1014.19993152976,1239.83962264151,1215.35849056604,471.750546602358,461.534622732581,987715.726415094,1029061.94339623,984.416557733665,1004.09493714304,1053.72187331634,1053.72187331634,2
697125,-318,925,10,-174,933,-213,-181,981,111,-48,1114,-97,-236,962,40,-116,1000,-135,-234.59375,963.5625,44.2421875,-115.328125,999.09375,-138.3359375,-232.960448805259,963.428826931269,36.1010987575002,-111.954123539412,998.645979176341,-136.544651240838,235.44645091825,963.628753722096,48.0122868388916,116.854276237543,999.323560277151,139.293501957198,403.959645669291,128.688976377953,350.54718257874,357.135580708661,462.873031496063,267.941375492126,20.0987473656766,11.3441163771337,18.7229052921479,18.8980311331276,21.5144842256574,16.3689149149272,6.3576639246024,4.05089824658179,5.20555952743533,4.23154499339463,11.6050289450738,5.74178103725257,-0.904179721685556,-0.710356440356663,1.08685002264994,-0.127612349170218,1.41809679286993,-1.00031237798933,-236,962,40,-116,1000,-135,-233.75,964.155172413793,43.1896551724138,-115.172413793103,998.48275862069,-137.551724137931,137,56,101,126,181,116,993.087244237985,1015.51027516511,1242.3984375,1252.7578125,504.535315366263,542.823676145785,986320.5859375,1031705.1796875,985.257739679531,1007.13395144494,1064.3257942808,1064.3257942808,1
699125,-300,935,-151,-165,961,-165,-154,981,60,-77,1028,-77,-236,962,30,-106,1000,-135,-238.8671875,962.265625,24.90625,-112.5390625,1001.90625,-133.1171875,-237.029884694685,962.158241109172,0,-109.245137166858,1001.72725892313,-130.949253792908,239.736981528716,962.3192849829,39.2728834566549,114.376605179993,1001.9951659065,134.115592633743,419.564899114173,104.086368110236,929.298228346457,420.250430610236,179.581692913386,268.907418799213,20.4832834065775,10.2022726933873,30.4843931930169,20.500010502686,13.4008094126208,16.3983968362524,5.47427244724932,2.43622464747058,13.952893728351,3.20541926271004,3.29574072735813,3.47233129126263,0.166048813026412,-0.0385174261717307,-2.74339425523865,-0.922587255012857,-0.454657792971813,0.257706721096434,-236,962,40,-106,1000,-135,-238.870689655172,962.318965517241,28.5344827586207,-111.318965517241,1002.3275862069,-133.362068965517,146,46,211,88,67,88,992.46052060809,1017.29370066658,1234.1953125,1247.5625,931.327186123139,513.3033963007,985074.5859375,1035063.3125,984.752982888009,1009.19178761526,1075.09898881607,1075.09898881607,1
701125,-1372,731,-505,-844,552,-669,418,1407,636,242,1533,77,-218,944,90,-150,961,-174,-226.2890625,963.0390625,107.015625,-149.046875,984.3984375,-182.0625,0,949.824083172969,0,0,954.28529777076,0,344.466197089787,970.258973966487,213.482398279109,236.666497945949,1000.17821458853,209.363805670894,67981.3252337598,14068.1480684055,34391.0706200787,34062.1710137795,31562.7612573819,10770.594488189,260.73228651964,118.609224212982,185.448296352592,184.559396980429,177.659115323087,103.781474686906,6.20362634227499,4.74034475141249,4.01263961648311,4.65211979483811,3.63809179222281,6.63570963198853,-0.965217509928805,1.08021466253917,0.0126774480566495,-0.690298614293998,0.704540777544407,-0.977742043901346,45,925,40,-213,828,-233,-213.336206896552,955.905172413793,106.146551724138,-140.956896551724,976.931034482759,-178.129310344828,1790,676,1141,1086,981,746,1041.42466332199,1032.96358402639,1396.71875,1357.7734375,73138.5171871136,36756.2057878391,1105634.171875,1100200.6953125,1034.3184463094,1025.08373936022,1139.50473726925,1139.50473726925,1
703125,-1509,648,-818,-601,742,-339,809,1462,909,213,1352,67,-227,953,121,-145,985,-155,-212.3203125,960.90625,106.3046875,-153.9609375,989.21875,-153.9140625,0,946.631689628958,0,0,982.146583228122,0,393.514820638944,968.428365962088,224.524967292059,189.534235858591,992.944657949274,167.955327952108,110638.361158957,14626.9517716535,39418.7332062008,12315.4709030512,7443.51082677165,4555.03980068898,332.623452508924,120.9419355379,198.541515069773,110.975091363113,86.275783547712,67.4910349653121,7.10129251253943,6.65927265793461,8.65614681903151,6.00972121896265,7.73086878120263,4.20110034312907,0.118839355197891,1.0235261817734,-0.655883912764704,-0.145386129264227,1.10721348144474,0.218784596935795,-145,935,121,-135,990,-165,-215.637931034483,955.25,111.73275862069,-154.758620689655,985.120689655172,-154.620689655172,2318,814,1727,814,610,406,1052.67013305615,1021.10105935819,1443.09375,1311.4375,136990.691798271,13210.1227409256,1143118.875,1050071.3125,1045.26722564164,1013.27714002687,1259.28031714469,1259.28031714469,1
705125,-209,944,101,-155,971,-155,-100,990,181,-48,1047,-58,-172,972,151,-87,1009,-106,-166.9453125,968.484375,144.984375,-90.6484375,1006.0234375,-106.3203125,-164.237996972172,968.404555292082,142.991345714384,-86.3887072001079,1005.83561357928,-102.86086301454,168.162008008646,968.524239823145,145.936844216942,92.7069896906377,1006.11719232279,108.007993049126,410.933993602362,77.8265255905512,279.275344488189,380.41873769685,190.133304625984,364.565883366142,20.2715069396027,8.82193434517347,16.7115332775957,19.50432612773,13.7888833712518,19.0936084427785,3.74264958616106,3.11891236555433,2.44905912453155,3.50537540452813,3.14955214449138,2.56193488891141,0.463585324881655,-0.102921482573267,-0.188090506516067,-0.377484920866067,-0.0899390645191709,-0.202177235564623,-172,972,161,-97,1009,-106,-167.456896551724,968.560344827586,145.137931034483,-90.1206896551724,1006.21551724138,-106,109,46,80,107,76,97,993.753826351003,1016.03295856976,1280.4140625,1202.9921875,439.523296231112,565.74990190529,987615.2265625,1032532.1171875,986.018005489195,1008.10540996409,1324.16225208623,1324.16225208623,1
707125,-236,935,90,-126,980,-135,-154,990,171,-38,1028,-58,-190,972,131,-82,1009,-97,-186.4921875,966.890625,133.4140625,-81.1015625,1008.4609375,-97.7109375,-185.403494606633,966.794392326816,131.613249087033,-76.9916400678657,1008.35074536218,-95.4364669747669,187.035654187911,966.938524092923,134.27894822905,82.9927048751877,1008.51593086698,98.7863461592745,204.598363681102,93.3580216535433,233.34688730315,312.769131397638,111.79373769685,212.978777066929,14.3037884380713,9.66219548826991,15.2756959678815,17.6852800768786,10.573255775628,14.5937924155077,3.07726262884056,3.15915137975349,3.14942268289259,2.64559758331404,2.35329501297043,3.00297804274252,-0.14771625298234,-0.431311327633144,-0.0628584063055554,-0.0777291586121198,-0.161964301493619,0.0139370877385025,-190,972,131,-87,1019,-97,-186.543103448276,967.189655172414,133.5,-80.9224137931034,1008.49137931034,-97.75,82,55,81,88,48,77,993.932106568595,1016.68103556122,1286.796875,1187.2734375,252.520323412984,352.21537557931,987983.28125,1033750.9140625,986.095534430558,1008.73682737368,1333.40431700295,1333.40431700295,1
709125,-254,944,101,-126,971,-145,-145,990,171,-38,1047,-58,-200,962,131,-77,1009,-106,-196.0078125,963.265625,136.078125,-79.15625,1006.828125,-108.1171875,-193.471309074633,963.175693131589,134.352796735899,-74.5618002485109,1006.62757490138,-104.824261783528,197.246177878052,963.310559671698,136.930867593834,81.4245241005436,1006.92877727275,109.6159132494,490.826710137795,87.2517224409449,234.639517716535,367.109251968504,204.285187007874,328.891670767717,22.1546092300856,9.34086304582959,15.3179475686704,19.1600953016551,14.2928369125193,18.1353707094097,2.83966423056333,2.80862358040987,2.42119996995041,2.74536521867686,3.41424385481462,2.7634449065981,-0.0253532759336797,-0.0521678896746781,0.0841604141556903,-0.423881777522342,0.3023028542774,0.16502555388363,-200,962,131,-77,1009,-106,-195.956896551724,963.26724137931,135.913793103448,-78.8620689655172,1006.61206896552,-108.413793103448,109,46,70,88,76,87,992.751044845105,1016.0477730622,1295.3515625,1194.1015625,518.712804034311,528.575748793871,985623.3515625,1032551.1640625,984.971992777931,1008.02606327827,1342.90584627,1342.90584627,1
711125,-245,925,111,-145,971,-174,-127,981,181,-29,1038,-106,-181,962,141,-97,1000,-135,-179.21875,965.3671875,146.9375,-97.625,1001.4296875,-135.2578125,-176.727955899478,965.239721585483,145.685850496061,-92.5519963949671,1001.2508179245,-133.816067017746,180.501688011498,965.430437518675,147.555286248918,99.5877439748486,1001.51915467828,135.985839106504,465.132874015748,123.084584153543,183.366141732283,390.125984251969,180.609190452756,199.02749753937,21.5669393752509,11.0943491991889,13.5412754839521,19.7516071308633,13.4390918760442,14.1077105704423,3.84007557285563,3.40253156178442,2.64365994971143,3.78401205677948,2.90240708699895,2.82005892224771,-0.575249119535071,-0.635830414124174,0.0394718643894051,0.294342456131928,0.0557599594868133,-0.299103854607305,-172,972,141,-97,1000,-135,-178.51724137931,965.905172413793,147.034482758621,-97.9137931034483,1001.31034482759,-134.896551724138,118,56,70,116,67,68,993.132557531918,1015.52272196476,1291.5234375,1234.3125,496.12394871814,413.70861131602,986409.3515625,1031450.484375,985.448097357669,1007.62860254324,1353.12345239251,1353.12345239251,1
713125,-1527,694,-525,-320,704,-262,1227,1638,565,233,1161,48,-190,962,141,-106,1000,-135,-197.625,965.59375,132.9140625,-102.0546875,996.453125,-138.125,-222.365208142675,960.214349931715,293.398620629742,0,993.096965615595,0,329.818036953712,968.951043654941,181.632849968006,127.749052100202,997.911913697797,146.780128934403,70273.3070866142,6545.97539370079,15445.008304626,5951.15446604331,2932.2655019685,2485.30708661417,265.091129777317,80.907202359869,124.277947780875,77.1437260316308,54.1503970619653,49.8528543477119,17.5711276466202,41.0289505174889,12.448470600293,8.42786858635633,13.7108642747882,6.43062740776538,1.15004543469945,4.48136869698387,-1.66908366289755,0.559454816179461,-1.87244610054827,0.823631443124336,-181,962,141,-106,1000,-135,-208.439655172414,962.086206896552,138.922413793103,-102.836206896552,999.025862068965,-140.129310344828,2754,944,1090,553,457,310,1029.29739371563,1015.39244002665,1387.6015625,1247.5078125,76156.3288633771,7542.66378932921,1080636.5546875,1033692.4140625,1021.52468568479,1007.44554868833,1399.12422817204,1399.12422817204,1
715125,-272,935,111,-126,971,-155,-109,990,191,-48,1028,-77,-176.5,962,151,-77,1009,-106,-177.0625,964.09375,153.109375,-83.2890625,1006.671875,-106.296875,-174.986774984051,963.980337512223,151.46166493094,-80.7833278385868,1006.5382761154,-104.327785204444,178.091488075652,964.150322174919,153.901551324215,84.5459841595093,1006.73817350888,107.308040821739,368.326771653543,109.943897637795,245.121801181102,212.61657234252,134.537155511811,217.690698818898,19.1918412783543,10.4854135654153,15.6563661550534,14.5813775872693,11.5990152819889,14.7543450826832,8.03675466705556,3.0525797684011,3.2094234012745,3.39414020618194,3.7398909644855,3.54919854161128,-0.636153446977166,-0.193639764697801,-0.117818587322244,-0.448068407354753,-0.623350904251312,-0.518349013642675,-181,962,151,-77,1009,-97,-176.681034482759,964.258620689655,153.327586206897,-82.9051724137931,1007.10344827586,-105.887931034483,163,55,80,78,57,78,992.416143960509,1015.89776635972,1294.265625,1196.2578125,385.999239138474,240.297098411024,984988.109375,1032184.7890625,984.69871051913,1008.02297208851,1444.82053613468,1444.82053613468,1
717125,-218,935,131,-97,990,-145,-154,990,181,-48,1047,-67,-190,962,151,-77,1009,-106,-188.203125,963.0390625,155.453125,-78.859375,1009.234375,-104.6328125,-187.309574531386,962.946795651023,154.539717079335,-77.1680909906134,1009.13471610917,-103.085916726667,188.642436238509,963.085183310646,155.91383838518,79.6639425963842,1009.28448510566,105.402687643627,166.856053149606,89.5338951771653,144.580462598425,128.546998031496,101.944635826772,162.974347933071,12.917277311787,9.46223521041225,12.0241616172782,11.3378568535458,10.0967636313213,12.7661406828012,2.76503947701686,3.02163467451833,2.78464864912383,2.35352987285713,3.92775161845671,3.15386023967854,0.103009890945284,-0.00566867402740989,0.265531064005946,0.0883561047345929,0.593107381390245,-0.26362544687339,-190,962,151,-77,1009,-97,-188.431034482759,963.094827586207,155.310344827586,-79.0862068965517,1009.00862068966,-104.534482758621,64,55,50,49,57,78,993.648894906401,1017.84150084508,1306.6953125,1192.7265625,181.504579942006,176.716173271921,987428.1640625,1036111.2421875,985.984757963943,1009.87268982929,1454.79436052259,1454.79436052259,1
