CLUSTER,CLUSTER_MOD,REAL
1,3,100520.803216652
2,4,101131.841307017
2,4,101878.92652216
2,4,102520.480179014
2,4,103126.318405407
2,4,103676.363286322
1,3,104058.448143229
2,4,104465.309079632
1,3,104982.536814203
2,4,105503.463222247
2,4,106083.431396452
2,4,106656.458492806
1,3,107180.689866773
1,3,107611.155556524
2,4,108023.194711739
2,4,108480.390836761
2,4,109022.244437067
2,4,109673.60734839
2,4,110327.291597577
2,4,110920.313244629
1,3,111364.622727496
2,4,111719.990117211
2,4,112146.1075368
2,4,112706.314382119
2,4,113318.177442056
2,4,113902.06129533
2,4,114474.787090784
1,3,114906.186431339
2,4,115298.185712678
2,4,115805.71706615
2,4,116359.823597004
2,4,116911.400385185
1,3,117417.2926377
2,4,117889.732015796
1,3,118321.574822987
1,3,118637.562972373
2,4,118969.179697473
2,4,119420.728816155
2,4,119891.314833363
2,4,120393.8960613
2,4,120961.456134214
2,4,121480.28998004
1,3,121827.859416362
2,4,122231.337168296
2,4,122723.744166478
2,4,123200.403940527
2,4,123715.131441463
2,4,124231.999200176
2,4,124718.136881781
2,4,125093.080616638
2,4,125495.524461581
1,3,125804.595992759
1,3,125878.902436528
1,3,125897.058145692
1,3,125915.268161021
1,3,125935.058914591
1,3,126005.328502923
1,3,126198.320287863
1,3,126341.374205469
1,3,126366.452089841
1,3,126512.518241037
2,4,126875.641884573
2,4,127357.887385921
2,4,127943.772778539
2,4,128508.541512232
2,4,129015.077805259
2,4,129579.831583889
2,4,130166.592004527
2,4,130596.734865937
1,3,130948.901336453
2,4,131473.613144935
1,3,131968.741139294
1,3,132257.470011545
2,4,132672.150452058
2,4,133233.381746535
2,4,133759.647874695
2,4,134309.705956242
2,4,134796.686060589
1,3,135128.085665885
2,4,135383.55775705
1,3,135696.76546788
1,3,136022.65719544
2,4,136534.33366273
2,4,137265.751514911
1,3,137743.393886344
2,4,138056.15744009
2,4,138551.981627859
2,4,139094.08879579
2,4,139644.435772843
2,4,140217.123715082
2,4,140753.97909627
2,4,141247.476192009
2,4,141670.905669825
2,4,142173.858606801
2,4,142774.542012566
2,4,143374.225364169
2,4,143934.903987845
1,3,144434.044499161
1,3,144898.889326466
1,3,145215.407819319
1,3,145354.217783506
1,3,145449.70574426
1,3,145648.569524012
1,3,145901.363020205
2,4,146257.86144907
2,4,146784.247564429
2,4,147350.34650136
1,3,147644.348735476
1,3,147674.003000747
1,3,147705.721626746
1,3,147896.711425051
1,3,148195.074476517
1,3,148360.308415154
1,3,148408.529092745
1,3,148419.777916082
1,3,148430.169825717
1,3,148439.688002765
1,3,148449.042899381
1,3,148458.280988178
1,3,148467.119539916
1,3,148476.117127321
1,3,148485.305467414
1,3,148494.697724967
1,3,148504.178516185
1,3,148513.538842283
1,3,148522.84211531
1,3,148532.289358445
1,3,148541.168397154
1,3,148549.857960961
1,3,148559.596425697
1,3,148569.430277328
1,3,148578.164883185
1,3,148587.03776229
1,3,148596.060342979
1,3,148605.286177041
1,3,148615.293628125
1,3,148625.18189026
1,3,148635.18083783
1,3,148645.79974442
1,3,148655.603236502
1,3,148664.688221602
1,3,148673.447510846
1,3,148681.987635623
1,3,148691.262325288
1,3,148700.616156342
1,3,148708.895463547
1,3,148733.164720753
1,3,148764.779871307
1,3,148823.953155895
1,3,148996.866057389
2,4,149331.560579841
2,4,149782.060799596
2,4,150252.115370153
2,4,150725.251304587
1,3,151154.770146303
1,3,151437.964295609
1,3,151627.566253709
1,3,151789.829566352
1,3,151975.014578343
1,3,152213.088118191
1,3,152491.870436555
1,3,152778.922706515
1,3,153089.593845719
1,3,153401.914068503
1,3,153585.223479797
1,3,153737.96905652
1,3,153940.003230555
1,3,154110.291422282
1,3,154263.104906944
1,3,154520.622752781
2,4,155045.89340984
2,4,156078.040537715
2,4,157002.11730708
2,4,157503.174555524
2,4,158098.211575147
2,4,158690.892853094
2,4,159171.231200678
1,3,159537.451452376
2,4,159960.516943095
2,4,160550.054325973
2,4,161107.847624734
2,4,161607.665353006
2,4,162058.67024421
2,4,162486.384695203
2,4,162903.371328872
2,4,163282.568960005
2,4,163698.719758348
2,4,164171.508636391
1,3,164541.801320003
1,3,164805.637839819
2,4,165167.568779634
1,3,165515.531536224
1,3,165908.274732534
1,3,166300.573239704
1,3,166548.262220791
1,3,166901.609690727
1,3,167167.09767976
2,4,167415.374599126
2,4,167885.906326177
2,4,168451.551571818
2,4,169084.189832893
2,4,169858.122080359
2,4,170676.07832193
2,4,171373.573221686
2,4,172010.549459626
1,3,172360.757066032
1,3,172433.463489127
1,3,172545.662353561
2,4,172908.581629711
2,4,173446.491369289
1,3,173778.390848666
1,3,173877.439215706
1,3,173913.671379011
1,3,173932.696229405
1,3,173947.02330088
1,3,173959.886277541
1,3,173971.645159428
1,3,173983.764604439
1,3,173995.851082466
1,3,174007.573051513
1,3,174020.126522234
1,3,174031.764087465
1,3,174042.254779695
1,3,174052.763151143
1,3,174064.330075771
1,3,174078.509918409
1,3,174092.092161108
1,3,174102.028772471
1,3,174112.446173366
1,3,174125.382277861
1,3,174137.928120639
1,3,174149.285483757
1,3,174160.001612432
1,3,174169.829816329
1,3,174180.109740137
1,3,174190.033934065
1,3,174199.25858949
1,3,174208.62995497
1,3,174217.660854285
1,3,174226.359564464
1,3,174236.152084546
1,3,174246.581234685
1,3,174256.388825904
1,3,174266.507265155
1,3,174276.466685213
1,3,174286.028361741
1,3,174295.949127892
1,3,174305.578884413
1,3,174314.998917238
1,3,174324.319621268
1,3,174334.169556816
1,3,174344.155834668
1,3,174353.805259808
1,3,174363.878554263
1,3,174374.014898355
1,3,174384.428749181
1,3,174394.724638306
1,3,174404.582919849
1,3,174414.393277421
1,3,174449.709855728
1,3,174655.587108713
1,3,174995.767006011
2,4,175466.231184249
2,4,176056.441261228
2,4,176657.004888752
2,4,177198.1739902
2,4,177621.929438703
1,3,177981.207505942
1,3,178181.279842026
1,3,178267.191931855
1,3,178327.534646719
1,3,178349.892420833
1,3,178366.01516243
1,3,178380.740374055
1,3,178396.064168473
1,3,178412.389505666
1,3,178428.141652553
1,3,178442.908392548
1,3,178456.671514647
1,3,178479.702821128
1,3,178600.880453011
1,3,178885.259488496
2,4,179378.895228485
2,4,179881.008025214
2,4,180354.638074359
2,4,180862.647000197
1,3,181196.451999629
1,3,181334.419972661
1,3,181391.943206661
1,3,181431.067243355
1,3,181445.373935677
1,3,181457.613381746
1,3,181498.381373645
1,3,181665.913723268
2,4,182060.316827466
2,4,182555.480339602
1,3,182962.245227761
2,4,183353.895224095
1,3,183725.147230749
1,3,184040.336784348
1,3,184234.52083946
1,3,184305.794191543
1,3,184362.135799399
1,3,184386.3035603
1,3,184400.307543653
1,3,184413.066594858
1,3,184425.584944034
1,3,184440.491208537
1,3,184461.897019783
1,3,184656.585141281
2,4,185229.590179088
2,4,185891.930237391
2,4,186409.970876451
2,4,186988.916344414
2,4,187542.463253102
1,3,187807.482370309
1,3,187864.307047709
1,3,187902.493769213
1,3,187939.414084662
1,3,187963.308440995
1,3,187986.091710447
1,3,188009.865186441
1,3,188039.758346666
1,3,188099.198678345
1,3,188221.461093214
1,3,188483.658339994
2,4,188937.849679227
2,4,189420.457349206
2,4,189848.792910613
2,4,190608.863778903
1,3,191348.902200287
1,3,191693.992529759
2,4,192042.697821613
1,3,192374.305444712
1,3,192608.716224745
1,3,192810.003484239
1,3,193005.234379891
1,3,193116.400996052
1,3,193137.000795343
1,3,193243.730693341
1,3,193359.424564638
1,3,193423.050634095
1,3,193604.961197343
1,3,193806.97402114
1,3,193888.426623297
1,3,193918.726209119
1,3,193944.743840274
1,3,193963.639975025
1,3,193980.305987773
1,3,193994.890774171
1,3,194010.53357792
1,3,194026.548855921
1,3,194040.629694619
1,3,194053.621960943
1,3,194066.738322402
1,3,194078.503490168
1,3,194089.109536973
1,3,194100.643573762
1,3,194111.530377709
1,3,194121.493616154
1,3,194131.602420059
1,3,194141.287523962
1,3,194166.683417536
1,3,194205.897783018
1,3,194235.885989403
1,3,194257.563477152
1,3,194278.706370529
1,3,194299.505568251
1,3,194315.745731333
