CLUSTER,CLUSTER_MOD,REAL
2,4,14004.2132925371
2,4,14224.595081173
2,4,14378.9029155434
2,4,14558.6393819081
1,3,14717.3740472992
1,3,14833.913210012
1,3,14924.1657262318
1,3,14965.0006374893
1,3,14998.2870544308
1,3,15031.9273386004
1,3,15071.176137685
2,4,15147.5524086911
2,4,15259.5728064133
2,4,15480.5442766477
2,4,15805.0228021027
2,4,16062.9521958304
2,4,16290.4873050228
2,4,16508.3688063603
2,4,16673.2859876875
2,4,16834.8710713494
2,4,16971.195783481
1,3,17036.440609282
1,3,17091.0582292689
1,3,17143.6051084863
1,3,17189.4042706844
1,3,17243.2274386
2,4,17330.6036108824
2,4,17608.0327783607
2,4,18009.7835198599
2,4,18322.4683893772
1,3,18464.8200026437
1,3,18505.0267112916
1,3,18532.3042680849
1,3,18552.5021343932
1,3,18581.3955793046
1,3,18628.7366429093
1,3,18685.3676183495
1,3,18733.9537321431
1,3,18783.1217127665
1,3,18821.097914201
1,3,18842.3064776736
1,3,18863.1384990702
1,3,18879.9521955651
1,3,18898.5599311222
1,3,18924.3968522065
1,3,18967.0610783962
2,4,19087.5969182622
2,4,19381.3348673533
2,4,19714.4056578955
2,4,19988.8520947942
1,3,20187.7988891124
1,3,20262.3017381746
1,3,20325.9264792184
1,3,20391.2002297788
1,3,20425.5416734751
2,4,20578.9572243522
1,3,20759.4739148163
1,3,20815.6006694762
1,3,20846.5629062737
1,3,20872.658285695
1,3,20889.9825653926
1,3,20908.566195017
1,3,20930.0081636051
1,3,20953.6229654987
1,3,20974.292492332
1,3,20991.4009950343
1,3,21007.150438646
1,3,21021.6474683457
1,3,21039.9791386918
1,3,21062.2567928153
1,3,21082.4068451431
1,3,21105.717816283
1,3,21133.0452505268
1,3,21154.6751982973
1,3,21186.37692398
2,4,21267.1649205625
1,3,21333.1440543584
2,4,21415.2928475513
2,4,21571.9084371086
2,4,21757.6287354784
2,4,21920.1556013011
2,4,22056.2576748065
2,4,22206.1576035227
2,4,22387.4460082201
2,4,22589.1737665375
2,4,22755.5189762055
2,4,22905.3420885459
2,4,23059.5541057352
2,4,23191.7903073206
2,4,23289.4461142806
2,4,23380.2224979932
2,4,23483.2457485197
2,4,23609.5020702571
2,4,23737.4024008188
2,4,23850.8836157756
2,4,23986.0709468746
2,4,24116.7823587579
2,4,24254.354608464
2,4,24406.0605833648
2,4,24536.216029445
2,4,24664.3311293004
2,4,24804.9952044097
2,4,24970.2883526821
2,4,25129.7861047555
2,4,25318.2085352297
2,4,25520.2783751974
1,3,25648.4011746991
1,3,25734.8603779775
2,4,25863.1850953955
2,4,26044.5834385805
1,3,26162.0997179611
1,3,26248.6807184397
2,4,26356.2895560323
2,4,26455.3060120195
2,4,26562.5395165081
1,3,26667.8843331898
2,4,26759.5782548769
2,4,26858.8343853791
2,4,26980.684929432
2,4,27083.7886665266
2,4,27188.556503844
2,4,27299.1510410962
2,4,27391.3247116525
2,4,27487.2123320006
2,4,27603.7530310086
2,4,27729.3401076444
2,4,27854.3236304282
2,4,27972.9569343537
2,4,28079.0419702488
2,4,28186.8706992371
1,3,28293.9425564627
2,4,28388.4065482904
2,4,28488.2448321013
1,3,28568.9200444563
1,3,28612.7294266258
1,3,28641.8129544627
1,3,28677.0486805906
1,3,28731.9693736132
1,3,28780.2409827593
1,3,28816.7083133049
1,3,28845.7451626223
1,3,28867.2511066933
1,3,28888.2063403133
1,3,28920.299329928
1,3,28972.930403181
1,3,29016.5891920509
2,4,29075.367816795
1,3,29167.1741446717
2,4,29283.1473843359
2,4,29407.2099455671
2,4,29518.7430797977
2,4,29630.7413887569
1,3,29723.8435843091
1,3,29802.1254078795
1,3,29851.3879823874
1,3,29874.1025286012
1,3,29901.5763113658
1,3,29926.6763229448
1,3,29947.8121481046
1,3,29973.8880472865
1,3,30013.6103641724
1,3,30056.4360520362
1,3,30092.9067739637
1,3,30122.5523792652
1,3,30145.2888687035
1,3,30172.1217042123
1,3,30203.8740039571
1,3,30233.9472161351
1,3,30260.9988494354
1,3,30284.9985897165
1,3,30306.440172746
1,3,30327.9339945324
1,3,30357.9552991395
1,3,30389.6302610228
1,3,30419.82266571
1,3,30455.4278614886
1,3,30503.6073699006
1,3,30566.3714291849
2,4,30700.3993451929
2,4,30877.6139994848
1,3,30981.406051527
1,3,31034.3443002594
1,3,31089.2921556444
1,3,31151.4831543377
1,3,31205.3837948853
1,3,31268.3641690497
2,4,31413.1404722444
2,4,31604.5417512441
2,4,31778.1232684116
2,4,31919.6586216042
2,4,32048.3397184022
1,3,32162.266510878
2,4,32262.9015710088
2,4,32377.7954440552
2,4,32494.6481641088
2,4,32594.9593884991
2,4,32678.6381929594
2,4,32808.5102737253
2,4,32972.7926103695
2,4,33152.0559126799
2,4,33312.5567960156
2,4,33442.1201365852
2,4,33602.0565072992
2,4,33744.0788687452
2,4,33864.0036278068
2,4,34014.2206266703
2,4,34162.1424120351
2,4,34289.4682675457
2,4,34423.8457158639
2,4,34556.5160179219
2,4,34679.8744189102
2,4,34809.6740815897
1,3,34923.8001591149
1,3,34990.8693243851
1,3,35028.5471379867
1,3,35074.3249752443
1,3,35120.2751200202
1,3,35175.6389099415
1,3,35230.7914183294
1,3,35287.4763824975
1,3,35342.2666483448
1,3,35384.8147235216
2,4,35595.6633896209
1,3,35786.26453511
2,4,35884.4962284084
2,4,36043.9541701696
2,4,36167.9037923471
2,4,36313.6329643183
2,4,36498.4354459344
2,4,36677.0704645468
2,4,36893.0123084253
2,4,37138.3478245547
2,4,37323.8594535881
2,4,37499.9795678501
1,3,37652.4940726128
1,3,37735.6687481467
1,3,37790.8429609294
1,3,37821.6826199363
