Var1,Var2,Var3,Var4,Var5
5153,1.23389724345247,0.316655690528705,2.26016338605417,1
5185,1.36840359292123,0.391048811163671,2.83954048353034,1
5217,1.4361965498605,0.29916790761525,2.16464920535509,1
5249,1.397883389021,0.362403352762383,1.645027284993,1
5281,1.41527658951564,0.401107786315993,1.32104836164487,1
5313,1.61674539915103,0.420058885666714,1.21566676790091,1
5345,1.83681892377221,0.94869570723852,1.27683589800804,1
5377,1.64255701873851,0.382626066841839,1.56295467400638,1
5409,1.44431237049625,0.662812198117357,1.36662089830883,1
5441,0.944113335992023,0.276577467868035,1.04426815257638,1
5473,0.957563253470967,0.260818278726728,1.07457312034241,1
5505,0.99680715284651,0.2196576185317,0.991220850397408,1
5537,0.746564496180377,0.214335042159519,1.22290583337638,1
5569,0.767719894264549,0.218239699909458,1.2238863567925,1
5601,0.614516035899456,0.272284924029406,1.29282640566804,1
5633,0.607264166321958,0.229604452800727,1.09606719409948,1
5665,0.657372654259879,0.215951835203489,0.956240422127901,1
5697,0.708304103459299,0.251988883917071,1.26712464649573,1
5729,0.72464958575181,0.249978658290248,1.35794104150802,1
5761,0.685037675781844,0.329671765855125,1.71501014904033,1
5793,0.750356124469419,0.300309287086043,1.53592425184823,1
5825,0.738879799980034,0.275446257451629,2.70115413016579,1
5857,0.918131510804457,0.388861684587031,2.37543927788805,1
5889,1.04124293445424,0.424428444699039,2.12702458713099,1
5921,1.2688861405157,0.465059791046668,2.38814604298507,1
5953,1.08697645412608,0.434704688542537,1.89329795591676,1
5985,1.10076598528169,0.44214211251254,2.19815518550726,1
6017,1.0728374077252,0.437485409224512,3.33771743044732,1
6049,1.1629903232133,0.441377343046951,3.67914507286359,1
6081,1.12836817147421,0.348591433456665,2.41550033198433,1
6113,1.20978189547172,0.487461284589847,2.43726172110673,1
6145,0.990680163613521,0.401733655148058,2.37671573023294,1
6177,0.976798843875864,0.384753358852671,1.21639429204021,1
6209,0.919869842646282,0.409477554646875,1.27729598312577,1
6241,0.989071273657237,0.37955641902226,0.844602412807697,1
6273,1.01706533405872,0.673250036994237,0.89436376658957,1
6305,1.1276056691457,0.610797994373303,0.756561457334648,1
6337,2.15351471966311,0.88938378503497,0.916645868616367,1
6369,4.70658976946451,0.955774781865879,0.61851867895064,1
6401,3.53966890787904,0.916148477873735,1.22885211206037,1
6433,3.86973798799488,0.849845696615134,1.44855481849935,1
6465,2.80913754499635,0.839434715396018,2.16606814802559,1
6497,2.75923859820194,0.880896548967377,2.82605242813248,1
6529,2.27676825541486,0.678212327573904,2.89428289091392,1
6561,2.02609350620083,0.681018209858386,3.02325611341185,1
6593,1.35095857138315,0.500606268717008,2.59963441210658,1
6625,1.28676937186007,0.639905910939431,2.50793556848736,1
6657,1.08390677035806,0.563461855432619,2.29528241993202,1
6689,1.02255186370794,0.481579374490174,2.75305457872593,1
6721,0.901958393070379,0.503562407929893,1.65685984149277,1
6753,0.857441073988763,0.536017293209023,2.48446606100551,1
6785,0.746095498342412,0.45614131940899,2.0211836365062,1
6817,0.757511760921623,0.509655552190485,3.29680754127075,1
6849,0.719037297176749,0.564373680456232,2.96354463915796,1
6881,0.890001085443332,0.52965234101571,3.63458989356573,1
6913,1.01647891184729,0.593935510494751,4.26868501057738,1
6945,0.923031468988517,0.55837533132649,3.93165469583551,1
6977,1.07443077977626,0.604403947898377,3.86201026927196,1
7009,0.993799315997874,0.475843972154903,4.75928072024302,1
7041,1.02375718540122,0.504810783201426,6.23728494615871,1
7073,1.14015750156263,0.481023267610159,4.40181196974463,1
7105,1.08210366212639,0.569980580502086,3.8073283706158,1
7137,0.888403305454646,0.488169013663717,2.38479980513766,1
7169,1.22492961383295,0.453655782027423,2.95246342232254,1
7201,1.14339725617906,0.3956676259677,2.3867481526395,1
7233,1.12236107330254,0.494272356889837,2.49933726416587,1
7265,1.31726990171434,0.525711556557997,2.12956868801638,1
7297,1.34914753342545,0.590192020823206,2.05859964425651,1
7329,1.78336124615343,0.884176116021865,2.24726871001691,1
7361,1.66449491452545,0.382018410956271,3.5514960176763,1
7393,1.38673211476768,0.87592447983352,3.38767814172799,1
7425,2.19142546832323,0.506636426856848,2.0337676695244,1
7457,2.08799066880171,0.479396348690306,3.14163004826567,1
7489,2.08897805083202,0.476748647491492,2.68155505787318,1
7521,1.44754073994362,0.463006277370758,3.16379407705428,1
7553,1.36859234153419,0.447589974644434,3.06793441667275,1
7585,1.32189278392578,0.454477946473139,3.35320529986821,1
7617,1.18429961535404,0.485684333763221,2.6194610423818,1
7649,1.1811122778512,0.491214262696995,3.23693164659913,1
7681,0.828102727867567,0.35710432882694,3.00720351158358,1
7713,0.975425738231976,0.454783248272334,4.70705427217088,1
7745,1.1542717690475,0.389168484314477,4.56619249763418,1
7777,0.779488051894204,0.440957750670856,3.69358573061817,1
7809,0.826350063141316,0.51522552380508,4.23234935273118,1
7841,0.807962553600729,0.485718682432062,4.01729576479859,1
7873,0.830715437233486,0.497840020625841,5.30337120690439,1
7905,0.848315117321616,0.320286768169062,3.55067149193136,1
7937,0.867164264240297,0.368616573729532,3.43784613744835,1
7969,0.745018317642957,0.369022799860151,2.25488060298405,1
8001,0.672758936296181,0.280837940468015,1.20621536582761,1
8033,1.0210053352691,0.342169515897844,2.02704232310736,1
8065,1.02976855688963,0.31906409337152,1.83934074103941,1
8097,0.929862241745641,0.425964784284971,1.96764826684686,1
8129,0.956053103715003,0.344804097537589,1.98108773234649,1
8161,0.807711251923616,0.331491627830805,2.39542662085603,1
8193,0.877458671882736,0.308628657657414,1.93916651885351,1
8225,1.03124090201013,0.228679507684644,2.55073009660053,1
8257,1.17692145883561,0.395113599724492,1.92864706618276,1
8289,1.06875270800603,0.336202214216158,2.56735428064906,1
8321,1.16603535235223,0.470436286287791,2.4054721042314,1
8353,1.2668941280252,0.499373829952962,2.08493755357144,1
8385,1.33065109116533,0.691428291121889,1.55556234296873,1
8417,2.48145337835436,0.904049922102136,1.52406891779838,1
8449,2.53175004182763,1.35300292601583,1.56791399924075,1
8481,1.54769955473426,0.781549020879634,2.06360486774863,1
8513,1.57304699707339,0.749572715785051,1.45794642307884,1
8545,1.22064723100494,0.512512181875863,1.6126506203323,1
8577,1.15087710714446,0.49150271709039,1.79497393151653,1
8609,1.24058074810497,0.452987823865587,1.90542044562763,1
8641,1.01467648947673,0.402888631520585,2.90822341872368,1
8673,0.82312916235505,0.447203455393835,2.26275597797469,1
8705,0.847144806890858,0.4572271010042,2.575949090588,1
8737,0.867676336301282,0.378686288281166,2.75926314946611,1
8769,0.795436452197532,0.444390784943749,3.15910661928052,1
8801,0.724563982953354,0.350483103680571,2.82422868585031,1
8833,0.713458251452492,0.335052616292219,3.51641708754525,1
8865,0.838983174022732,0.361072795317101,2.351068770756,1
8897,0.67080327029213,0.244906801023813,2.08161343071476,1
8929,0.639861096517463,0.375399986654493,2.52782753807624,1
8961,0.604565396808756,0.332492707651445,3.21504095095926,1
8993,0.57757864937852,0.310241718164037,3.31303872573053,1
9025,0.787720698946762,0.296065748722965,2.50142414766204,1
9057,0.746410061721067,0.216155837519822,3.28135827385962,1
9089,0.847493847327896,0.344803906078336,3.57830339686138,1
9121,0.915169572038666,0.39614486175973,3.93589579745652,1
9153,0.904767821981247,0.325641516064234,3.6589241472217,1
9185,0.957312608128383,0.376142435006568,2.55419878340023,1
9217,0.99315761833902,0.392280254755705,3.29679438936118,1
9249,0.987000278302752,0.261787343202875,2.95333262753006,1
9281,0.927698042066012,0.271950073861492,1.84160583967478,1
9313,1.00877111786938,0.224490898458765,1.47873254059663,1
9345,1.0758787435077,0.23352305726959,1.14767554496161,1
9377,1.43965151981299,0.46949300397685,1.24453246417232,1
9409,1.3700990275546,0.371480917844486,1.05274416629986,1
9441,1.18367779172064,0.448069419557721,1.64202466225092,1
9473,1.05180567245418,0.472750696063184,1.3631467896795,1
9505,0.782693603982836,0.34139443238311,1.9043684456616,1
9537,1.14879944060601,0.42830491093923,2.40845251046641,1
9569,1.0666851762497,0.302782673953721,2.20739568063955,1
9601,0.911224146652883,0.361586643610223,3.60737722279423,1
9633,0.947409772975121,0.416083779647298,4.78613873108772,1
9665,0.949527599339623,0.511993338493746,5.1656524343418,1
9697,0.828074804638115,0.44564619189187,3.53565324272542,1
9729,1.0089674151139,0.67800595053992,4.18677580627551,1
9761,0.877804743793119,0.586000263843573,3.19427632385476,1
9793,0.848066113401634,0.610580313764912,4.14964226196964,1
9825,0.892270138744074,0.616543612896026,3.91037225662588,1
9857,0.859174940162003,0.538874162149146,2.89920619658114,1
9889,1.00284968043298,0.605857318656098,4.49011748386458,1
9921,1.09800636103474,0.524987207991983,4.40925211313693,1
9953,1.06884825294566,0.497230616969192,5.73763941118678,1
9985,0.915457522644871,0.385134529266999,4.74597079977812,1
10017,1.05638071915148,0.450698032345799,4.67813217837916,1
10049,0.993709529475017,0.37649997616995,3.63608104195237,1
10081,0.997261362872785,0.480610713457213,3.79292105600081,1
10113,0.884594014194278,0.475028174646491,3.23523573557551,1
10145,0.960469171975218,0.459116645355001,2.86528830121728,1
10177,0.919124503553828,0.561548868208021,3.05766899423901,1
10209,1.04030977997535,0.525399561869063,2.75861488891837,1
10241,1.10729899100561,0.613504457685731,3.83423365895239,1
10273,1.00853991853924,0.463775995006726,3.94653581847692,1
10305,1.24842555197762,0.480592198029727,5.58286474570645,1
10337,1.61604481236631,0.437693130082898,6.13813139498489,1
10369,1.50609004275481,0.586637307314688,6.31751605910951,1
10401,1.91274798354146,0.420781500477014,5.09320428391382,1
10433,1.89747790016405,0.327278490595446,4.24144454646122,1
10465,1.75592668821584,0.520157022826998,4.63653230725545,1
10497,1.83512590133547,0.345341345315035,3.93541468834057,1
10529,1.43883298988825,0.289094298130661,2.96932827204169,1
10561,1.1600891307086,0.359576844162426,1.81707322908648,1
10593,0.921191801246927,0.257283826030771,1.83414492762555,1
10625,1.11529992663387,0.27449189490358,2.04051267359275,1
10657,1.09441941472887,0.339140631844548,2.12524989330512,1
10689,1.21358578768094,0.359474541413453,2.84845448409289,1
10721,1.10778540917796,0.350172984655006,2.77464436494522,1
10753,1.10627512122915,0.368338324435364,3.37672052614951,1
10785,0.999382385420261,0.351843823250767,3.77492681944113,1
10817,1.10282736923681,0.304001833930153,4.57116746506154,1
10849,1.0645813526257,0.26776431746922,4.89222370946819,1
10881,1.174533167885,0.208171850584077,2.97288711952554,1
10913,1.14466786514139,0.289879075101183,2.85230529696372,1
10945,0.989609820517707,0.26594305548049,2.18313556033829,1
10977,0.885340499522161,0.316788074146963,2.04904618942638,1
11009,0.986677827235747,0.268754037166603,1.97259518673598,1
11041,1.04678941119909,0.493439057710772,2.45451266341175,1
11073,0.980020624738746,0.430445254137247,1.66031627632035,1
11105,1.00109916686631,0.451301834597651,1.67148902492055,1
11137,1.12998688698134,0.44753787315911,2.12963367102432,1
11169,0.801617036623281,0.398813264594358,2.51835818687781,1
11201,0.922376311696456,0.396662914079883,2.76181675017823,1
11233,0.897473471753827,0.320675334690215,3.5629263426602,1
11265,0.85776949948487,0.174177237253833,2.86604968535034,1
11297,1.03130043420671,0.300444377570136,3.62208613727873,1
11329,1.04193693747952,0.319444971057318,2.61054097060591,1
11361,1.0051070116355,0.62243381322153,2.76836214947467,1
11393,1.30618708558435,0.548226781060796,2.102938060364,1
11425,1.22735666677324,0.586100672493117,2.0353667404347,1
11457,1.25314587666384,0.798083751425671,1.85502409110176,1
11489,1.25870409584979,0.802249493112023,1.9121307916799,1
11521,0.831639817736842,0.828509095620624,2.55178597125762,1
11553,1.41652283599914,0.726980922408412,2.12116492806143,1
11585,1.80892292751089,0.689955352087105,2.19781509586329,1
11617,1.98643532023573,0.710774714425858,2.92975974968202,1
11649,1.62183065695434,0.853923225044701,2.92253320309655,1
11681,1.6129414985128,0.798748869198024,2.9035020317431,1
11713,1.58934976098128,0.715681153857065,3.23997921806888,1
11745,1.53535086169812,0.705415739682696,3.41723776531237,1
11777,1.20872422404559,0.661061555594905,1.16063400628062,1
11809,1.25852790705453,0.569352577522024,0.949502144806472,1
11841,0.641233947373109,0,0,1
11873,1.27898070129685,0,0,1
11905,0,0,0,1
11937,0,0,0,1
11969,0,0,0,1
12001,0,0,0,1
12033,0,0,0,1
12065,0,0,0,1
12097,0,0,0,1
12129,0,0,0,1
12161,0,0,0,1
12193,0,0,0,1
12225,0,0,0,1
12257,0,0,0,1
12289,0,0,0,1
12321,0,0,0,1
12353,0,0,0,1
12385,0,0,0,1
12417,0,0,0,1
12449,0,0,0,1
12481,0,0,0,1
12513,0,0,0,1
12545,0,0,0,1
12577,0,0,0,1
12609,0,0,0,1
12641,0,0,0,1
12673,0,0,0,1
12705,0,0,0,1
12737,0,0,0,1
12769,0,0,0,1
12801,0,0,0,1
12833,0,0,0,1
12865,0,0,0,1
12897,0,0,0,1
12929,3.26767930819003,0,0,1
12961,1.32787882338502,0,0,1
12993,0.829070443517518,0,0,1
13025,0.960516743515911,0,0,1
13057,1.03264944772232,0,0,1
13089,0.943447824707516,0,0,1
13121,0.742233103705285,0,0,1
13153,1.18180966254373,0,0,1
13185,0,0,0,1
13217,1.52809460966169,0,0,1
13249,2.30060936270555,0,0,1
13281,3.37910768312525,0,0,1
13313,3.58755956312754,0,0,1
13345,5.11618513237994,0,0,1
13377,4.79089228809133,0,0,1
13409,4.56113268035796,0,0,1
13441,4.66222520711733,0,0,1
13473,3.36978421324958,0,0,1
13505,0,0,0,1
13537,0,0,0,1
13569,0,0,0,1
13601,0,0,0,1
13633,0,0,0,1
13665,0,0,0,1
13697,0,0,0,1
13729,0,0,0,1
13761,1.22677057582672,0,0,1
13793,0.239957962363413,0,0,1
13825,0.201529970898298,0,0.206203317910994,1
13857,0.165336311323795,0,0.184665391980491,1
13889,0.162383652716246,0,0.160469965034677,1
13921,0.197007781350779,0,0,1
13953,0.165907931974907,0,0,1
13985,0.366719599334893,0,0,1
14017,0,0,0,1
14049,0,0,0,1
14081,0,0,0,1
14113,0,0,0,1
14145,0.612211800156083,0,0,1
14177,3.01613023577162,1.86973966553311,0.776689199615138,1
14209,1.59530064915745,4.98681292719901,1.05160393162886,1
14241,1.49785385324037,2.74283636223457,0.888690743398224,1
14273,1.60081228041681,3.13631425467049,0.994630578658914,1
14305,1.88308497237808,3.56890106242913,1.02663090907064,1
14337,2.2497712129617,3.22759063716621,0.975062536685983,1
14369,3.02948286073528,3.37198722025433,0.971824178256824,1
14401,3.24279201529928,3.41125010175755,0.989004363745137,1
14433,3.08300365775585,2.49654641744125,1.02034131493283,1
14465,2.4361682516781,2.15829775309756,1.035459087204,1
14497,1.82206242007956,2.36483393957319,1.65870326938431,1
14529,1.53433216559979,2.39609478956587,1.09615164955711,1
14561,2.325112536756,0,1.46588780737223,1
14593,0.966207066759268,2.04763928595351,0,1
14625,1.51649997482831,1.71779622354216,2.24142788796715,1
14657,1.47035462868047,2.18441856001516,1.57452060462939,1
14689,1.58530044136413,1.93337210354069,2.54209268426213,1
14721,1.49513833276446,1.87956341790573,2.21161928300333,1
14753,2.04966741922437,2.2297889057359,2.86243896563624,1
14785,1.52529178039605,2.10932662203647,2.54360318702764,1
14817,0.894923370212139,2.08020348138756,2.45865664172796,1
14849,1.19969999413968,2.60029856464323,2.52109308477878,1
14881,1.13040461648603,2.60495361048897,3.28736115585305,1
14913,1.19710889396243,2.94609533960928,3.32433282352293,1
14945,1.39162645432497,0,2.2981141246483,1
14977,2.44478110296948,0,2.36762577228243,1
15009,0,0,0,1
15041,0,0,0,1
15073,0,0,0,1
15105,0,0,0,1
15137,1.84122058862545,0,0,1
15169,1.44834855021002,0,0,1
15201,1.28316464899879,0,0,1
15233,1.67524383206355,0,0,1
15265,1.71932263900425,0,0,1
15297,1.71280236051892,0,0,1
15329,1.79195546133986,0,0,1
15361,1.59140461502075,0,0,1
15393,0,0,0,1
15425,0.849129329331577,0,0,1
15457,0.442125122453093,0,2.95933135513466,1
15489,0.458750637217991,1.68675078964482,2.12286613163638,1
15521,1.68307023008444,0.297641345125728,0.909291525646747,1
15553,1.85160304952197,0.557302784854291,1.43894868308232,1
15585,2.19085979744985,0.609135783518394,1.70423616382802,1
15617,2.33571196669286,0.791088546927307,1.57798305156716,1
15649,2.30780815398991,0.793218162871712,1.56580735586883,1
15681,2.28111146325128,0.793340710388861,1.54327319723173,1
15713,2.31626026018622,0.76699047297054,1.44264860864464,1
15745,2.29906361420748,0.891130858576083,1.55330600980256,1
15777,2.31395633812436,1.53401525159803,1.67359485064568,1
15809,2.05106745977745,1.18987583181502,1.57531944831477,1
15841,1.69996785733222,69.5639167820671,2.0040024552063,1
15873,4.97723774932685,0,0,1
15905,0,0,0,1
15937,0,0,0,1
15969,0,0,0,1
16001,4.18246396444341,0,0,1
16033,1.95950683027449,0,0,1
16065,2.80066949032042,0.377339340720393,0.378231310523646,1
16097,1.00627629140288,0.32566363696496,1.6944802160509,1
16129,0.934539575055182,0.379786147157667,2.00695732045124,1
16161,1.18727394094332,0.315981884034101,1.89354423533281,1
16193,0.77846372255296,0.307416000466213,2.22666839040088,1
16225,0.852718505474918,0.343898892126359,2.04684918229167,1
16257,0.832014340057421,0.256161092426646,2.28317920892273,1
16289,0.834990572036757,0.250998558834283,1.99778667933401,1
16321,0.908740408557832,0.230000392716739,1.76910091041137,1
16353,1.04945549983056,0.313305557782113,1.34691625673735,1
16385,1.61892362936549,0.505085181635931,1.78646947925787,1
16417,1.84907639793603,0.579123455527923,1.70722097199966,1
16449,1.7192996672244,0.496779305423185,1.35095819316495,1
16481,1.76782964158513,0.741343564058436,1.40129553771108,1
16513,2.02157731516149,0.561340271114866,1.30202972476218,1
16545,1.8711171797069,0.643842598048417,1.43297987311518,1
16577,1.87332639788093,0.69477395171686,1.57685507756364,1
16609,2.34572356435891,0.761288020571775,1.95700990505624,1
16641,1.99422165598012,0.61588058834871,2.07952675104936,1
16673,2.35005605292001,0.570035325520705,2.02772941836181,1
16705,2.50465340761958,0.568215883454601,3.14334961448679,1
16737,2.25598542976872,0.491719816388188,3.44434342856322,1
16769,2.33054490725764,0.733072898484638,3.48075530467476,1
16801,2.97315812474098,0.583790997420999,2.9126930244981,1
16833,2.81571389762669,0.556768859954209,2.85833426622036,1
16865,2.23816188112638,0.574148604149526,1.89491221764016,1
16897,2.1067403459738,0.630894841606387,1.98840478756203,1
16929,1.79180609537538,0.514366544177673,1.78828408824125,1
16961,1.83844782520481,0.602239687987322,2.5253147367325,1
16993,2.19596344589402,0.711485837823732,1.47520056048237,1
17025,2.10026148329512,0.680853627526144,1.76188284679636,1
17057,2.00780350268696,0.976792033447881,1.83216939832849,1
17089,1.95651705764949,0.613935540829406,2.86176021797502,1
17121,1.87859515732513,0.759455142650448,2.30437963200679,1
17153,2.13252080761462,0.588750397279454,2.7735491700683,1
17185,2.31039221859364,0.861580875678956,3.45587045538184,1
17217,2.4568068724378,0.71498447240969,1.91661937038832,1
17249,2.61493048805271,0.592464929833649,1.76865118555898,1
17281,3.02266508298812,0.566253641951433,2.04923422306361,1
17313,3.22097724856339,0.525369401496383,2.04064263771262,1
17345,4.21494464041557,0.549265943263654,2.28543714286593,1
17377,4.09539919311965,0.500226240266663,2.59231715726565,1
17409,4.41852142709229,0.581091336471496,3.09649247858195,1
17441,3.80791199526907,0.514858332300443,2.9440910497803,1
17473,3.10997930821371,0.648566868130404,3.89620022955788,1
17505,2.57965917443132,0.627107730447018,4.01512445843848,1
17537,2.39474170337064,0.646125245264077,2.67321234958321,1
17569,2.24787231745203,0.593446191835806,2.91277803196608,1
17601,2.00561417723718,0.612266652816266,2.20412101044018,1
17633,1.79377461943805,0.487985974574542,1.59722370627725,1
17665,1.64029802960345,0.495837125014887,1.51897150987343,1
17697,1.41706775924685,0.436593147862647,1.77791700313534,1
17729,1.21818021690213,0.43019273750643,2.90394843342928,1
17761,1.32801807736475,0.375469597274808,4.78091942196381,1
17793,1.36641988968099,0.462576549243266,4.91244180174892,1
17825,1.34787257666748,0.45079866889299,5.41386397701754,1
17857,1.32794654892623,0.437917997107557,5.17850797762438,1
17889,1.51079546774309,0.664193688458304,7.67520799855779,1
17921,1.77152738204602,0.46820236176741,3.60668221910119,1
17953,1.65092880984851,0.764786327716077,2.62570648656043,1
17985,1.66002566162968,0.54853568769847,1.74258184441799,1
18017,1.74093126937921,0.741265306903917,1.64854036655991,1
18049,1.9841907929334,0.648486294469461,1.87975867950275,1
18081,1.91130133398486,0.7277172055745,1.66852131867633,1
18113,2.3478906744858,0.724185236327238,1.42207191450753,1
18145,2.18857446969002,0.78426167783661,1.29324462120184,1
18177,2.46283970888766,0.816774546819488,1.60632684990332,1
18209,3.22388466970361,1.00164330525496,1.90467523062436,1
18241,4.20528642362321,0.899460586785697,1.45288564973719,1
18273,3.50934806000317,0.97235994158572,1.71082153513391,1
18305,3.38945334411917,0.843270838825508,1.26339547257687,1
18337,3.47557198837039,0.755219808392973,2.17572610860985,1
18369,2.8947580215822,0.745927027263968,2.43034165216452,1
18401,3.45040755293038,0.679257675649261,3.2915965519573,1
18433,3.0311805347447,0.845430659497682,3.20192046307391,1
18465,2.45638903511138,0.522844131252077,9.33560033855881,1
18497,2.42311500250026,0.561037756287092,10.2968551335847,1
18529,2.23839972573489,0.554612028600841,8.06357287428157,1
18561,2.21261143920169,0.547628712531515,8.94264986048892,1
18593,1.89917960449529,0.527519208782776,7.05089365616328,1
18625,1.68239079127876,0.671613389070343,7.10907816510807,1
18657,1.77262373810771,1.02798016531635,3.69714309690888,1
18689,1.50351519589136,2.83644067944207,3.99244954863772,1
18721,0,0,0,1
18753,0,0,0,1
18785,0,0,0,1
18817,0,0,0,1
18849,0,0,0,1
18881,7.61899679201001,0,0,1
18913,6.20722506740158,0,0,1
18945,2.18321497039155,0,0,1
18977,2.19762276787995,0,0,1
19009,1.80234780844852,14.4565802023307,0,1
19041,2.24806040797866,20.0260475121302,0,1
19073,2.61493026094455,16.7622894715879,0,1
19105,3.2401239853055,16.3064300731293,0,1
19137,3.59272434416462,14.6889586699077,0,1
19169,5.45125319381297,12.8977070950945,0,1
19201,5.35755292036034,0,0,1
19233,0.743054415446123,0,0,1
19265,0.221545693238167,0,0,1
19297,0.642724679995315,2.22471039801907,0,1
19329,0.95923311362777,2.99866172948592,1.3886380804105,1
19361,0.959644001193649,1.14844693254962,0.905100230594405,1
19393,1.11236920587563,0.67493967394338,2.35858417733562,1
