TIME,ACCX1,ACCY1,ACCZ1,ACCX2,ACCY2,ACCZ2,ACCX3,ACCY3,ACCZ3,FR
1139656,-252,1049,49,245,1101,-131,-29,1095,-19,1
1139671,-242,1039,207,127,1064,-191,0,1161,-9,1
1139687,-484,1039,277,-72,1018,-40,38,1019,67,1
1139703,-282,931,485,-27,916,202,126,876,67,1
1139718,-282,931,485,81,916,313,116,809,116,1
1139734,-393,1000,544,145,935,383,38,790,174,1
1139750,-393,1000,544,272,888,414,-77,838,203,1
1152687,-545,980,495,372,481,212,165,819,194,1
1152703,-616,843,534,-172,870,525,252,790,145,1
1152718,-484,970,554,-400,1129,707,203,914,174,1
1152734,-343,1000,455,-18,1111,595,116,990,155,1
1152750,-272,1000,336,281,944,444,38,1000,252,1
1152765,-323,990,277,354,944,262,-9,980,281,1
1152781,-353,1058,257,245,981,191,-29,971,291,1
1152796,-353,1107,287,200,1037,141,-9,971,252,1
1152812,-363,1088,326,227,1055,141,19,980,145,1
1152828,-333,1166,366,309,1000,181,9,838,106,1
1152843,-181,1166,415,563,907,252,-87,876,0,1
1152859,-121,1470,326,818,842,212,-87,1038,-106,1
1152875,-121,1549,316,1018,972,212,-87,1038,-106,1
1152890,20,1588,198,963,1055,20,-155,1114,19,1
1152906,-30,1225,316,354,1018,-10,-281,1114,233,1
1152921,-30,1225,316,-27,1092,60,-223,952,271,1
1152937,-434,1166,396,-90,1083,323,-145,876,194,1
1152953,90,1058,683,-9,879,444,-106,876,19,1
1152968,90,1058,683,0,740,919,-174,752,-126,1
1152984,-90,1284,554,172,898,1080,29,1009,-262,1
1153000,-848,1009,336,318,1231,838,864,1352,-524,1
1153015,-686,735,227,-127,1398,131,436,1123,203,1
1153031,-737,323,396,-527,1324,-212,-29,1333,543,1
1153046,-737,323,396,-818,1268,-90,-126,1161,495,1
1153062,-30,215,435,-772,1111,-60,-126,1200,184,1
1153078,282,284,524,-690,925,30,-67,1314,67,1
1153093,474,303,366,-545,842,111,48,1238,9,1
1153109,333,235,198,-554,898,252,29,1123,0,1
1153125,606,225,287,-590,879,212,19,1085,67,1
1153140,767,303,297,-663,814,222,0,980,174,1
1153156,494,519,247,-690,620,343,9,933,58,1
1153171,202,725,297,-654,546,222,29,885,87,1
1153187,30,1137,485,-454,657,242,126,780,155,1
1153203,-161,1647,89,127,796,191,116,685,126,1
1153218,-474,2509,693,990,962,202,67,628,77,1
1153234,-2949,705,683,1409,1092,121,-38,790,-29,1
1153250,-3323,1539,-207,700,981,242,-77,771,-38,1
1153265,-3616,970,435,418,842,272,-97,866,-116,1
1153281,-3747,1539,-485,-581,1037,10,-213,1047,-116,1
1153296,1414,1078,-811,-1063,1324,-40,-223,1019,213,1
1153312,101,852,9,-100,1361,-505,-97,1228,87,1
1153328,70,705,297,63,907,-181,-9,1257,97,1
1153343,-1101,529,712,-381,1092,252,126,1247,19,1
1153359,-848,960,514,-527,1407,333,97,1323,9,1
1153375,-595,1186,69,-463,1222,292,-19,1333,-97,1
1153390,-121,1098,247,-181,907,313,-116,1257,-126,1
1153406,-131,892,445,209,888,282,-145,1076,38,1
1153421,-303,970,415,381,870,414,-203,895,145,1
1153437,-313,901,485,381,870,414,-252,866,106,1
1153453,-222,970,465,309,851,434,-281,780,135,1
1153468,-202,1000,386,309,851,434,-281,800,126,1
1153484,-161,960,465,290,898,363,-242,876,135,1
1153500,-282,941,405,-18,981,303,-233,895,116,1
1153515,-313,803,465,-218,898,323,-203,971,194,1
1153531,-434,813,386,-218,898,323,-155,1076,126,1
1153546,-343,901,386,-163,907,313,-67,1123,155,1
1153562,-414,970,346,-100,1064,262,29,1171,126,1
1153578,-434,931,386,-100,1037,101,67,1114,155,1
1153593,-424,931,366,-136,962,303,97,1085,116,1
1153609,-222,921,425,0,907,313,97,1038,58,1
1153625,-272,950,455,127,916,373,38,1066,-19,1
1153640,-363,931,376,-36,944,323,0,1057,58,1
1153656,-373,990,386,-63,1018,292,-58,1009,97,1
1153671,-242,1029,405,72,990,222,-58,952,135,1
1153687,-171,931,455,236,879,323,-19,904,135,1
1153703,-171,931,405,272,833,333,-9,895,97,1
1153718,-181,950,405,227,842,383,-38,952,126,1
1153734,-252,921,376,209,833,414,-145,1085,174,1
1153750,-242,1029,544,209,907,424,-67,1152,145,1
1153765,-393,1156,524,190,1101,393,97,1247,-38,1
1153781,-292,1245,623,236,1212,232,184,1209,-126,1
1153796,-242,1225,544,463,1194,30,58,1190,-58,1
1153812,-70,1284,297,672,1018,-90,-155,1133,-9,1
1153828,-10,1372,247,690,953,-181,-252,857,9,1
1153843,-141,1284,306,509,1046,-101,-339,695,0,1
1153859,-474,1009,514,90,1138,0,-271,561,97,1
1153875,-515,882,495,-381,1138,272,-145,523,485,1
1153890,-20,480,326,-1181,925,363,-9,723,407,1
1153906,777,-39,-207,-2018,1074,545,194,1114,359,1
1153921,1272,-637,-673,-2481,851,838,378,1361,388,1
1153937,1141,58,-1336,-1490,453,646,407,1409,87,1
1153953,-2383,2401,-247,763,509,-202,456,1200,9,1
1153968,-5010,1794,851,2209,1018,202,242,1009,-9,1
1153984,1929,-1529,871,-1472,1518,-101,126,971,203,1
1154000,-636,215,1297,-1027,750,505,126,971,203,1
1154015,-919,2588,9,-72,888,616,155,1428,-126,1
1154031,20,833,108,445,1416,565,67,1219,19,1
1154046,494,1235,455,609,972,232,38,866,19,1
1154062,-454,1127,425,863,805,282,-38,942,135,1
1154078,-303,1009,326,736,879,313,9,1000,194,1
1154093,-90,1078,376,554,814,303,29,857,145,1
1154109,-171,1147,465,763,833,282,29,704,116,1
1154125,-151,1392,514,945,1000,333,-29,780,67,1
1154140,-70,1588,653,1136,1074,313,-106,952,-48,1
1154156,171,1892,584,1500,1129,111,-174,1085,-155,1
1154171,161,2000,465,1518,1287,-101,-203,1066,-135,1
1154187,151,1892,366,1045,1370,-90,-281,923,-29,1
1154203,60,1421,128,-200,1092,363,-320,695,77,1
1154218,-878,647,69,-963,935,606,-291,504,174,1
1154234,-767,392,415,-1263,1287,505,38,466,291,1
1154250,848,-9,-247,-1536,1351,626,640,1142,-145,1
1154265,1585,-813,-227,-1609,796,141,398,1895,252,1
1154281,1424,-558,-356,-1309,314,10,330,1590,825,1
1154296,979,-215,237,-1100,250,20,48,1304,184,1
1154312,-434,147,-673,-272,361,111,242,990,262,1
1154328,-818,4598,-2821,1163,1166,-151,174,676,97,1
1154343,-5010,3068,1158,2281,2490,-282,67,761,-145,1
1154359,2232,-1764,1475,2281,2490,-282,-19,1066,67,1
1154375,-808,-245,1178,-1645,1203,424,-9,1457,-48,1
1154390,-838,2137,148,-872,638,616,-135,1714,-281,1
1154406,-696,607,-128,-872,638,616,-135,980,262,1
1154421,242,843,178,-200,833,404,-87,828,126,1
1154437,-202,852,554,45,1157,363,29,876,145,1
1154453,-575,931,554,545,1175,323,-9,971,145,1
1154468,-575,931,554,636,907,464,-67,980,106,1
1154484,-404,970,623,490,851,696,-87,942,87,1
1154500,-292,1127,376,309,990,606,-97,952,155,1
1154515,-303,1411,326,309,1175,232,-126,990,184,1
1154531,-303,1411,326,345,1296,70,-135,1133,135,1
1154546,-181,1470,267,763,1175,90,-135,1238,19,1
1154562,-101,1637,297,1154,1148,0,-194,1247,-106,1
1154578,262,1686,287,1345,1064,-50,-339,1190,-87,1
1154593,242,1813,356,1318,1148,20,-466,1066,-77,1
1154609,121,1764,405,1090,1138,-20,-485,771,-29,1
1154625,191,1441,316,9,907,414,-330,457,-38,1
1154640,-181,578,29,-1372,601,868,-126,390,-29,1
1154656,-656,-205,-584,-2409,657,1222,407,466,514,1
1154671,616,-58,-940,-2127,833,666,689,1266,271,1
1154687,1636,-1392,-99,-1354,435,181,300,1504,310,1
1154703,757,-176,257,-481,166,70,291,1171,97,1
1154718,-878,617,-326,663,740,-505,-9,895,67,1
1154734,-4959,3509,376,1427,2166,-1000,-165,952,9,1
1154750,-1090,441,980,-1545,1944,90,-9,1133,29,1
1205890,1474,862,-9,427,1259,-414,-252,1161,106,1
1205906,-727,1450,574,-1409,1027,-232,-106,1600,-106,1
1205921,232,1705,-316,-681,1601,171,-184,2133,-368,1
1205937,-303,764,564,472,1009,-242,-203,1247,223,1
1205953,-555,588,465,527,611,464,19,942,-19,1
1205968,-151,921,504,-90,777,474,97,761,19,1
1205984,-383,1088,267,45,1185,323,-29,800,135,1
1206000,-313,1068,326,190,1046,303,-203,914,174,1
1206015,-242,1000,336,263,962,242,-252,952,97,1
1206031,-252,990,386,172,935,292,-223,1000,106,1
1206046,-333,1000,346,136,916,333,-174,971,145,1
1206062,-313,1000,316,145,953,313,-155,895,145,1
1206078,-121,852,326,127,907,323,-106,800,233,1
1206093,-393,715,277,-100,870,313,-29,895,194,1
1206109,-636,745,336,-436,851,303,58,1038,155,1
1206125,-383,931,306,-381,925,353,97,1104,242,1
1206140,-303,1166,336,-54,1018,383,-38,1123,252,1
1206156,-444,1401,336,136,1111,474,-116,1180,223,1
1206171,-444,1401,336,109,1148,424,106,1285,-145,1
1206187,-383,882,475,72,972,515,97,1047,-87,1
1206203,-323,1176,435,481,972,323,97,1047,-87,1
1206218,-161,1098,405,700,916,171,-116,1057,-48,1
1206234,-60,1313,336,872,1055,121,-339,1190,-29,1
1206250,232,1441,178,945,1083,70,-563,1114,-116,1
1206265,151,1519,217,900,1074,70,-427,885,-174,1
1206281,111,1470,306,772,1074,151,-291,733,-174,1
1206296,-121,1303,495,481,1000,222,-155,704,-126,1
1206312,-323,1156,445,-418,1009,575,29,733,-67,1
1206328,-494,1019,207,-718,972,737,291,790,0,1
1206343,232,539,336,-663,1000,939,339,1228,194,1
1206359,313,274,633,-436,907,707,349,1323,223,1
1206375,292,29,732,-363,796,424,271,1257,155,1
1206390,0,49,653,-545,777,343,184,1209,116,1
1206406,0,166,554,-600,870,333,145,1095,155,1
1206421,10,235,554,-681,888,282,106,1009,223,1
1206437,-90,323,485,-618,666,121,38,980,184,1
1206453,-60,529,594,-481,731,-60,19,866,165,1
1206468,-10,656,792,-409,898,-141,19,828,106,1
1206484,-525,656,762,272,953,-121,-9,771,19,1
1206500,-3191,490,2623,336,1074,50,48,866,-155,1
1206515,-3969,1176,-524,336,1074,50,87,666,-97,1
1206531,-3727,784,861,136,1240,-363,-48,733,29,1
1206546,50,1205,-1366,-800,851,-70,-165,866,233,1
1206562,141,-578,1405,-2218,518,292,-48,819,194,1
1206578,1121,3401,584,-90,1787,-90,-9,1352,-378,1
1206593,-1111,1931,-376,2018,2490,-484,-543,2400,-126,1
1206609,262,107,435,1636,814,737,-466,1485,300,1
1206625,-696,784,504,-663,388,252,-466,1485,300,1
1206640,-666,1068,514,-918,759,696,-29,952,87,1
1206656,-666,1068,514,-172,1138,646,223,780,67,1
1206671,-363,872,594,190,1305,474,174,819,145,1
1206687,-222,1078,247,245,851,202,116,1057,165,1
1206703,-222,1029,247,118,907,191,97,1219,145,1
1206718,-252,911,336,118,907,191,58,1095,106,1
1206734,-232,1029,306,109,916,191,9,980,106,1
1206750,-171,970,287,172,925,171,-67,971,135,1
1206765,-191,1019,316,300,935,141,-135,828,165,1
1206781,-80,892,346,390,833,222,-174,771,67,1
1206796,-60,980,455,509,787,343,-194,695,106,1
1206812,-161,980,376,618,833,303,-281,714,87,1
1206828,-131,941,445,718,666,383,-436,666,58,1
1206843,30,1196,514,890,648,464,-524,609,38,1
1206859,-60,1460,415,945,814,494,-398,742,-87,1
1206875,90,1441,475,690,1000,383,-291,904,-97,1
1206890,40,1480,257,400,1175,444,-145,1038,-29,1
1206906,-101,1568,277,272,1240,414,-48,1180,-19,1
1206921,-222,1323,396,-27,1148,545,0,1247,-48,1
1206937,-323,1078,504,-318,1111,535,48,1209,9,1
1206953,-303,1068,277,-454,1055,575,174,1276,19,1
1206968,-404,950,257,-445,1101,626,233,1190,87,1
1206984,30,735,277,-436,1268,646,184,1266,165,1
1207000,323,460,336,-509,1194,484,135,1342,252,1
1207015,373,284,475,-590,981,363,97,1352,262,1
1207031,363,303,623,-418,824,434,126,1219,165,1
1207046,151,382,712,-400,888,393,165,1123,116,1
1207062,-90,450,821,-472,925,202,203,1038,252,1
1207078,-262,509,732,-481,907,70,203,1038,252,1
1207093,-333,490,683,-436,750,40,58,1076,77,1
1207109,-121,558,623,-609,675,-40,19,876,77,1
1207125,-191,460,881,-1018,777,-131,-77,780,242,1
1207140,-1747,49,2227,-1018,777,-131,-9,676,262,1
1207156,-2929,1147,-465,-600,638,343,9,876,-77,1
1207171,-3202,892,128,-281,925,181,-155,904,-9,1
1207187,-4979,833,574,109,1351,-252,-359,847,300,1
1207203,2070,1509,336,290,1444,-272,-398,1000,-77,1
1207218,2070,1509,336,-463,1277,-141,-155,1038,-58,1
1207234,515,549,376,1290,1824,-242,9,1695,-533,1
1207250,-434,950,267,1527,462,676,-291,1552,-145,1
1207265,-434,950,267,672,212,10,-281,666,116,1
1207281,202,1205,445,563,722,50,-330,523,-77,1
1207296,-424,1539,425,572,1166,272,-233,580,-135,1
1207312,171,1784,524,672,1574,383,-223,742,-38,1
1207328,70,1490,346,245,1435,353,-262,942,223,1
1207343,-181,862,188,-527,1009,666,-145,1180,310,1
1207359,707,637,-396,-1081,842,565,9,1314,310,1
1207375,1585,-78,851,-1054,768,262,252,1419,145,1
1207390,1585,-78,851,-345,629,-20,262,1247,271,1
1207406,50,500,1633,-154,657,-121,184,819,271,1
1207421,-2181,823,1356,45,888,-70,165,676,38,1
1207437,-4717,1117,772,409,1092,-111,135,533,0,1
1207453,-4878,1549,247,-263,1203,232,-38,733,106,1
1207468,2565,-225,-534,-1436,1027,323,-87,1133,67,1
1207484,1121,2754,158,1063,1259,-303,-233,1400,-19,1
1207500,-1565,666,435,1781,805,161,-155,1304,-145,1
1207515,-292,852,514,63,1027,666,-135,1190,-155,1
1207531,-363,941,594,-618,1074,606,-155,1152,-194,1
1207546,-424,901,514,-281,824,373,-271,961,-135,1
1207562,-222,1019,366,245,898,303,-320,895,-145,1
1207578,-202,1107,257,518,944,181,-446,952,-106,1
1207593,-232,1176,336,600,1000,30,-524,952,-87,1
1207609,-121,1343,554,845,1083,10,-553,961,-77,1
1207625,-323,1568,445,781,1120,-90,-359,771,67,1
1207640,-171,911,356,-545,768,323,-97,561,291,1
1207656,-909,-215,89,-1836,546,969,145,695,339,1
1207671,-1222,-598,0,-1981,490,838,194,819,475,1
1207687,-545,-1058,524,-845,564,414,446,1266,67,1
1207703,-656,411,623,190,851,70,582,1495,-281,1
1207718,-171,1764,1237,1309,1907,232,582,1495,-281,1
1207734,858,4696,-1019,2863,3509,-484,155,1400,-388,1
1207750,-161,196,9,127,870,-565,-349,1885,-543,1
1207765,-959,666,217,-1418,-9,111,-893,1295,281,1
1207781,-616,764,752,-618,407,454,-194,771,291,1
1207796,-363,823,772,190,870,616,-19,638,-48,1
1207812,-272,1107,653,709,1305,363,-67,638,-97,1
1207828,-272,1107,653,600,972,232,-233,866,-116,1
1207843,-111,1019,326,445,750,121,-533,1152,-145,1
1207859,-232,1352,396,445,750,121,-660,914,116,1
1207875,-121,1019,168,500,1009,282,-553,676,9,1
1207890,-121,1019,168,0,870,434,-310,466,427,1
1207906,-383,343,336,-845,722,646,-9,647,368,1
1207921,-909,-245,148,-1045,731,373,203,1047,106,1
1207937,-909,-245,148,-727,824,90,524,1580,233,1
1207953,-555,196,128,-618,1000,-212,912,1923,-233,1
1234093,808,372,524,-736,694,101,194,876,281,1
1234109,303,117,-19,-954,527,262,194,876,281,1
1234125,-494,882,-237,-272,685,171,339,961,97,1
1234140,-1595,1176,-1158,290,657,-30,291,1038,-184,1
1234156,-131,1607,-1960,200,712,313,194,914,-38,1
1234171,656,1264,-376,-563,1018,191,116,723,9,1
1234187,808,2058,2079,809,2092,-151,116,723,9,1
1234203,-1121,1068,316,1845,1712,343,67,1009,-203,1
1234218,-747,754,188,172,629,565,-106,1971,-495,1
1234234,-202,568,465,-863,537,151,-407,1723,29,1
1234250,-202,568,465,-918,694,545,-291,780,766,1
1234265,-313,950,574,127,888,787,-19,819,145,1
1234281,-282,1000,633,554,1101,787,155,828,-29,1
1234296,-212,1088,514,436,990,575,48,857,87,1
1234312,-424,990,445,36,907,515,-135,1190,184,1
1234328,-363,901,485,72,1018,363,-155,1219,233,1
1234343,-272,931,376,90,925,242,-116,1095,233,1
1234359,-323,960,316,118,972,242,-106,1009,223,1
1234375,-252,931,316,172,888,242,-48,1000,135,1
1234390,-151,931,336,154,842,303,106,895,38,1
1234406,-292,901,415,45,944,212,106,895,38,1
1234421,-363,960,405,-81,1037,70,29,1000,-67,1
1234437,-484,911,514,-81,1037,70,-29,1114,-135,1
1234453,-323,735,366,-100,907,-20,-155,1057,-97,1
1234468,-90,1088,316,127,777,141,-349,990,19,1
1234484,-262,1147,366,290,1027,131,-126,1019,-223,1
1234500,-464,980,306,236,1185,131,126,1028,-320,1
1234515,-424,784,742,54,1046,40,-67,971,0,1
1234531,-404,823,851,-190,990,80,-145,952,106,1
1234546,-353,911,821,-318,1037,272,-58,914,116,1
1234562,-373,882,811,-236,1055,464,-48,1038,97,1
1234578,-202,754,722,-245,962,323,38,1114,184,1
1234593,-111,686,643,-400,888,232,126,1133,135,1
1234609,-101,656,415,-400,888,232,213,1095,67,1
1234625,272,764,445,-554,879,464,213,980,67,1
1234640,111,676,396,-400,898,242,184,866,223,1
1234656,242,735,267,-63,574,414,126,952,67,1
1234671,262,862,49,-63,574,414,9,780,-67,1
1234687,191,941,59,54,518,242,-29,704,29,1
1234703,-1555,931,-356,327,620,404,29,676,48,1
1234718,1818,411,-39,945,1379,-20,0,857,-38,1
1234734,1818,411,-39,-45,1518,-303,0,857,-38,1
1234750,-141,774,1455,254,1750,-202,-48,1790,-165,1
1234765,-969,1490,-188,245,787,-40,106,1257,38,1
1234781,-505,784,485,-190,583,363,106,1257,38,1
1234796,-606,607,762,-600,935,636,155,1000,145,1
1234812,-484,990,396,-609,1037,757,135,1000,126,1
1234828,-171,1049,455,63,972,535,38,961,194,1
1234843,-151,1009,376,418,935,424,-126,1104,203,1
1234859,-323,1009,475,327,879,515,-252,1095,155,1
1234875,-292,901,465,181,953,424,-252,1095,155,1
1234890,-292,901,465,-54,888,424,-213,1000,174,1
1234906,-333,941,376,-100,972,414,-155,961,262,1
1234921,-323,941,415,-9,1000,373,-9,1009,233,1
1234937,-222,941,396,90,935,262,-9,1009,233,1
1234953,-232,941,396,154,916,242,9,1066,165,1
1234968,-212,931,386,154,907,272,58,1114,106,1
1234984,-202,941,415,209,898,202,77,1038,38,1
1235000,-151,960,445,190,851,181,87,914,38,1
1235015,-171,892,465,190,898,252,77,895,77,1
1235031,-80,970,366,363,879,313,38,952,48,1
1235046,-90,1107,366,554,907,272,-67,1047,38,1
1235062,-151,911,346,518,824,161,-135,1057,29,1
1235078,-292,980,425,436,824,303,-223,866,-38,1
1235093,-111,1245,613,427,1018,171,-466,819,87,1
1235109,-191,1009,386,9,1138,70,213,1028,-291,1
1235125,-383,637,762,-263,1009,-111,135,923,38,1
1235140,-474,617,940,-572,1083,-121,-203,885,582,1
1235156,-424,803,960,-727,1101,252,-330,1028,427,1
1235171,-272,1019,742,-636,1018,646,-58,1057,339,1
1235187,202,725,237,-1072,879,595,58,1047,291,1
1235203,616,205,168,-1327,750,595,203,1066,252,1
1235218,585,294,405,-818,629,535,233,1028,233,1
1235234,-2242,1794,-673,1263,1037,424,349,904,-48,1
1235250,-363,2598,-2079,1300,1000,131,174,1019,-135,1
1235265,1171,254,425,-100,1259,171,67,1019,77,1
1235281,90,1274,1168,1063,1333,-151,-135,1523,-203,1
1235296,-1070,1147,89,1063,1333,-151,-48,1342,-77,1
1235312,-747,480,742,136,574,-30,38,980,97,1
1235328,-454,882,356,-609,759,696,135,933,203,1
1235343,-151,1009,376,-990,916,848,155,971,165,1
1235359,-101,1009,376,-127,1379,404,38,1019,194,1
1235375,-262,1049,495,463,787,171,-97,1085,145,1
1235390,-343,960,425,536,740,242,-155,1057,155,1
1235406,-363,921,386,18,1101,343,-135,1000,165,1
1235421,-404,970,356,-327,1037,292,-48,980,203,1
1235437,-262,960,465,-245,870,404,-48,952,184,1
1235453,-292,990,455,136,962,383,-48,952,184,1
1235468,-262,950,455,209,944,414,-48,1038,233,1
1235484,-262,950,455,263,916,414,-48,1038,233,1
1235500,-222,990,475,300,935,323,-77,1009,213,1
1235515,-202,1009,435,354,898,252,-38,1009,106,1
1235531,-161,911,376,390,814,191,-97,876,155,1
1235546,-151,970,425,527,787,202,-174,828,184,1
1235562,-20,990,465,636,805,373,-271,780,38,1
