TIME,ACCX1,ACCY1,ACCZ1,ACCX2,ACCY2,ACCZ2,ACCX3,ACCY3,ACCZ3,FR
450031,0,1156,287,181,925,-181,281,809,145,1
450046,-404,803,544,-590,990,171,456,809,456,1
450062,-414,1215,227,-254,1268,121,533,1209,-9,1
450078,-414,1215,227,45,1138,313,456,1400,-174,1
450093,20,990,158,236,1027,252,368,1276,-77,1
450109,222,1068,-9,381,953,50,233,933,291,1
450125,-20,1049,79,390,935,-20,97,828,592,1
450140,-20,1049,79,236,944,10,0,800,728,1
497703,-141,1009,257,154,1000,171,-48,1076,-9,1
497718,-151,1009,257,163,1000,151,-38,1085,-58,1
497734,-171,1039,217,154,1000,101,-38,1085,-48,1
497750,-171,1009,237,163,981,40,-67,1000,-9,1
497765,-131,1019,237,254,972,10,-145,952,9,1
497781,-111,1029,198,281,935,0,-203,904,0,1
497796,-101,1068,227,372,916,0,-242,885,0,1
497812,-80,1137,287,372,916,0,-252,914,-19,1
497828,-70,1245,297,463,935,-20,-223,952,-58,1
497843,-50,1274,277,481,981,-40,-145,1000,-58,1
497859,10,1372,287,572,990,-30,-135,1000,-29,1
497875,111,1500,237,690,1064,-90,-145,980,-9,1
497890,151,1568,207,727,1157,-141,-184,990,0,1
497906,111,1392,306,800,1222,-212,-194,1009,0,1
497921,-40,1196,336,636,1148,-171,-126,1009,0,1
497937,-111,950,376,281,1092,-70,-19,961,0,1
497953,-202,735,366,-36,1027,60,29,971,29,1
497968,-242,539,445,-236,972,222,97,1047,48,1
497984,111,392,356,-290,879,272,126,1104,87,1
498000,242,392,207,-372,805,303,97,1133,106,1
498015,272,450,207,-345,851,292,87,1123,58,1
498031,212,539,118,-272,833,262,58,1104,87,1
498046,40,607,89,-272,833,252,29,1047,87,1
498062,30,637,69,-190,796,222,29,1047,87,1
498078,0,676,108,-154,703,171,29,1019,77,1
498093,-121,764,168,-190,703,191,38,990,106,1
498109,-303,872,198,-145,694,191,38,990,116,1
498125,-434,950,237,-127,777,181,67,952,106,1
498140,-505,1019,257,-54,814,151,77,923,116,1
498156,-636,1049,267,0,861,50,67,942,97,1
498171,-676,1098,247,154,935,-30,97,1019,19,1
498187,-828,1392,316,181,972,-90,97,971,77,1
498203,-1727,2578,-970,354,925,-30,106,933,165,1
498218,898,2196,-247,1909,1370,-282,29,1095,0,1
498234,1777,235,277,1909,1370,-323,-262,1438,-174,1
498250,-434,980,108,90,592,-232,-398,1380,-87,1
498265,-434,1196,158,100,814,-222,-291,809,155,1
498281,-434,1196,158,181,888,-30,19,628,-67,1
498296,-161,911,405,-72,870,90,106,714,-58,1
498312,-212,1088,346,-136,1046,161,126,990,-106,1
498328,-80,1078,138,272,1018,10,97,1190,-48,1
498343,80,1078,158,300,990,20,-38,1219,-58,1
498359,-20,1029,118,345,944,30,-155,1142,-77,1
498375,-60,1019,168,127,1018,30,-203,1095,-48,1
498390,-60,1019,168,90,1046,101,-194,1076,-87,1
498406,-40,1019,188,145,981,161,-155,1028,-77,1
498421,-101,1049,277,127,1018,141,-135,1000,-67,1
498437,-121,1039,277,172,1000,101,-155,1000,-58,1
498453,-80,1029,247,200,962,121,-194,1000,0,1
498468,-90,1029,247,227,953,70,-242,933,-19,1
498484,-40,1049,227,227,944,131,-223,923,9,1
498500,-30,1009,237,263,944,151,-223,980,9,1
498515,-50,1019,237,236,972,161,-203,1019,9,1
498531,-50,1019,237,200,972,181,-145,1057,29,1
498546,-90,1009,267,145,1000,171,-135,1076,19,1
498562,-111,1029,237,154,990,151,-116,1047,19,1
498578,-121,1009,247,136,981,131,-106,1047,9,1
498593,-121,1009,247,136,981,131,-126,1038,19,1
498609,-70,1019,227,145,990,111,-155,1028,19,1
498625,-80,1019,237,181,981,121,-145,1038,-29,1
498640,-80,1009,237,218,972,111,-145,1019,19,1
498656,-40,1019,227,227,944,141,-145,1000,-9,1
498671,-60,1019,237,254,935,131,-145,980,-9,1
498687,-131,1000,257,218,944,131,-126,961,9,1
498703,-101,1019,227,209,935,131,-135,980,9,1
498718,-80,1019,237,190,972,121,-126,961,9,1
498734,-131,1029,227,190,972,121,-116,1000,48,1
498750,-80,1009,237,236,944,101,-106,971,38,1
498765,-111,1019,247,209,953,121,-87,990,58,1
498781,-90,1039,217,281,935,101,-106,961,67,1
498796,-70,1039,237,281,944,121,-116,980,48,1
498812,-90,1049,207,327,916,101,-116,942,97,1
498828,-101,1029,257,345,879,90,-116,942,97,1
498843,-90,1078,188,327,907,101,-77,971,67,1
498859,-121,1107,188,372,888,80,-116,942,-38,1
498875,-40,1205,247,400,898,161,-116,942,-38,1
498890,-181,1166,297,463,1018,121,-97,1028,38,1
498906,-181,1107,247,336,972,50,-48,1123,-38,1
498921,-161,1225,297,300,1018,60,-58,904,19,1
498937,-50,1382,237,381,1074,30,-58,904,19,1
498953,20,1607,257,554,1129,60,-223,1190,-48,1
498968,151,1627,138,809,1175,-90,-223,1190,-48,1
498984,121,1676,59,881,1157,-282,-281,1209,-67,1
499000,191,1715,59,827,1185,-242,-223,1085,-106,1
499015,252,1656,108,636,1194,-121,-135,980,-135,1
499031,161,1490,326,472,1083,90,-87,914,-97,1
499046,10,1137,613,209,1101,121,-29,895,-77,1
499062,-333,823,762,-27,1046,212,29,923,-48,1
499078,-404,725,633,-390,1055,232,58,980,-9,1
499093,383,480,386,-563,1166,313,87,1028,-48,1
499109,474,264,415,-318,1055,252,77,1085,0,1
499125,454,274,376,-181,962,171,58,1133,48,1
499140,555,450,316,-236,898,212,67,1104,38,1
499156,585,500,227,-218,879,131,48,1038,9,1
499171,515,539,217,-209,888,131,9,1019,-9,1
499187,373,607,237,-236,935,80,19,990,29,1
499203,272,705,257,-190,787,40,19,990,29,1
499218,171,774,267,-200,805,70,38,1000,38,1
499234,90,862,287,-218,777,80,67,990,48,1
499250,-10,990,297,-218,740,111,87,980,58,1
499265,-90,1078,287,-181,712,60,77,971,58,1
499281,-131,1156,306,-318,750,40,67,980,67,1
499296,-101,1235,227,-318,722,-20,77,1000,77,1
499312,-141,1264,237,-327,768,-20,67,990,87,1
499328,-282,1421,217,-163,796,-60,48,961,87,1
499343,-343,1549,138,-72,925,0,58,933,58,1
499359,-585,1784,49,245,1037,-90,87,904,77,1
499375,-919,1813,-188,554,981,-60,116,952,38,1
499390,-1272,1715,-336,645,861,-40,116,971,67,1
499406,-1323,1480,-306,1363,685,-212,97,1066,-67,1
499421,-1505,1372,-475,1072,805,-212,38,1047,97,1
499437,-1323,1450,-950,1072,805,-212,-9,1000,242,1
499453,1383,1754,-267,618,1111,-454,-77,857,213,1
499468,1090,1225,-148,618,1111,-454,-116,1066,-174,1
499484,-1101,1578,603,1181,1296,-646,-223,1695,-203,1
499500,-141,1401,168,1318,1250,-464,-398,1771,-223,1
499515,292,823,-89,572,861,70,-213,971,126,1
499531,292,823,-89,-836,1037,343,-29,904,-165,1
499546,-545,823,811,-836,1037,343,87,914,-19,1
499562,-202,1000,445,-227,1194,363,-29,1161,-97,1
499578,-10,1029,237,-227,1194,363,-155,1266,-48,1
499593,202,1009,168,209,1055,161,-291,1152,-19,1
499609,202,1009,168,454,879,80,-359,895,-38,1
499625,151,1009,237,354,888,101,-368,809,-87,1
499640,111,980,227,318,907,90,-330,752,-58,1
499656,40,1009,287,300,870,141,-281,809,-58,1
499671,-10,1009,306,272,907,131,-233,914,-77,1
499687,-70,1029,267,190,925,151,-203,933,-58,1
499703,-20,1029,237,154,990,131,-223,980,-38,1
499718,10,1009,198,209,990,121,-223,1009,-19,1
499734,0,1019,227,209,962,121,-184,1038,9,1
499750,0,1019,227,163,962,121,-135,1009,-29,1
499765,-60,1009,237,154,981,161,-155,990,-9,1
504468,-50,1029,207,309,925,60,-213,980,9,1
504484,-70,1029,227,272,944,80,-165,980,9,1
504500,-90,1029,237,227,962,40,-145,980,48,1
504515,-70,1019,217,200,972,40,-145,980,29,1
504531,-101,1019,227,227,972,70,-194,990,29,1
504546,-101,1039,198,218,953,50,-213,1038,-29,1
504562,-101,1039,247,254,962,10,-165,1038,-77,1
504578,-101,1068,207,327,962,30,-145,1047,-116,1
504593,-40,1078,207,381,935,111,-77,1047,-145,1
504609,-50,1088,227,372,944,70,-9,1019,-87,1
504625,-60,1058,227,400,888,40,-19,866,-19,1
504640,-50,1049,217,445,888,0,-145,800,-9,1
504656,-40,1068,247,400,925,10,-252,780,0,1
504671,-70,1088,257,109,944,111,-291,876,-19,1
504687,-30,911,217,-136,1009,80,-203,1133,-271,1
504703,-292,941,158,-245,1092,101,-29,1104,0,1
504718,-262,862,108,-209,1074,121,0,1161,-106,1
504734,-252,941,148,9,1018,60,0,1057,-77,1
504750,-151,990,198,145,1046,20,-77,1076,-67,1
504765,-181,1049,217,136,1037,-10,-184,1133,-38,1
504781,-161,1078,207,127,1046,-60,-194,1133,-29,1
504796,-181,1068,178,90,1046,0,-135,1038,-67,1
504812,-171,1058,168,81,1037,-20,-116,990,-48,1
504828,-202,1039,158,72,990,20,-116,990,-48,1
504843,-151,960,158,72,953,0,-67,980,-48,1
504859,-181,872,188,-81,898,30,-9,1038,-19,1
504875,-292,843,207,-90,898,20,-19,1028,-29,1
504890,-272,833,227,-72,879,40,-19,942,-77,1
504906,-272,784,277,-54,888,70,-29,876,-29,1
504921,-292,843,198,590,1055,-131,-58,1019,-165,1
504937,40,1274,-168,490,916,-70,-174,1038,-29,1
504953,181,1176,306,290,962,-10,-106,933,-19,1
504968,-90,1117,138,-172,1092,90,-38,1104,-126,1
504984,-141,1000,316,27,1074,60,-48,1171,-58,1
505000,-282,1068,217,263,953,-111,-135,1047,9,1
505015,-101,1058,79,218,944,-90,-194,942,-29,1
505031,-111,1029,168,227,944,10,-271,961,-19,1
505046,-121,1058,207,300,953,131,-281,1000,-19,1
505062,-111,1058,247,309,953,141,-203,1000,-87,1
505078,-90,1039,237,290,953,90,-9,980,-29,1
505093,-50,1009,217,200,962,70,19,1009,9,1
505109,-70,990,217,272,925,70,19,1019,29,1
505125,-90,1019,217,336,907,70,-38,942,-9,1
505140,-40,1049,168,345,879,101,-116,914,-29,1
505156,-30,1009,237,309,898,141,-126,961,-38,1
505171,-50,1019,198,263,935,80,-67,971,-38,1
505187,-40,1000,198,172,962,50,-77,1038,-58,1
505203,-90,980,198,181,972,60,-58,1066,-106,1
505218,-121,1009,168,118,981,40,-29,1038,-77,1
505234,-70,1019,217,127,1009,40,-29,1038,-77,1
505250,-40,1000,207,127,1009,40,-67,1047,-77,1
505265,-90,1039,257,190,1000,40,-97,1057,-48,1
505281,-60,1029,217,163,981,60,-126,1038,-48,1
505296,-171,1029,207,163,990,0,-203,1009,-19,1
505312,-121,1058,207,227,962,-20,-184,1019,-87,1
505328,-111,1039,188,254,935,-20,-213,942,9,1
505343,-90,1049,158,263,944,20,-281,971,29,1
505359,-80,1039,188,263,944,101,-262,1009,-9,1
505375,-80,1039,188,272,972,101,-184,1028,-97,1
505390,-101,1039,217,300,962,111,-116,1057,-126,1
505406,-90,1049,257,336,981,70,-58,1066,-106,1
505421,-121,1078,247,300,972,10,-19,990,-67,1
505437,-50,1088,237,309,944,-60,-67,914,-9,1
505453,-111,1088,237,309,916,-60,-145,866,-9,1
505468,-80,1058,227,281,944,-30,-223,876,9,1
505484,-70,1058,217,200,990,30,-223,990,-97,1
505500,-70,1058,217,-36,1037,20,-223,990,-97,1
505515,-70,1098,198,-36,1037,20,-106,1190,-368,1
505531,-101,1068,237,-281,990,101,-58,980,29,1
505546,-141,970,217,-418,898,181,-48,1009,19,1
505562,-141,970,217,-345,953,171,29,961,0,1
505578,-262,882,59,-345,953,171,29,961,0,1
505593,-292,676,0,27,1027,121,-38,1047,-67,1
505609,-292,725,108,290,1101,10,-155,1209,-106,1
505625,-292,725,108,409,1101,-80,-271,1152,-67,1
505640,-242,901,257,409,1101,-80,-310,1085,-97,1
505656,-141,1127,227,300,1027,-111,-310,1085,-97,1
505671,-90,1215,217,145,981,-111,-271,1019,-77,1
505687,-111,1176,198,72,962,-80,-174,952,-97,1
505703,-111,1176,198,72,962,-80,-58,961,-126,1
505718,-141,1078,148,-18,962,-20,-58,961,-126,1
505734,-171,1019,89,-81,953,20,-48,980,-48,1
505750,-171,941,108,-81,907,90,-9,1000,0,1
505765,-171,901,138,172,1037,80,9,1028,-77,1
505781,-262,843,128,509,1055,30,-87,1104,-145,1
505796,-111,970,237,445,953,0,-145,1076,-77,1
505812,-30,1215,277,445,953,0,-145,1076,-77,1
505828,-30,1107,267,254,916,-50,-174,942,-77,1
505843,-30,1107,267,227,898,-30,-165,857,-77,1
505859,-151,1058,168,263,916,-10,-155,857,-58,1
505875,-121,1019,148,245,916,-10,-116,904,-87,1
505890,-101,1019,158,200,944,0,-87,961,-87,1
505906,-111,1019,138,200,953,-10,-87,980,-58,1
505921,-131,1009,188,200,953,-10,-87,980,-58,1
505937,-141,1029,188,181,879,10,-87,1000,-67,1
505953,-161,990,148,63,861,10,-58,971,-38,1
505968,-161,901,118,-127,907,50,-48,942,-19,1
505984,-161,813,49,-9,1037,50,-19,952,-87,1
506000,-80,921,108,163,1138,20,-58,1085,-106,1
506015,-161,1107,257,263,1120,0,-135,1238,-165,1
506031,-151,1176,257,263,1027,-10,-223,1200,-67,1
506046,-141,1156,198,136,981,-20,-223,1019,-19,1
506062,-171,1049,168,118,972,20,-223,1019,-19,1
506078,-151,1009,148,118,972,20,-165,952,-58,1
506093,-131,1029,178,118,972,30,-106,933,-77,1
506109,-131,1029,178,81,972,50,-87,1019,-58,1
506125,-212,990,178,118,981,50,-77,1066,-97,1
506140,-161,1000,128,145,972,0,-77,1057,-29,1
506156,-151,990,178,100,1000,-10,-67,1038,-67,1
506171,-151,1000,148,36,990,-10,-48,1047,-87,1
506187,-171,990,168,54,972,-10,-97,971,9,1
506203,-222,980,168,54,972,-10,-106,1019,-67,1
506218,-151,960,178,36,981,70,-106,1057,-97,1
506234,-131,1009,207,81,1064,121,-106,1057,-97,1
506250,-161,1049,227,172,1027,111,-97,1123,-116,1
506265,-151,1049,217,136,1018,60,-116,1104,-48,1
506281,-151,1039,178,118,981,30,-67,1047,-38,1
506296,-141,1000,198,136,962,0,-87,990,-19,1
506312,-121,1049,207,227,953,-10,-135,952,-48,1
506328,-111,1029,207,227,935,-10,-174,961,-29,1
