TIME,ACCX1,ACCY1,ACCZ1,ACCX2,ACCY2,ACCZ2,ACCX3,ACCY3,ACCZ3,FR
455484,80,1029,198,-45,981,222,9,1009,58,1
455500,101,1019,198,-27,981,181,19,990,-9,1
455515,80,1029,178,-36,953,212,19,1000,0,1
455531,90,1009,178,-54,962,222,38,980,29,1
455546,90,1009,178,-100,962,222,38,980,38,1
455562,80,1039,158,-118,935,262,48,980,29,1
455578,90,1019,168,-145,935,272,58,961,58,1
455593,70,1029,168,-200,935,303,29,971,0,1
455609,60,1029,188,-209,935,292,38,980,-9,1
455625,40,1039,198,-172,935,232,48,1028,-135,1
455640,60,1000,207,-90,953,171,-9,980,-135,1
455656,40,1029,207,9,953,181,-67,904,-9,1
455671,30,1049,257,45,935,262,-58,933,9,1
455687,40,1019,198,27,972,232,0,990,-29,1
455703,121,1019,168,45,1000,262,97,1019,29,1
455718,121,1029,217,45,1037,191,126,1076,48,1
455734,161,1058,158,36,1027,191,126,1095,-19,1
455750,181,1078,158,-27,1037,151,67,1066,-38,1
455765,161,1068,138,-90,1055,151,19,1085,-106,1
455781,151,1068,118,-127,1055,121,0,1114,-165,1
455796,151,1137,108,-254,1055,121,19,1123,-145,1
455812,151,1156,108,-318,1000,111,77,1123,-135,1
455828,101,1205,29,-354,1018,80,126,1095,-135,1
455843,70,1186,69,-281,1000,90,135,1009,-106,1
455859,80,1215,69,-263,1009,121,106,952,-106,1
455875,70,1225,99,-209,1009,60,67,914,-116,1
455890,111,1215,89,-209,1009,60,38,866,-126,1
455906,151,1156,128,-109,1000,111,-29,876,-135,1
455921,252,1078,158,-18,1000,141,-38,914,-145,1
455937,282,1039,168,72,1000,151,-48,942,-106,1
455953,343,950,198,209,972,161,-67,961,-77,1
455968,373,872,89,327,972,161,-77,1019,-77,1
455984,40,784,108,445,1027,181,-97,1047,-48,1
456000,-141,568,79,545,953,171,-126,1085,-58,1
456015,-343,460,148,572,907,202,-135,1104,-87,1
456031,-353,441,99,518,870,161,-126,1028,-106,1
456046,-414,519,138,463,870,181,-116,980,-67,1
456062,-303,627,148,400,870,181,-77,933,-67,1
456078,-80,843,188,254,916,191,-67,942,-38,1
456093,70,1029,257,0,1018,30,-48,980,-58,1
456109,212,1352,267,-172,1055,-40,29,1028,-29,1
456125,535,1294,217,-318,1037,-90,48,1047,-48,1
456140,737,1274,217,-372,1046,-80,58,980,-29,1
456156,868,1264,257,-390,1157,262,77,1123,-97,1
456171,1959,1549,-148,-1209,1296,212,213,1276,-135,1
456187,2818,1980,-564,-118,759,-424,58,1095,-77,1
456203,-131,598,-9,963,768,454,-87,761,-58,1
456218,-222,480,247,536,1111,242,-145,885,-77,1
456234,171,1176,316,-63,935,242,-135,1047,-29,1
456250,141,1284,39,-327,962,191,-67,1142,-48,1
456265,141,872,128,-236,1101,151,58,1133,-58,1
456281,161,1019,138,-181,1055,-70,135,1095,-19,1
456296,101,1098,49,-200,953,0,145,1047,-19,1
456312,-30,1088,59,-118,1000,80,116,990,-38,1
456328,20,1009,108,-45,1009,131,48,942,-29,1
456343,131,1039,99,0,972,161,29,980,-58,1
456359,141,1029,89,18,1009,191,29,1047,-58,1
456375,121,1019,128,-36,953,151,29,1047,-58,1
456390,70,1058,108,-54,990,101,77,1028,-38,1
456406,40,1029,108,-45,972,131,77,1028,-38,1
456421,50,1039,99,-27,981,111,106,1038,-38,1
456437,101,1039,108,45,981,111,97,1038,-58,1
456453,111,1039,108,109,1009,111,126,1066,-67,1
456468,141,1029,158,63,1046,30,126,1066,-38,1
456484,60,1019,138,-18,981,70,126,1066,-38,1
456500,151,1029,19,-90,916,151,116,990,-48,1
456515,101,1049,39,-245,888,262,116,990,-48,1
456531,60,1039,108,-372,907,212,97,923,-87,1
456546,-20,1049,178,-354,870,242,77,857,-77,1
456562,20,980,237,-200,925,131,48,847,-67,1
456578,161,1009,99,-81,990,70,19,857,-48,1
456593,131,1029,158,36,944,70,0,866,9,1
456609,20,990,217,100,935,141,0,942,-9,1
456625,-151,950,227,209,944,262,9,980,-9,1
456640,-181,941,237,209,944,262,0,1028,-48,1
456656,-40,1009,188,227,953,292,29,1085,-126,1
456671,444,1088,-118,63,990,313,19,1095,-29,1
456687,181,970,-257,-118,990,292,0,1095,0,1
456703,121,911,108,-109,1018,131,-19,1095,-58,1
460328,454,1019,59,363,824,464,38,1076,-155,1
460343,191,911,336,536,879,545,-87,866,-87,1
460359,0,1078,257,336,1037,333,-126,847,-126,1
460375,0,1068,89,336,1037,333,-58,942,-77,1
460390,90,1019,138,-136,1111,60,19,1085,-77,1
460406,282,1049,148,-181,1009,40,106,1171,-19,1
460421,232,1019,138,18,1037,161,135,1180,0,1
460437,90,1019,168,0,990,181,97,1085,19,1
460453,10,1009,188,-109,972,191,116,980,19,1
460468,50,1029,168,-127,953,202,87,952,-9,1
460484,131,1039,158,-118,953,222,116,942,-19,1
460500,101,1029,178,-127,925,202,126,952,9,1
460515,101,1029,178,-100,925,282,145,1019,19,1
460531,60,1039,207,-63,916,282,155,1038,29,1
460546,50,1039,217,-45,953,292,135,1000,48,1
460562,80,1039,207,-36,962,262,87,971,67,1
460578,121,1019,207,-18,953,252,67,1009,67,1
460593,121,1019,207,-81,972,232,77,1019,67,1
460609,90,1000,198,-127,972,202,67,1047,48,1
460625,70,1029,188,-109,981,191,77,1038,48,1
460640,80,1009,198,-90,990,222,77,1038,29,1
460656,90,1019,188,-90,962,212,67,1028,48,1
460671,101,1000,178,-90,953,222,87,971,0,1
460687,70,1009,188,-90,953,212,87,961,9,1
460703,90,1019,198,-90,944,202,87,980,29,1
460718,101,1029,168,-90,962,191,126,990,87,1
460734,80,1009,168,-63,944,232,126,1009,58,1
460750,80,1049,188,-54,962,272,116,1047,19,1
460765,101,1078,217,18,1009,262,38,1076,-155,1
460781,161,1039,188,127,1018,212,-87,980,58,1
460796,212,1029,118,172,1046,151,0,1085,-58,1
460812,161,1068,168,136,1046,171,77,1133,-19,1
460828,131,1068,178,63,1027,181,116,1095,9,1
460843,141,1058,168,-18,972,171,106,1057,0,1
460859,131,1029,178,-90,981,181,97,1009,-48,1
460875,90,1049,158,-145,953,161,58,971,-87,1
460890,60,1029,168,-209,935,151,29,933,-97,1
460906,70,1019,148,-245,935,111,9,914,-97,1
460921,50,980,316,-200,953,20,-9,914,-106,1
460937,40,931,356,-54,953,-30,0,914,-67,1
460953,161,1000,287,90,935,0,29,914,-38,1
460968,171,990,277,163,972,20,0,933,-38,1
460984,40,990,366,227,1000,121,-9,971,-48,1
461000,30,1009,356,172,981,202,-48,1009,-58,1
461015,0,1009,316,18,935,262,-77,1019,-38,1
461031,30,1009,247,-45,916,323,-116,980,-48,1
461046,101,1009,148,-81,898,323,-145,980,-9,1
461062,30,960,158,-90,888,222,-145,980,-9,1
461078,-111,901,158,36,870,202,-155,980,-19,1
461093,-191,872,158,72,888,292,-145,980,-38,1
461109,-171,901,9,9,981,171,-116,1009,-29,1
461125,-50,1000,-227,-100,990,363,-97,1095,-184,1
461140,383,1352,-980,-581,1185,373,-48,1085,-19,1
461156,373,1362,-564,-718,1240,-191,9,1095,106,1
461171,-505,745,762,-245,1148,-70,29,1190,38,1
461187,-80,1147,376,-18,981,50,67,1285,-194,1
461203,515,1117,-99,272,861,212,0,1190,-97,1
461218,323,931,108,281,861,272,-29,1000,-126,1
461234,131,1029,237,300,990,191,-48,809,-126,1
461250,0,1068,99,-109,953,90,0,819,-135,1
461265,-141,1058,138,-363,972,111,87,904,-97,1
461281,-40,990,138,-300,972,111,184,1000,-19,1
461296,141,1039,138,-300,972,111,242,1076,67,1
461312,141,1029,158,-136,935,303,233,1114,29,1
461328,10,1019,217,-136,935,303,165,1028,48,1
461343,-20,1039,188,-136,953,282,116,961,38,1
461359,30,1049,168,-36,962,252,67,990,67,1
461375,101,1049,178,9,981,262,58,1038,77,1
461390,121,1058,158,27,990,262,77,1095,58,1
461406,101,1058,168,18,1009,232,106,1095,38,1
461421,70,1049,158,9,1018,171,116,1076,9,1
461437,60,1058,128,45,1037,171,106,1085,-77,1
461453,101,1058,158,81,1037,131,38,1019,-9,1
461468,101,1049,138,109,1018,101,29,1028,58,1
461484,121,1039,89,9,1000,151,106,1085,29,1
461500,121,1039,89,-54,981,212,135,1066,0,1
461515,0,1068,168,-54,981,212,87,1057,-67,1
461531,40,1058,138,-200,962,202,0,980,-97,1
461546,50,1058,128,-200,962,202,-38,942,-135,1
461562,70,1058,69,-181,925,161,-38,904,-87,1
461578,121,1000,59,-272,925,121,19,914,-77,1
461593,-10,1019,79,-263,944,10,77,895,-48,1
461609,131,1039,-29,-200,962,-60,77,895,-48,1
461625,121,1029,19,-72,953,-50,87,876,-29,1
461640,131,1009,79,18,972,0,77,866,-48,1
461656,131,1009,79,18,972,0,58,866,-19,1
461671,111,1029,168,0,972,80,-19,942,-77,1
461687,80,1029,247,-27,972,171,-77,1038,-106,1
461703,70,1029,277,-72,990,202,-145,1057,-77,1
461718,60,1029,267,-81,944,212,-165,1057,-58,1
461734,0,980,306,-109,935,222,-165,1047,-58,1
461750,0,970,287,-118,916,222,-116,1000,-67,1
461765,0,921,287,-109,888,232,-116,1009,-97,1
461781,0,921,287,-90,888,232,-97,1009,-58,1
461796,-141,872,277,63,888,232,-58,1028,-97,1
461812,-141,872,277,136,888,303,-48,1057,-155,1
461828,-424,921,138,218,879,333,-67,1076,-97,1
461843,373,1519,-1168,9,1101,333,-19,1038,-19,1
461859,373,1519,-1168,-863,1425,-20,38,1152,-9,1
461875,-80,1460,-39,-809,1138,-434,126,1276,-184,1
461890,-333,774,663,-118,925,60,87,1133,-135,1
461906,151,1127,-108,90,814,151,19,980,-135,1
461921,191,1078,138,18,935,333,0,857,-135,1
461937,90,990,217,-18,907,232,38,847,-106,1
461953,151,1068,108,36,990,202,106,1009,-106,1
461968,40,1058,128,-300,944,151,223,1076,-29,1
461984,-131,1029,168,-390,1000,161,320,1076,0,1
462000,-131,1068,158,-218,962,202,291,1047,9,1
462015,40,1078,138,27,935,313,194,971,38,1
462031,111,1019,178,136,972,333,87,942,9,1
462046,111,1049,158,63,1018,292,9,971,38,1
462062,121,1058,99,9,1055,212,-29,1095,-48,1
462078,20,1058,138,0,1046,80,-87,1152,-87,1
462093,60,1058,99,0,1055,50,-77,1142,-87,1
462109,70,1039,89,-27,1046,101,-29,1104,-58,1
462125,70,1039,89,-27,1046,101,9,1057,-38,1
462140,30,1049,118,-72,972,151,58,1000,-87,1
462156,-50,1029,138,-181,935,151,77,923,-58,1
462171,-30,1009,148,-227,916,161,106,942,-77,1
462187,-10,1029,158,-227,916,161,106,942,-48,1
462203,-40,1049,158,-254,925,121,116,952,-67,1
462218,-40,1039,99,-281,907,161,97,952,-106,1
462234,-101,1029,148,-400,898,181,58,895,-126,1
462250,-141,1009,178,-363,888,181,58,895,-126,1
462265,-70,1000,158,-236,916,222,-48,933,-67,1
462281,20,980,138,-136,972,202,-48,933,-67,1
462296,20,980,138,0,962,212,-106,990,0,1
462312,40,1000,118,63,990,202,-97,1066,19,1
462328,20,990,148,-63,981,181,-48,1114,-77,1
462343,20,1049,128,-172,972,171,-19,1085,-97,1
462359,0,1029,138,-218,1027,101,-19,1047,-126,1
462375,10,1039,118,-109,990,101,9,1028,-58,1
462390,40,1029,118,-27,1009,121,29,1047,-77,1
485390,222,1107,138,-90,1120,181,242,1047,-106,1
485406,-40,1039,188,-263,1018,151,223,1000,-58,1
485421,-20,1117,158,-263,1018,151,155,990,-38,1
485437,30,1039,178,-81,953,272,77,1019,-58,1
485453,131,1009,178,54,981,252,19,1028,-38,1
485468,252,1029,138,63,981,181,19,1019,-19,1
485484,161,990,168,-81,1009,141,29,1038,9,1
485500,60,1009,168,-218,962,141,67,1009,29,1
485515,30,1039,128,-181,953,161,67,1019,19,1
485531,40,1029,158,-63,935,202,77,1009,-19,1
485546,90,1019,168,-45,935,252,77,971,-19,1
485562,111,1029,158,-45,953,282,58,980,0,1
485578,70,1058,207,-45,953,282,77,980,-38,1
485593,101,1039,188,-72,981,232,67,990,0,1
485609,80,1029,207,-27,962,242,38,1038,0,1
485625,90,1019,188,0,981,252,19,1028,29,1
485640,111,1019,207,0,1000,232,9,1038,58,1
485656,111,1039,198,0,1000,232,-29,1038,67,1
485671,111,1039,178,-9,1000,191,-19,1038,38,1
485687,111,1029,198,-54,972,232,-19,1038,38,1
485703,70,1019,198,-72,972,222,-19,1019,29,1
485718,90,1019,188,-63,972,222,-29,1019,19,1
485734,90,1019,188,-27,972,191,-9,980,19,1
485750,111,1009,217,-27,972,191,0,980,19,1
485765,111,1000,188,0,962,212,-9,1000,9,1
485781,90,1029,198,-9,944,212,0,1009,-9,1
485796,80,1029,207,-54,944,222,19,971,58,1
485812,80,1019,207,-90,953,262,29,990,38,1
485828,80,1009,217,-136,935,262,29,990,38,1
485843,70,1019,207,-154,935,232,19,980,0,1
485859,60,1019,188,-172,935,252,-19,952,9,1
485875,80,1009,207,-163,925,282,-9,952,0,1
485890,80,1029,227,-127,916,282,-19,990,-19,1
485906,121,1039,188,-81,935,242,-38,1038,-58,1
485921,161,1019,168,-18,944,242,-48,1019,-48,1
485937,161,1068,207,0,953,252,19,980,-38,1
485953,181,1068,217,-18,981,262,87,1009,29,1
485968,191,1117,178,-45,1018,222,145,1076,0,1
485984,181,1147,138,-45,1037,191,145,1133,-38,1
486000,161,1225,69,-136,1120,151,116,1152,-48,1
486015,111,1343,29,-236,1148,131,116,1152,-48,1
486031,80,1323,39,-354,1064,121,48,1219,-67,1
486046,60,1323,69,-400,1027,121,67,1190,-135,1
486062,80,1323,99,-372,1009,121,38,1104,-106,1
486078,90,1313,128,-318,1055,70,58,1000,-145,1
486093,80,1323,148,-218,1092,50,67,961,-126,1
486109,80,1323,148,-200,1083,121,87,933,-87,1
486125,232,1274,168,-63,1111,40,48,961,-87,1
486140,232,1176,217,27,1037,111,9,933,-97,1
486156,333,1107,227,154,1064,131,-38,933,-97,1
486171,363,941,217,218,1009,181,-38,914,-116,1
486187,363,941,217,290,1092,242,-58,933,-87,1
486203,575,911,128,336,1101,181,-67,980,-48,1
486218,292,862,89,336,1018,171,-67,1057,-77,1
486234,-30,617,178,345,972,151,-58,1114,-58,1
486250,-30,617,178,336,888,171,-48,1123,-48,1
486265,-171,568,138,254,898,161,-48,1095,-67,1
486281,-292,519,118,209,888,131,-58,1057,-77,1
486296,-212,549,138,145,870,171,-67,1038,-97,1
486312,-202,588,108,81,861,191,-67,990,-77,1
486328,-111,598,138,72,861,161,-67,952,-67,1
486343,-80,696,148,127,870,90,-77,980,-87,1
486359,-20,764,138,127,870,90,-48,980,-77,1
486375,40,872,128,154,870,70,-48,990,-97,1
486390,20,931,108,72,870,80,-87,933,-19,1
486406,80,1029,148,63,935,-20,-67,942,-58,1
486421,353,1127,198,-18,972,40,-58,952,-58,1
486437,90,1205,188,-200,953,212,-77,971,-38,1
486453,474,1294,178,-272,907,313,-58,952,9,1
486468,676,1431,79,-363,935,363,-29,952,-9,1
486484,757,1460,69,-881,1185,141,58,1104,-106,1
486500,868,1382,108,-1372,1185,282,97,1171,19,1
486515,1181,1411,366,-190,787,-121,0,1019,9,1
486531,2121,1647,-99,381,907,40,-165,914,48,1
486546,959,960,-386,390,1092,10,-213,1019,-48,1
486562,-101,1127,-227,-272,1000,111,-145,1219,-97,1
486578,-111,823,247,-390,1064,191,-38,1304,-116,1
486593,-222,1254,356,18,1000,141,77,1190,-38,1
486609,222,1049,118,254,1018,111,165,1019,-58,1
486625,282,1058,9,281,972,121,223,942,-58,1
486640,181,1058,69,27,1046,181,233,952,-48,1
486656,-60,1039,178,-290,1000,131,203,933,-48,1
486671,-20,1068,128,-163,953,161,145,942,-77,1
486687,10,1029,148,36,981,232,97,1000,-77,1
486703,111,1039,138,100,1037,161,87,1019,-48,1
486718,161,1029,168,9,1009,121,87,1057,9,1
486734,111,1019,138,-100,1000,131,116,1066,29,1
486750,60,1039,148,-136,962,151,135,1057,48,1
486765,60,1049,118,-118,972,191,145,1019,29,1
486781,40,1019,138,-100,953,181,126,990,48,1
486796,60,1029,168,-118,953,222,145,990,-9,1
486812,60,1039,158,-81,944,252,135,971,9,1
486828,60,1019,168,-100,972,262,116,961,0,1
486843,50,1039,168,-81,953,262,97,990,38,1
486859,40,1019,188,-72,962,242,106,1009,67,1
486875,40,1049,198,-63,981,242,87,1038,87,1
486890,60,1029,178,-81,981,262,97,1057,97,1
486906,60,1019,198,-81,981,222,77,1038,87,1
486921,70,1039,168,-72,990,212,87,1047,38,1
486937,80,1009,168,-100,1000,151,77,1047,29,1
486953,80,1029,178,-109,962,191,145,1047,0,1
486968,80,1029,158,-100,935,171,135,1028,-77,1
486984,60,1039,188,-109,925,131,135,942,-19,1
487000,50,1058,188,-109,925,262,213,990,-155,1
487015,50,1019,207,-163,916,191,38,933,-97,1
487031,-10,1186,207,-381,842,272,19,838,19,1
487046,121,1058,158,-445,888,323,97,800,0,1
487062,20,911,257,-309,879,282,-29,828,67,1
487078,-90,1088,336,-9,981,50,-29,828,67,1
487093,10,1019,336,609,1055,212,-97,933,0,1
487109,-111,892,514,827,1009,383,-116,1152,-67,1
487125,-10,794,405,72,944,303,-116,1152,-67,1
487140,353,911,207,-309,1046,101,58,1171,-9,1
487156,525,1205,-376,-409,1212,-252,126,1085,48,1
487171,80,1196,-702,-409,1027,40,145,1076,9,1
487187,-171,843,237,-45,916,323,9,1152,-165,1
487203,242,1127,79,227,944,353,9,1152,-165,1
487218,262,980,257,136,990,262,-67,1047,-184,1
487234,262,980,346,-90,1074,80,-38,961,-106,1
487250,121,1068,178,-9,1046,10,77,1019,0,1
487265,50,1107,128,81,1009,90,165,1114,-9,1
487281,141,1019,148,9,953,232,252,1104,0,1
487296,232,1029,158,9,953,232,300,1000,9,1
487312,252,1078,128,-163,888,363,320,923,38,1
487328,30,1078,257,-354,879,404,252,914,29,1
487343,0,1098,306,-418,851,434,145,857,0,1
487359,30,1029,316,-481,925,313,77,876,29,1
487375,80,1039,257,-227,1027,101,-38,980,-67,1
487390,-20,1078,207,327,1074,101,-194,1123,-126,1
487406,262,941,227,563,1111,-20,-252,1171,-97,1
487421,121,715,683,463,916,161,-116,1152,-116,1
487437,313,872,514,245,861,222,19,1038,-67,1
487453,212,921,326,18,851,323,194,942,-145,1
490750,0,872,-277,218,888,252,-48,1076,-126,1
490765,313,1039,-504,145,907,222,-77,942,116,1
490781,1252,2019,-1950,-318,1166,373,-29,971,-126,1
490796,-828,725,554,-972,1435,-414,19,1066,-19,1
490812,-828,725,554,-745,1250,-262,48,1266,29,1
490828,-40,1127,514,-227,759,181,106,1390,-203,1
490843,474,1088,-108,154,712,474,19,1180,-77,1
490859,333,970,247,400,944,464,-67,885,-165,1
490875,80,990,306,18,1000,191,-19,733,-126,1
490890,0,1107,69,-290,972,70,116,819,-97,1
490906,-50,1029,158,-72,962,181,233,961,-38,1
490921,141,1009,178,136,981,222,339,1085,9,1
490937,252,1049,168,163,1037,262,271,1142,48,1
490953,232,1058,138,127,1037,212,203,1085,67,1
490968,232,1058,138,54,1092,151,135,1076,58,1
490984,151,1058,128,-9,1046,60,106,1133,0,1
491000,111,1039,148,63,1009,70,106,1104,29,1
491015,70,1039,247,63,972,131,97,1095,19,1
491031,202,990,39,-100,925,292,97,1066,-38,1
491046,141,1049,118,-254,925,303,58,1009,-48,1
491062,70,1078,168,-300,907,262,-19,971,-165,1
491078,10,1088,227,-236,916,171,-97,895,-213,1
491093,111,1019,207,-181,972,30,-135,838,-106,1
491109,282,1058,0,-145,972,-111,-116,857,58,1
491125,282,1058,0,-81,953,-121,-48,895,77,1
491140,363,1039,-108,45,879,60,-29,866,97,1
491156,616,1049,-158,190,870,90,-9,866,29,1
491171,535,980,19,436,925,181,-38,885,-29,1
491187,323,990,148,218,1000,272,-77,952,-97,1
491203,-50,892,257,-90,1111,222,-77,1133,-145,1
491218,-181,823,257,-527,1064,444,-38,1295,-135,1
491234,-181,1009,297,-690,953,494,-48,1352,-77,1
491250,-181,1009,297,-690,953,494,-38,1266,-77,1
491265,-626,1068,425,-418,972,202,-116,1095,-58,1
491281,-636,1009,386,-9,953,292,-97,923,-19,1
491296,717,1127,-257,-9,953,292,-97,971,-106,1
491312,30,1049,376,63,1000,212,-38,1000,-135,1
491328,242,1009,178,63,1046,20,19,1019,-67,1
491343,131,1029,188,63,1046,20,67,1057,0,1
491359,111,1098,138,45,1009,60,135,1066,19,1
491375,80,1039,89,27,944,181,203,1019,58,1
491390,131,1029,39,-90,907,292,213,990,58,1
491406,131,1049,89,-154,944,292,233,961,0,1
491421,171,1029,128,-227,962,242,242,933,48,1
491437,90,1029,158,-209,981,222,213,990,48,1
491453,60,1068,178,-190,953,232,145,1009,97,1
491468,30,1039,148,-145,962,232,145,1009,97,1
491484,50,1039,148,-100,944,242,97,1000,77,1
491500,60,1049,148,-136,962,222,38,1009,77,1
491515,50,1029,108,-172,972,181,58,1028,29,1
491531,70,1019,118,-127,972,131,87,1047,-19,1
491546,50,1049,148,-100,972,131,77,1057,-87,1
491562,70,1039,118,45,1055,80,145,1028,-116,1
491578,111,1009,108,136,1046,80,87,1009,-135,1
491593,101,1058,118,109,1074,30,87,1066,-38,1
491609,191,1009,69,90,1055,90,77,1085,9,1
491625,151,1058,59,18,990,171,77,1085,9,1
491640,151,1058,59,-90,990,141,38,1057,-38,1
491656,131,1058,89,-145,972,151,9,1000,-77,1
491671,70,1039,108,-200,972,171,-29,980,-106,1
491687,101,1088,89,-190,972,131,-29,933,-116,1
491703,80,1058,128,-172,981,90,-29,933,-116,1
491718,60,1058,99,-154,981,-30,-19,952,-87,1
491734,90,1009,89,-36,972,-131,0,971,-77,1
491750,242,1000,0,9,1000,-111,19,933,-48,1
491765,323,970,29,0,953,0,38,933,-97,1
491781,242,970,99,-90,972,70,38,952,-126,1
491796,161,1000,118,-154,935,121,48,952,-126,1
491812,111,1019,188,-145,935,181,19,980,-145,1
491828,80,1039,217,-154,925,171,-19,980,-106,1
491843,70,1039,207,-145,944,191,-38,1009,-77,1
491859,60,1058,207,-163,935,181,-77,1019,-77,1
491875,50,1049,207,-181,916,171,-97,1019,-58,1
491890,0,1049,188,-209,916,232,-97,1028,-67,1
491906,10,1000,217,-209,898,212,-87,1000,-87,1
491921,50,1000,178,-209,888,191,-87,990,-77,1
491937,40,1000,188,-200,898,212,-67,990,-87,1
491953,10,980,178,-172,879,212,-58,990,-58,1
491968,40,950,188,-109,916,212,-48,1009,-97,1
491984,50,960,217,-18,861,181,-48,1028,-87,1
492000,60,941,257,127,925,212,-29,1019,-116,1
492015,30,921,267,227,907,171,-38,1066,-213,1
492031,141,921,227,427,870,171,-77,1057,-135,1
492046,-333,823,277,372,1009,272,-48,1019,-116,1
492062,-292,823,19,-645,1611,151,-29,980,-116,1
492078,-303,1000,-376,-645,1611,151,67,1095,-48,1
492093,292,2009,-2009,-1709,1324,-818,213,1314,-29,1
492109,-595,1509,465,-536,1000,121,252,1161,-67,1
492125,-404,627,485,-36,648,101,87,914,-126,1
492140,383,1049,-188,254,916,393,-9,800,-194,1
492156,191,1205,158,27,1000,373,-38,847,-203,1
492171,222,892,247,63,972,313,9,971,-116,1
492187,191,1058,138,-45,1027,222,106,1104,-48,1
492203,141,1078,118,-381,944,111,203,1095,116,1
492218,-60,1019,168,-227,990,141,194,1076,116,1
492234,-50,1019,128,-63,935,191,194,1019,38,1
492250,80,1049,138,-9,953,303,194,933,0,1
492265,151,1049,158,0,962,333,174,952,9,1
492281,121,1058,158,-63,981,313,184,1019,38,1
492296,80,1068,168,-81,1027,242,174,1085,67,1
492312,80,1039,158,-45,1037,202,126,1114,29,1
492328,131,1049,148,27,1009,161,106,1123,-29,1
492343,151,1058,138,118,1037,141,126,1123,-126,1
492359,171,1078,118,172,1037,111,-9,1000,-19,1
492375,191,1049,79,72,981,151,106,1019,9,1
492390,101,1068,128,-72,1009,202,194,1038,-19,1
492406,10,1117,178,-172,972,252,145,1066,-87,1
492421,30,1029,178,-272,944,252,77,961,-97,1
492437,20,1019,217,-300,935,212,48,895,-97,1
492453,50,1000,207,-254,888,181,9,895,-106,1
492468,70,1019,138,-290,916,141,-9,914,-116,1
492484,40,1029,118,-290,935,121,-9,914,-87,1
492500,0,1000,227,-272,972,80,-29,952,-106,1
492515,-20,941,495,-118,916,191,-19,971,-145,1
492531,111,990,415,-45,898,262,-19,933,-67,1
492546,101,960,425,-36,907,252,-9,942,-67,1
492562,20,970,386,45,916,151,0,961,-77,1
492578,20,970,386,200,972,131,9,1066,-242,1
492593,10,911,336,372,824,252,-97,1104,-126,1
492609,-40,833,207,481,805,313,-87,933,126,1
