B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11
672812,-171,990,277,45,990,90,-9,1019,38,1
672875,-181,1000,257,54,981,70,-9,1028,29,1
672937,-171,1009,247,54,990,90,-19,1019,38,1
673000,-171,1000,277,45,981,101,-9,1028,29,1
673062,-171,990,277,54,981,90,-9,1019,29,1
673125,-161,990,267,72,990,80,-19,1028,58,1
673187,-171,1000,277,36,990,90,-38,1028,29,1
673250,-171,990,277,54,981,70,-29,1038,0,1
673312,-181,1009,267,54,972,90,-29,1019,38,1
673375,-161,1000,257,45,990,70,-9,1028,48,1
673437,-171,990,247,36,990,70,-9,1009,19,1
673500,-171,990,257,54,981,90,-9,1000,48,1
673562,-161,990,257,81,972,80,-9,1019,19,1
673625,-151,980,267,81,981,60,19,1038,19,1
673687,-161,1009,247,45,981,80,0,1019,29,1
673750,-171,1000,257,54,981,80,-9,1009,19,1
673812,-151,1009,257,45,990,80,-38,1028,-9,1
673875,-151,1009,227,36,990,60,-38,1000,19,1
673937,-171,1009,237,36,981,50,-48,1028,9,1
674000,-161,1000,257,36,990,60,-58,1038,-9,1
674062,-171,1000,227,27,990,50,-77,1009,0,1
674125,-161,1000,247,36,990,40,-38,1009,-9,1
674187,-141,990,267,63,972,50,0,1009,9,1
674250,-161,1000,257,54,981,60,-9,1019,9,1
674312,-151,1000,257,72,972,70,19,1009,29,1
674375,-161,990,277,54,1000,90,29,1009,19,1
674437,-161,1000,257,81,972,60,38,1028,0,1
674500,-141,1000,247,72,981,80,19,1009,19,1
674562,-161,1000,267,54,981,70,-9,1028,19,1
674625,-161,990,257,54,981,70,-9,1019,9,1
674687,-171,1000,247,45,981,60,-19,1019,9,1
674750,-161,980,247,45,990,60,-19,1019,0,1
674812,-161,1000,257,45,990,70,-9,1019,19,1
674875,-191,1009,237,54,990,80,-38,1019,19,1
674937,-171,1000,257,45,981,80,-19,1019,0,1
675000,-161,990,267,54,990,70,-19,1038,9,1
675062,-171,1000,237,36,981,70,-29,1000,0,1
675125,-181,1009,247,36,1009,60,-38,1019,19,1
675187,-181,990,227,18,990,70,-38,1019,0,1
675250,-191,990,247,9,990,70,-48,1028,-9,1
675312,-181,1009,217,9,1000,40,-67,1019,-9,1
675375,-191,990,227,9,981,80,-87,1028,9,1
675437,-191,1009,237,0,990,40,-58,1019,9,1
675500,-181,1000,217,18,990,70,-58,1000,-29,1
675562,-202,1000,237,0,981,50,-48,990,-9,1
675625,-181,990,247,27,1000,70,-58,1028,19,1
675687,-171,1000,267,36,990,60,-29,1009,9,1
675750,-171,990,257,72,1000,60,-29,1019,9,1
675812,-161,990,257,45,990,70,-19,1028,38,1
675875,-161,1009,247,36,972,60,-9,1009,9,1
675937,-181,990,257,54,990,70,-9,1028,19,1
676000,-171,990,257,36,1000,60,-19,1028,19,1
676062,-161,1009,267,54,990,60,-38,1009,19,1
676125,-171,1000,257,72,990,90,-9,1019,58,1
676187,-181,1009,257,18,981,40,-29,1038,38,1
676250,-161,990,267,63,981,101,0,1019,9,1
676312,-161,1000,247,45,990,60,-9,990,0,1
676375,-161,1000,247,45,990,50,0,1019,19,1
676437,-151,990,267,72,990,60,19,1028,58,1
676500,-161,1009,237,36,990,70,-9,1019,9,1
676562,-171,1009,267,45,972,70,-19,1009,29,1
676625,-171,990,267,63,972,70,-19,1028,29,1
676687,-181,1009,247,36,981,70,-38,1019,0,1
676750,-171,1000,257,45,981,70,-29,1019,48,1
676812,-161,1000,247,45,990,80,-19,1028,19,1
676875,-171,1000,237,45,990,60,-19,1028,9,1
676937,-151,1009,237,45,981,70,-9,1019,19,1
677000,-161,1000,247,63,981,60,-9,1028,9,1
677062,-141,1000,247,45,990,80,0,1019,38,1
677125,-161,990,237,27,990,30,-9,1019,0,1
677187,-161,1000,227,36,981,50,-19,1019,0,1
677250,-161,1000,227,54,990,20,-9,1000,9,1
677312,-161,1009,237,36,981,40,-29,1019,9,1
677375,-171,990,227,45,972,50,-19,1019,-9,1
677437,-171,1000,227,36,990,40,-9,1009,19,1
677500,-171,1000,247,54,981,60,-19,1028,9,1
677562,-171,1009,237,45,990,60,-19,1019,0,1
677625,-151,1000,227,45,990,50,-19,1019,19,1
677687,-161,1000,227,54,1000,50,-19,1019,0,1
677750,-161,990,217,45,1000,60,-9,1019,9,1
677812,-171,1009,257,63,990,60,-9,1028,9,1
677875,-181,1009,217,18,990,60,0,1000,0,1
677937,-171,1009,227,54,981,60,-19,1009,9,1
678000,-171,1009,227,36,981,50,-29,1009,-9,1
678062,-181,1000,257,36,990,60,-29,1019,-9,1
678125,-171,1009,257,45,990,70,-9,1009,-9,1
678187,-161,1000,247,45,990,70,-9,1000,29,1
678250,-181,980,257,45,972,70,-19,1019,9,1
678312,-171,1000,257,36,981,90,-38,1019,19,1
678375,-191,1000,257,27,1000,80,-48,1038,9,1
678437,-181,990,247,27,990,40,-48,1009,0,1
678500,-191,990,227,27,981,80,-58,1038,0,1
678562,-191,1000,247,27,1000,60,-58,1028,29,1
678625,-181,990,247,18,981,70,-48,1019,-9,1
678687,-181,990,237,18,1000,60,-58,1009,0,1
678750,-181,1009,227,27,981,70,-48,1000,0,1
678812,-181,990,237,27,990,60,-58,1009,0,1
678875,-181,1000,257,18,990,80,-29,1019,-19,1
678937,-191,990,237,27,981,80,-48,1009,0,1
679000,-181,1000,247,27,990,70,-58,1019,9,1
679062,-181,1000,267,27,990,60,-48,1019,-9,1
679125,-171,1000,237,45,1000,50,-38,1019,0,1
679187,-161,1009,257,45,981,60,0,1019,29,1
679250,-181,990,257,45,962,70,-9,1009,0,1
679312,-151,1000,287,54,981,80,0,1028,0,1
679375,-161,1000,257,36,1000,70,-19,1028,-19,1
679437,-171,1000,267,81,990,90,-29,1000,-9,1
679500,-181,990,257,45,990,70,-58,1019,19,1
679562,-171,990,267,45,981,101,-48,1009,-9,1
679625,-181,990,277,36,981,90,-58,1019,19,1
679687,-191,990,277,36,981,101,-67,1000,9,1
679750,-202,1000,277,0,990,90,-97,1047,0,1
679812,-191,990,277,27,990,70,-97,1028,0,1
679875,-202,1000,277,9,990,101,-87,1019,9,1
679937,-202,990,287,27,990,101,-77,1028,19,1
680000,-191,1000,287,18,990,111,-58,1019,29,1
680062,-191,990,287,18,990,80,-87,1009,0,1
680125,-181,1000,277,45,990,90,-58,1009,-19,1
680187,-171,1000,287,54,981,90,-38,1000,19,1
680250,-161,990,267,45,981,101,-48,1019,9,1
680312,-171,980,287,18,981,90,-58,1019,38,1
680375,-171,1000,277,36,981,80,-58,1028,-9,1
680437,-191,990,247,36,1000,101,-58,1019,-9,1
680500,-191,1009,247,18,990,101,-77,1000,-9,1
680562,-191,990,257,9,990,60,-87,1019,-9,1
680625,-181,980,247,0,990,70,-67,1028,-9,1
680687,-191,1000,267,18,990,80,-58,1009,-19,1
680750,-171,1000,247,9,990,60,-77,1009,-9,1
680812,-181,1009,227,45,981,70,-58,1038,-29,1
680875,-151,1000,247,27,981,60,-38,1019,-29,1
680937,-171,990,247,27,981,70,-58,1009,9,1
681000,-171,990,247,27,990,70,-58,1028,-19,1
681062,-171,1000,257,36,981,80,-58,1019,-19,1
681125,-171,990,267,45,990,60,-48,1019,-9,1
681187,-161,990,257,27,981,50,-58,1019,-19,1
681250,-191,1009,257,27,981,60,-58,1019,-19,1
681312,-171,1000,267,27,990,70,-67,1019,-19,1
681375,-202,1000,267,18,990,60,-58,1038,0,1
681437,-191,990,267,36,981,90,-67,1009,-9,1
681500,-191,1009,247,27,990,70,-58,1009,9,1
681562,-161,980,267,45,972,90,-48,1038,9,1
681625,-171,1009,247,36,990,60,-67,1019,9,1
681687,-171,1000,277,27,1000,70,-77,1019,-9,1
681750,-181,1000,257,36,981,90,-58,1028,19,1
681812,-171,1009,227,45,953,80,-58,1019,-19,1
681875,-202,1000,267,36,981,80,-67,1009,-9,1
681937,-171,990,267,18,990,60,-48,990,-29,1
682000,-191,1000,247,18,990,60,-58,1028,0,1
682062,-171,990,257,18,990,90,-87,1019,-19,1
682125,-191,980,267,18,990,90,-48,1019,-9,1
682187,-171,980,277,27,990,80,-48,1028,0,1
682250,-181,1000,277,27,981,90,-58,1019,0,1
682312,-202,1000,267,27,981,90,-48,1009,-9,1
682375,-191,990,267,36,981,90,-58,1009,0,1
682437,-171,980,277,27,990,90,-58,1009,0,1
682500,-191,1009,277,18,981,90,-67,1009,0,1
682562,-202,980,287,0,990,80,-67,1019,-19,1
682625,-191,1009,267,27,981,70,-58,1009,0,1
682687,-181,1000,267,27,990,101,-58,1019,0,1
682750,-191,1000,247,27,1000,101,-67,1009,-9,1
682812,-191,1000,277,36,981,111,-58,1009,0,1
682875,-181,980,257,45,990,80,-58,1009,0,1
682937,-191,990,267,27,981,101,-67,1028,-19,1
683000,-171,980,267,45,990,101,-58,1028,-19,1
683062,-202,990,267,27,1000,70,-58,1000,29,1
683125,-191,990,277,36,962,101,-77,1028,9,1
683187,-191,1009,267,36,981,101,-58,1019,-9,1
683250,-181,990,267,36,1000,70,-48,1019,9,1
683312,-181,1000,257,45,981,90,-67,1028,-9,1
683375,-202,1000,267,18,990,90,-58,1009,0,1
683437,-181,990,267,36,990,90,-58,1009,29,1
683500,-191,990,257,18,990,80,-87,1019,-19,1
683562,-181,990,257,45,990,60,-58,1009,-19,1
683625,-181,990,257,45,990,60,-38,1038,-9,1
683687,-202,990,267,36,1000,80,-58,1019,0,1
683750,-181,1000,257,18,990,90,-58,1000,9,1
683812,-181,1000,257,45,972,80,-58,1009,9,1
683875,-202,990,267,9,990,70,-67,1019,-9,1
683937,-202,990,267,27,990,80,-67,1000,9,1
684000,-181,990,257,27,981,70,-87,1009,-9,1
684062,-191,990,247,18,990,90,-58,1019,-19,1
684125,-181,990,257,36,972,80,-48,1028,9,1
684187,-181,990,257,9,1000,70,-48,990,-9,1
684250,-181,990,277,18,990,90,-67,1019,-9,1
684312,-202,990,277,27,981,80,-48,1009,9,1
684375,-181,980,287,27,981,90,-58,1019,9,1
684437,-191,990,277,45,981,101,-48,1019,58,1
684500,-181,990,277,36,981,80,-48,1009,29,1
684562,-191,1000,257,36,990,80,-58,1019,0,1
684625,-191,980,257,36,990,80,-67,1019,-9,1
684687,-181,990,267,9,981,70,-67,1028,-29,1
684750,-191,1000,267,0,990,70,-97,1038,-19,1
684812,-202,990,247,-9,981,101,-97,1009,19,1
684875,-181,990,237,9,990,101,-77,1028,9,1
684937,-212,1000,267,27,990,70,-77,1009,-9,1
685000,-191,1000,247,27,981,80,-67,1000,0,1
685062,-181,1000,267,54,981,70,-38,1000,0,1
685125,-171,1000,257,54,990,70,-29,1028,29,1
685187,-161,990,277,27,1000,101,-58,1038,-29,1
685250,-181,1009,247,18,1000,80,-48,1028,-9,1
685312,-181,1000,237,36,990,80,-38,1009,9,1
685375,-191,1000,247,45,981,70,-38,1009,-9,1
685437,-191,1009,257,36,981,90,-58,990,9,1
685500,-202,1000,267,45,962,80,-77,1019,0,1
685562,-202,990,257,0,1000,80,-97,1028,-38,1
685625,-202,990,257,18,990,60,-87,1009,-38,1
685687,-181,980,267,18,981,70,-67,1019,0,1
685750,-181,990,267,0,1000,111,-87,1028,-9,1
685812,-191,990,277,54,990,121,-77,1009,9,1
685875,-202,990,267,45,990,111,-48,1028,0,1
685937,-191,1000,247,27,981,90,-67,1009,0,1
686000,-212,1000,267,9,972,90,-67,1019,0,1
686062,-202,990,257,-9,981,80,-87,1028,-19,1
686125,-202,980,267,18,981,90,-87,1009,0,1
686187,-191,980,257,-9,990,80,-77,1019,19,1
686250,-202,980,257,0,990,90,-97,1009,9,1
686312,-202,990,267,9,981,70,-116,1000,38,1
686375,-191,990,237,-9,990,90,-87,1038,29,1
686437,-191,990,257,27,1000,70,-87,1019,-29,1
686500,-171,1000,277,36,972,101,-58,1009,9,1
686562,-171,990,267,63,990,101,-48,1009,19,1
686625,-161,970,277,72,981,101,-29,1028,29,1
686687,-171,990,267,36,981,101,-9,1009,-19,1
686750,-181,990,257,54,990,80,-29,1019,0,1
686812,-181,1000,257,18,990,90,-48,1019,-19,1
686875,-191,990,257,27,981,70,-67,1019,9,1
686937,-171,990,247,27,1000,80,-97,1019,-9,1
687000,-181,990,257,27,990,60,-97,1000,-9,1
687062,-191,1000,247,18,981,80,-77,1019,-19,1
687125,-191,990,247,9,1000,70,-106,1009,-29,1
687187,-191,1009,227,9,990,70,-97,1019,-9,1
687250,-191,1009,237,18,990,70,-77,1019,0,1
687312,-181,990,247,0,990,70,-67,1019,-9,1
687375,-181,1000,227,18,1009,40,-58,1028,-9,1
687437,-181,1009,277,27,981,70,-67,1009,-9,1
687500,-161,980,277,54,972,70,-38,1028,-9,1
687562,-161,1000,247,54,990,60,-29,1000,0,1
687625,-171,1000,257,36,990,80,-48,1028,-9,1
687687,-181,1000,267,45,981,80,-38,1038,-9,1
687750,-181,1009,267,27,981,70,-48,1009,0,1
687812,-181,990,277,18,990,80,-67,1009,-29,1
687875,-181,980,267,27,1000,80,-58,1019,-29,1
687937,-181,980,247,27,981,80,-77,1000,0,1
688000,-181,980,257,18,981,90,-67,1038,9,1
688062,-181,990,257,27,1000,90,-77,1000,0,1
688125,-171,980,267,27,1000,70,-67,1019,-9,1
688187,-181,990,257,36,990,111,-67,1019,-9,1
688250,-191,990,267,36,981,80,-48,1019,0,1
688312,-171,990,277,36,981,80,-58,1009,9,1
688375,-171,980,277,18,972,90,-67,1019,0,1
688437,-181,980,237,9,981,70,-67,1019,-9,1
688500,-181,1000,257,27,990,70,-48,1028,-19,1
688562,-181,990,277,27,990,70,-67,1019,0,1
688625,-171,1009,267,27,990,70,-67,1038,9,1
688687,-181,1009,287,36,981,90,-67,1009,-9,1
688750,-181,1000,267,18,990,90,-67,1009,9,1
688812,-191,1009,257,27,990,60,-58,1019,-9,1
688875,-181,1000,257,27,990,70,-58,1019,9,1
688937,-171,1000,257,45,981,90,-58,1009,0,1
689000,-171,1000,257,18,981,80,-58,1019,-9,1
689062,-171,980,247,36,981,70,-38,1009,-9,1
689125,-171,1019,247,36,981,70,-29,1019,9,1
689187,-161,1009,247,54,972,80,-29,1009,0,1
689250,-181,1000,277,36,1000,40,-67,1019,0,1
689312,-171,1009,247,54,990,50,-48,1038,0,1
689375,-161,1000,257,27,981,60,-48,1019,9,1
689437,-181,1000,247,27,990,101,-58,1019,-9,1
689500,-161,970,257,36,981,70,-67,1009,0,1
689562,-191,990,277,27,990,70,-67,1028,29,1
689625,-181,990,267,27,981,80,-67,1028,-29,1
689687,-181,990,257,9,990,80,-67,1028,9,1
689750,-171,990,267,27,990,101,-58,1019,-19,1
689812,-181,990,257,27,990,80,-58,1028,-19,1
689875,-181,1009,247,36,1000,70,-58,1019,19,1
689937,-202,1000,267,36,981,80,-58,1019,-19,1
690000,-181,990,287,27,981,80,-38,1009,-9,1
690062,-181,990,247,54,972,90,-48,1028,-19,1
690125,-171,990,277,27,1000,101,-48,1009,19,1
690187,-181,1000,247,27,990,101,-48,1028,-9,1
690250,-191,980,267,18,981,80,-67,1009,-9,1
690312,-181,990,247,36,981,70,-87,1019,-9,1
690375,-191,980,267,27,972,90,-97,1019,9,1
690437,-222,1000,247,18,972,80,-97,1019,-19,1
690500,-191,1000,277,27,990,101,-87,1019,-19,1
690562,-181,1000,267,-18,990,60,-87,1038,-19,1
690625,-202,1009,277,18,990,101,-87,1009,-29,1
690687,-181,980,267,9,981,101,-58,1019,9,1
690750,-181,990,267,27,990,80,-58,1038,19,1
690812,-212,980,287,27,990,90,-48,1019,9,1
690875,-191,1000,277,36,981,80,-58,1009,9,1
690937,-181,1000,267,36,972,111,-38,1009,0,1
691000,-191,1000,277,45,981,90,-38,1019,0,1
691062,-191,1000,267,27,990,90,-67,1028,-9,1
691125,-202,1009,247,18,990,90,-87,1019,9,1
691187,-212,1000,267,18,981,70,-77,1009,-19,1
691250,-212,980,267,18,981,111,-97,1019,-19,1
691312,-191,1000,267,9,990,80,-77,1009,-9,1
691375,-181,980,267,27,981,70,-67,1019,0,1
691437,-212,980,277,27,1000,90,-67,1019,0,1
691500,-202,980,257,27,1000,80,-67,1000,9,1
691562,-212,1000,257,9,981,90,-87,1028,0,1
691625,-191,980,257,27,981,90,-67,1019,-9,1
691687,-191,990,247,18,990,101,-77,1028,-29,1
691750,-181,980,257,36,990,101,-67,1038,9,1
691812,-191,1000,257,45,972,90,-29,980,9,1
691875,-202,1000,257,45,990,80,-38,1028,19,1
691937,-181,980,277,45,981,80,-58,1000,-9,1
692000,-191,990,257,36,990,70,-29,1019,9,1
692062,-171,990,257,45,1000,90,-38,1009,19,1
692125,-191,1009,247,18,990,90,-58,1009,-9,1
692187,-202,980,257,-9,990,80,-106,1009,-19,1
692250,-191,1000,237,-18,1000,80,-116,1028,-19,1
692312,-191,980,247,-9,990,80,-97,1047,-19,1
692375,-181,1009,247,0,1000,60,-106,1019,-19,1
692437,-181,1000,267,36,990,80,-67,1019,19,1
692500,-171,990,277,54,981,80,-19,1000,9,1
692562,-181,990,277,54,981,60,-29,1019,0,1
692625,-191,1000,267,9,1009,101,-87,1038,-9,1
692687,-191,990,257,36,990,101,-58,1028,9,1
692750,-191,1000,277,27,981,90,-48,1019,9,1
692812,-191,1000,277,36,990,80,-58,1009,-9,1
692875,-191,1000,277,27,981,80,-58,1028,9,1
692937,-191,990,257,18,981,90,-77,1009,-9,1
693000,-191,990,287,18,1000,90,-97,1028,-19,1
693062,-191,990,247,9,981,80,-67,1009,0,1
693125,-202,1000,277,9,981,70,-77,1028,0,1
693187,-181,980,247,9,1000,80,-87,1019,0,1
693250,-202,970,277,36,981,111,-77,1019,29,1
693312,-191,990,267,0,990,80,-77,1028,19,1
693375,-181,990,257,36,981,111,-77,1009,-9,1
693437,-181,990,277,18,981,80,-38,1009,-9,1
693500,-181,1000,277,45,962,70,-58,1000,0,1
693562,-191,1009,257,36,972,90,-58,1009,9,1
693625,-181,990,267,27,990,70,-58,1019,0,1
693687,-191,1009,277,36,972,80,-48,1019,-9,1
693750,-171,1000,257,27,990,90,-67,1009,0,1
693812,-171,990,257,36,990,60,-77,1009,-9,1
693875,-171,1000,247,27,990,80,-67,1028,-9,1
693937,-171,990,257,27,990,90,-67,1019,-19,1
694000,-181,1009,267,18,981,70,-67,1009,-19,1
694062,-191,1000,257,45,972,90,-77,1019,9,1
694125,-171,990,267,36,990,80,-67,1019,-19,1
694187,-181,990,257,18,1000,80,-58,1009,9,1
694250,-181,1000,247,9,990,60,-77,1019,-19,1
694312,-181,990,267,18,990,80,-67,1019,-19,1
694375,-181,990,247,27,981,70,-67,1009,0,1
694437,-171,990,247,45,972,70,-38,1028,0,1
694500,-181,990,257,72,972,101,-19,1009,0,1
694562,-161,1000,237,54,981,80,-38,1019,9,1
694625,-181,1000,247,36,981,90,-38,1019,9,1
694687,-181,980,267,18,990,90,-67,1009,0,1
694750,-191,990,257,9,990,80,-77,1028,-19,1
694812,-181,1009,257,45,981,70,-77,1019,-19,1
694875,-181,990,257,9,1000,80,-58,1019,0,1
694937,-191,990,247,9,972,80,-87,1000,-9,1
695000,-181,990,277,18,981,80,-77,1019,-19,1
695062,-191,1000,277,18,990,80,-67,1009,9,1
695125,-171,990,257,27,990,70,-58,1019,-19,1
695187,-191,980,267,45,972,101,-48,1000,9,1
695250,-181,1000,277,27,981,80,-67,1019,19,1
695312,-191,1000,247,18,981,101,-67,1019,0,1
695375,-191,1000,277,27,981,80,-58,1009,-9,1
695437,-202,990,277,27,981,70,-67,1000,9,1
695500,-202,990,277,18,990,131,-58,1009,-19,1
695562,-202,990,277,36,1000,70,-58,1000,9,1
695625,-191,1000,267,36,1000,60,-67,1019,0,1
695687,-191,980,257,36,981,111,-58,1028,0,1
695750,-202,980,267,45,972,101,-67,1009,0,1
695812,-191,980,287,18,981,101,-77,1009,9,1
695875,-181,1000,277,27,1000,60,-77,1009,-9,1
695937,-191,1000,297,27,981,101,-58,1019,0,1
696000,-202,1000,277,36,990,80,-58,1019,29,1
696062,-171,990,267,27,981,101,-48,1019,19,1
696125,-181,1000,297,9,990,70,-48,1009,0,1
696187,-181,990,267,45,981,101,-67,1019,9,1
696250,-191,980,257,27,1000,90,-58,1019,19,1
696312,-191,990,267,27,981,90,-58,1019,9,1
696375,-181,1009,267,45,972,90,-67,1028,9,1
696437,-181,1000,277,18,981,90,-48,1009,0,1
696500,-171,980,267,36,990,111,-67,1019,0,1
696562,-181,980,277,27,1000,70,-67,1028,0,1
696625,-191,990,287,18,962,111,-58,1000,-29,1
696687,-191,1000,267,27,981,101,-58,1019,0,1
696750,-181,1000,267,36,1000,80,-67,1000,-19,1
696812,-171,990,277,27,1000,80,-48,1019,-9,1
696875,-171,1000,287,36,990,101,-38,1019,29,1
696937,-171,990,267,54,972,80,-67,1009,9,1
697000,-181,1009,267,27,981,101,-67,1028,9,1
697062,-181,990,287,27,972,90,-58,1028,-19,1
697125,-181,1000,257,36,1000,80,-58,1038,0,1
697187,-161,990,277,45,990,80,-48,1000,0,1
697250,-181,1000,267,36,981,101,-58,1019,-9,1
697312,-191,990,277,27,981,70,-38,1028,9,1
697375,-171,990,277,36,981,90,-48,1019,0,1
697437,-181,990,267,27,990,101,-67,1000,9,1
697500,-171,990,277,54,981,90,-77,1019,0,1
697562,-181,1009,267,27,990,80,-67,1019,-9,1
697625,-171,990,287,36,990,80,-77,1019,0,1
697687,-171,1009,257,36,981,60,-58,1028,9,1
697750,-181,1000,277,36,981,80,-58,1028,-9,1
697812,-181,1000,267,36,990,90,-48,1028,0,1
697875,-161,1000,257,54,981,80,-58,971,-9,1
697937,-171,990,277,45,990,90,-48,1019,19,1
698000,-191,1000,277,45,990,90,-58,1019,19,1
698062,-181,980,277,45,981,80,-58,1028,0,1
698125,-161,1000,287,36,990,101,-48,1000,9,1
698187,-181,980,287,36,981,101,-58,1000,9,1
698250,-171,970,287,36,990,90,-67,1019,-9,1
698312,-181,1000,287,27,981,70,-48,1028,9,1
698375,-181,1000,257,36,981,70,-58,1019,-19,1
698437,-191,980,277,36,981,80,-67,1028,-9,1
698500,-171,1000,247,45,1000,60,-77,1009,9,1
698562,-161,1000,297,190,953,70,-38,1000,-19,1
698625,-202,990,237,-27,1000,70,0,980,-9,1
698687,-161,1000,267,100,962,80,-9,1028,19,1
698750,-191,980,237,9,981,101,58,1009,106,1
698812,-222,1000,237,0,990,121,19,1019,29,1
698875,-252,1000,188,18,990,90,-135,1009,-19,1
698937,-232,990,277,18,981,141,-145,980,19,1
699000,-262,1000,267,-27,1000,171,-174,1085,87,1
699062,-252,990,297,27,981,161,-87,980,87,1
699125,-252,980,257,54,981,111,9,1028,97,1
699187,-202,990,277,127,962,131,67,1000,135,1
699250,-222,1009,257,145,962,131,106,961,116,1
699312,-272,1068,207,27,1027,90,97,1009,155,1
699375,-222,1205,297,227,1046,151,-19,1066,165,1
699437,-161,1696,594,772,1148,252,38,1276,106,1
699500,222,1313,524,-36,1148,383,48,895,-77,1
699562,121,264,891,-363,1055,272,-135,971,-19,1
699625,-191,843,306,-245,675,101,-29,733,0,1
699687,-606,1862,128,-227,814,70,174,933,58,1
699750,-1666,1617,-287,1545,1231,30,67,1257,-29,1
699812,1929,1088,693,-890,768,444,-233,1228,-97,1
699875,-1141,1019,396,-1154,1462,282,-475,1276,-203,1
699937,-282,990,376,90,1092,323,-242,1038,-135,1
700000,-242,1009,396,27,1000,262,-9,742,-67,1
700062,-70,950,366,254,833,121,-58,723,-9,1
700125,272,862,415,581,740,90,-106,714,19,1
700187,-181,1029,148,-18,972,0,0,1057,145,1
700250,-323,1088,356,227,990,141,87,885,67,1
700312,-30,1509,376,463,1175,131,-58,1180,223,1
700375,-10,1764,633,1381,1277,212,135,1523,-97,1
700437,363,2813,821,1345,1564,-181,-145,1095,29,1
700500,282,803,495,-245,1555,434,97,1400,-116,1
700562,414,274,504,-318,1231,10,-97,961,-67,1
700625,101,431,59,-645,722,404,-87,542,-106,1
700687,161,901,-19,-845,472,-282,-9,638,48,1
700750,-1040,2578,-148,-518,666,10,359,809,48,1
700812,-2717,1872,-445,3936,1370,414,-116,1495,-126,1
700875,80,1578,-158,-1463,425,939,-281,1028,-97,1
700937,-666,1509,-69,-354,1398,282,-213,1304,-58,1
701000,-444,990,376,-45,1101,272,213,923,-330,1
701062,-212,960,257,100,962,141,-116,790,77,1
701125,1202,1088,49,127,888,-80,-145,676,-48,1
701187,-262,1009,455,409,824,111,-145,838,9,1
701250,-222,1333,257,390,1129,131,0,761,213,1
701312,20,1656,603,1009,1083,10,242,1485,300,1
701375,717,3000,851,2036,1240,-464,-97,1047,-106,1
701437,121,784,237,-718,1722,595,38,1504,19,1
701500,363,401,613,-481,1129,222,-116,1000,-48,1
701562,111,431,198,-736,546,393,48,523,-29,1
701625,80,1098,39,-600,444,-444,19,571,126,1
701687,-1363,2588,-227,-281,648,222,252,838,48,1
701750,-3252,1598,-89,581,1296,-212,-48,1428,650,1
701812,1111,558,1960,909,1277,101,-640,1314,-262,1
701875,-939,656,326,-1418,1490,-121,-165,1400,-155,1
701937,-303,1039,257,-63,1055,242,-58,914,-67,1
702000,-242,970,306,100,916,131,-135,695,106,1
702062,-60,960,257,645,731,-111,-203,638,-135,1
702125,-262,1009,326,-27,916,161,48,866,213,1
702187,-202,1588,396,645,1175,90,242,1219,165,1
