B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11
621843,90,1000,316,-209,953,303,213,1028,-116,1
621875,70,1000,297,-254,944,171,135,1000,-77,1
621906,60,960,336,-290,861,222,38,961,-126,1
621937,60,1000,297,-290,944,252,-19,980,-116,1
621968,141,990,287,-200,935,212,-38,1000,-106,1
622000,101,970,316,-236,925,212,135,1028,-67,1
622031,121,1009,316,-81,1055,282,174,1000,-67,1
622062,50,1009,297,-300,907,181,203,1038,-116,1
622093,80,1009,316,-281,935,222,116,1009,-58,1
622125,30,990,336,-318,907,282,9,980,-126,1
622156,60,1009,297,-263,962,232,-48,971,-77,1
622187,90,1000,316,-236,907,212,38,1028,-67,1
622218,111,1000,316,-154,972,242,145,1019,-58,1
622250,141,1000,336,-290,879,232,223,1057,-97,1
622281,50,1029,306,-254,990,222,155,1009,-58,1
622312,60,970,346,-290,833,262,58,990,-97,1
622343,70,990,306,-272,972,242,-19,990,-135,1
622375,101,1000,316,-200,925,202,9,1028,-106,1
622406,111,960,306,-218,935,232,126,1009,-38,1
622437,141,980,316,-118,1000,292,165,1009,-9,1
622468,90,990,316,-290,907,202,233,1057,-135,1
622500,80,1009,297,-272,981,232,126,980,-77,1
622531,60,1000,336,-318,842,262,9,980,-126,1
622562,80,980,326,-236,972,242,-67,1000,-87,1
622593,90,990,306,-218,888,222,58,1019,-48,1
622625,131,1009,287,-236,935,191,145,1000,-48,1
622656,111,1009,316,-100,1009,323,213,1019,-77,1
622687,60,990,306,-254,1000,202,223,1019,-106,1
622718,121,1000,336,-281,870,252,48,990,-116,1
622750,80,990,316,-263,972,252,-48,990,-126,1
622781,80,1000,316,-218,953,242,9,1000,-77,1
622812,80,990,306,-263,925,242,97,1038,-48,1
622843,101,970,316,-163,1046,262,165,1000,-48,1
622875,70,980,316,-318,888,212,203,1038,-106,1
622906,60,1029,306,-272,972,242,106,980,-48,1
622937,50,970,346,-300,861,282,0,980,-116,1
622968,70,1000,306,-227,981,262,-19,1009,-126,1
623000,111,980,306,-227,916,212,19,1028,-106,1
623031,80,980,316,-236,916,222,116,1019,-58,1
623062,101,1019,336,-227,944,282,203,1009,-77,1
623093,50,1000,316,-272,944,202,223,1009,-97,1
623125,101,980,326,-290,870,252,29,971,-97,1
623156,70,980,316,-281,953,272,-9,990,-135,1
623187,80,990,316,-209,925,232,-67,1009,-106,1
623218,101,990,297,-245,925,212,126,1028,-87,1
623250,90,980,326,-154,1027,282,145,1019,-38,1
623281,90,1000,336,-309,888,242,194,1009,-67,1
623312,80,1009,297,-245,981,222,145,1000,-87,1
623343,60,990,346,-309,879,252,77,971,-97,1
623375,50,1000,336,-272,981,232,-9,990,-116,1
623406,111,1000,297,-227,935,202,19,1019,-116,1
623437,90,980,336,-227,925,242,145,1019,-87,1
623468,111,1009,316,-218,925,323,203,1000,-38,1
623500,50,990,346,-300,898,262,194,1038,-77,1
623531,90,990,316,-227,944,212,126,980,-38,1
623562,90,970,346,-263,925,282,48,961,-106,1
623593,80,980,316,-245,935,252,9,990,-87,1
623625,90,1009,316,-227,935,232,77,1028,-67,1
623656,121,970,326,-190,953,242,165,980,-48,1
623687,80,980,336,-272,916,272,194,1028,-67,1
623718,111,990,326,-218,962,222,145,990,-77,1
623750,101,990,316,-254,898,222,87,980,-87,1
623781,101,990,306,-200,962,242,19,1009,-116,1
623812,111,970,306,-209,916,212,67,1047,-77,1
623843,111,980,326,-218,944,212,174,1000,-87,1
623875,111,1019,297,-172,981,323,213,1019,-77,1
623906,101,1009,316,-218,925,202,233,1038,-126,1
623937,131,990,316,-218,925,262,135,980,-97,1
623968,101,970,336,-190,944,262,38,961,-97,1
624000,131,960,326,-190,898,262,77,1009,-77,1
624031,80,990,326,-272,916,262,155,1000,-58,1
624062,141,1000,297,-127,1027,252,203,990,-58,1
624093,101,970,336,-245,898,242,203,1019,-87,1
624125,111,1000,306,-218,935,242,126,1000,-87,1
624156,101,970,346,-236,935,262,67,990,-106,1
624187,101,1000,316,-227,925,262,58,990,-106,1
624218,111,970,316,-245,907,222,116,1000,-67,1
624250,121,1000,306,-154,925,212,203,1000,-77,1
624281,121,990,316,-181,953,282,213,1019,-116,1
624312,90,1000,306,-263,888,232,184,1038,-77,1
624343,131,960,316,-209,944,232,135,980,-106,1
624375,90,980,336,-218,907,282,48,961,-126,1
624406,101,970,326,-236,907,262,77,1019,-87,1
624437,111,980,306,-227,916,242,165,1028,-48,1
624468,151,960,316,-145,990,272,203,1009,-58,1
624500,101,1009,336,-245,925,242,184,1047,-97,1
624531,111,990,346,-236,972,252,116,980,-87,1
624562,111,970,346,-254,916,272,87,980,-116,1
624593,121,960,346,-227,944,282,29,971,-106,1
624625,90,990,336,-227,898,232,97,1009,-38,1
624656,90,980,346,-209,935,242,194,1028,-87,1
624687,121,990,306,-190,953,303,223,971,-77,1
624718,50,1019,297,-263,944,212,194,1028,-106,1
624750,90,970,336,-218,907,272,106,1019,-135,1
624781,90,1000,316,-236,953,292,19,980,-116,1
624812,90,960,346,-218,888,232,67,1009,-58,1
624843,101,980,336,-272,916,242,145,1009,-67,1
624875,121,980,326,-172,972,292,184,990,-58,1
624906,60,1000,326,-272,916,232,174,1028,-106,1
624937,111,980,326,-227,898,252,106,1019,-106,1
624968,80,980,356,-218,962,252,29,1000,-97,1
625000,101,990,306,-200,898,272,77,1009,-97,1
625031,90,990,316,-263,925,232,126,1028,-97,1
625062,121,980,336,-154,1009,292,174,1000,-48,1
625093,80,990,336,-300,916,252,194,1009,-77,1
625125,101,990,316,-209,944,232,116,1000,-29,1
625156,90,980,326,-245,907,272,38,990,-97,1
625187,80,1000,316,-236,925,242,38,980,-106,1
625218,90,980,336,-218,907,252,116,1028,-77,1
625250,111,960,336,-254,925,272,165,1009,-77,1
625281,111,1019,306,-118,972,303,165,1038,-97,1
625312,70,1009,306,-254,925,191,135,1028,-77,1
625343,90,980,336,-263,925,252,77,980,-116,1
625375,70,980,346,-245,944,272,9,980,-116,1
625406,111,970,336,-227,907,272,67,1009,-77,1
625437,80,1009,336,-245,907,222,145,1019,-67,1
625468,131,1000,316,-127,1027,262,203,1000,-67,1
625500,80,970,326,-281,898,242,203,1028,-87,1
625531,121,980,346,-218,962,232,145,1000,-87,1
625562,70,1000,316,-290,907,282,48,980,-106,1
625593,111,1000,306,-236,953,252,19,971,-106,1
625625,101,970,336,-236,898,232,77,1028,-87,1
625656,121,970,326,-154,916,171,155,980,-19,1
625687,70,990,336,-209,925,292,194,1019,-106,1
625718,60,1029,297,-254,972,222,194,1038,-126,1
625750,90,980,326,-245,898,252,67,1000,-106,1
625781,90,990,316,-227,962,252,9,980,-106,1
625812,111,960,326,-190,916,242,58,1028,-77,1
625843,101,970,326,-236,935,262,145,1028,-58,1
625875,121,1009,297,-136,972,272,184,980,-67,1
625906,80,990,326,-309,888,222,174,1038,-97,1
625937,70,1029,306,-254,898,242,116,961,-67,1
625968,80,990,326,-254,953,262,48,990,-155,1
626000,90,1009,316,-181,935,212,58,1000,-126,1
626031,101,980,297,-218,944,222,106,1038,-67,1
626062,131,980,306,-90,1055,272,135,1000,-58,1
626093,101,1000,306,-281,898,202,203,1038,-106,1
626125,70,1019,297,-254,916,242,194,1019,-97,1
626156,80,980,336,-300,888,272,97,952,-77,1
626187,90,1000,336,-236,962,222,19,980,-106,1
626218,101,970,316,-200,907,222,67,1019,-67,1
626250,121,970,316,-109,935,181,155,1019,-48,1
626281,60,1019,316,-300,907,212,223,1066,-116,1
626312,80,970,326,-254,907,303,58,942,-145,1
626343,121,980,316,-245,916,232,48,990,-77,1
626375,111,990,336,-36,1037,292,155,1028,-58,1
626406,60,1019,326,-290,962,181,145,1038,-29,1
626437,101,970,326,-245,916,272,38,961,-145,1
626468,101,980,326,-200,944,212,58,990,-97,1
626500,101,980,336,-127,907,191,184,1000,-67,1
626531,121,1009,297,-254,935,282,223,1028,-116,1
626562,60,990,316,-281,962,191,194,1019,-77,1
626593,121,990,326,-254,935,282,19,980,-145,1
626625,70,1000,346,-218,953,232,9,1000,-87,1
626656,121,970,297,-236,935,202,97,1028,-77,1
626687,111,980,316,-163,990,252,145,990,-19,1
626718,151,1019,277,-27,1055,292,233,1019,-106,1
626750,70,1019,316,-336,888,191,213,1057,-87,1
626781,70,990,316,-236,916,232,126,990,-58,1
626812,101,990,326,-245,879,272,77,971,-116,1
626843,101,980,346,-245,935,272,19,971,-135,1
626875,101,970,306,-200,925,232,0,990,-97,1
626906,121,980,336,-209,907,232,58,1009,-126,1
626937,90,960,326,-281,916,202,135,1009,-29,1
626968,101,980,326,-163,907,191,174,1009,-38,1
627000,80,1009,336,-263,925,282,203,1009,-87,1
627031,50,1000,297,-336,851,232,203,1038,-126,1
627062,101,1009,316,-190,935,222,97,1019,-48,1
627093,111,970,326,-218,944,272,48,971,-126,1
627125,80,1000,336,-236,981,272,0,1000,-106,1
627156,111,980,326,-227,907,212,19,1009,-77,1
627187,80,970,316,-272,935,202,155,1019,-77,1
627218,101,980,306,-172,962,252,194,1000,-38,1
627250,101,1000,336,-281,888,282,233,1028,-77,1
627281,90,1019,287,-227,962,212,165,1009,-58,1
627312,121,970,356,-236,916,252,58,961,-106,1
627343,80,990,346,-245,944,292,9,1000,-116,1
627375,101,990,306,-218,916,262,0,990,-106,1
627406,121,980,306,-254,916,242,77,1009,-87,1
627437,101,960,326,-272,907,262,194,990,-77,1
627468,111,1009,316,-63,962,343,213,980,-77,1
627500,70,1029,326,-309,916,212,194,1019,-87,1
627531,121,1009,306,-218,898,232,106,1028,-58,1
627562,101,970,346,-227,916,262,29,990,-135,1
627593,80,980,336,-236,944,282,-9,1019,-97,1
627625,121,980,306,-227,907,262,77,1009,-48,1
627656,131,970,336,-154,898,202,174,1000,-48,1
627687,131,1000,326,-218,944,323,223,1047,-106,1
627718,60,1000,326,-300,953,232,213,1028,-87,1
627750,121,1009,316,-245,870,262,87,990,-67,1
627781,80,1000,356,-263,935,303,-19,1000,-106,1
627812,101,1000,346,-181,935,272,0,1000,-87,1
627843,101,960,346,-218,925,222,97,1019,-29,1
627875,111,960,356,-181,935,242,242,1009,-77,1
627906,111,1000,326,-272,925,282,242,1009,-97,1
627937,50,1000,306,-290,953,242,155,1000,-48,1
627968,131,980,326,-227,888,292,106,1000,-77,1
628000,80,980,326,-209,972,272,-29,990,-116,1
628031,131,1000,336,-200,935,252,9,1019,-58,1
628062,101,960,326,-236,916,242,145,1038,-67,1
628093,141,1000,297,-200,1018,323,223,1009,-38,1
628125,70,1009,326,-290,888,252,233,1047,-135,1
628156,70,1019,326,-263,981,242,145,1019,-87,1
628187,101,970,346,-227,916,252,9,1028,-126,1
628218,101,980,326,-181,981,272,-19,990,-116,1
628250,121,950,316,-209,907,262,77,1019,-48,1
628281,90,970,336,-227,888,202,194,961,-19,1
628312,90,990,346,-209,953,313,242,1000,-87,1
628343,-10,1019,336,-318,962,191,155,1000,-48,1
628375,141,980,336,-227,916,262,48,1047,-97,1
628406,90,970,316,-200,981,272,-29,990,-116,1
628437,141,1000,297,-181,898,252,58,1038,-67,1
628468,70,980,326,-254,898,222,174,990,-67,1
628500,131,990,346,-72,1009,303,223,971,-67,1
628531,40,1009,346,-345,870,222,252,1047,-97,1
628562,60,1009,297,-200,925,272,106,1019,-77,1
628593,131,970,326,-200,888,272,-19,990,-135,1
628625,60,980,336,-245,962,262,-48,980,-116,1
628656,101,980,316,-227,888,252,48,1009,-87,1
628687,90,970,346,-254,916,232,184,990,-19,1
628718,141,970,336,-127,981,313,223,1019,-77,1
628750,60,1029,336,-336,944,202,174,1047,-106,1
628781,141,990,316,-209,888,242,67,1009,-77,1
628812,70,1000,346,-245,925,303,-29,971,-106,1
628843,80,980,366,-218,898,262,19,1000,-97,1
628875,60,970,336,-309,898,252,126,1019,-48,1
628906,121,950,316,-236,1009,262,194,980,-67,1
628937,80,1058,306,-290,907,262,184,1066,-87,1
628968,60,990,306,-218,953,232,126,1038,-77,1
629000,101,990,346,-254,916,282,9,990,-126,1
629031,50,990,336,-263,953,272,-19,990,-116,1
629062,121,980,297,-227,916,212,77,990,-67,1
629093,50,1009,316,-200,962,252,184,990,-77,1
629125,141,1009,316,-109,1000,303,184,1057,-67,1
629156,50,1009,326,-290,916,222,184,1009,-77,1
629187,101,960,346,-281,861,252,135,971,-77,1
629218,111,950,376,-309,888,272,19,933,-97,1
629250,30,990,336,-309,925,282,-9,980,-106,1
629281,80,990,336,-236,935,222,77,1057,-77,1
629312,151,1009,297,-63,1018,252,165,1057,-67,1
629343,90,1009,306,-263,907,252,223,1057,-97,1
629375,60,990,316,-300,944,222,174,971,-67,1
629406,101,960,346,-300,879,272,29,952,-116,1
629437,50,970,346,-281,953,272,-38,952,-106,1
629468,121,1000,316,-181,925,232,29,1038,-106,1
629500,131,970,316,-181,935,232,165,1028,-38,1
629531,111,1000,326,-118,1018,323,252,990,-48,1
629562,90,980,326,-327,907,181,281,1019,-135,1
629593,111,970,336,-290,870,282,106,923,-116,1
629625,50,990,346,-272,953,292,-19,961,-126,1
629656,111,970,326,-163,925,232,19,1038,-116,1
629687,111,980,306,-245,925,232,126,1057,-48,1
629718,141,950,326,-18,1037,282,252,1000,-58,1
629750,80,1039,316,-390,861,232,242,1047,-97,1
629781,40,990,316,-218,898,262,116,961,-67,1
629812,101,980,346,-263,935,292,0,961,-97,1
629843,70,980,316,-209,935,252,-19,990,-126,1
629875,141,990,306,-227,925,212,87,1057,-38,1
629906,121,960,306,-145,1027,242,242,1000,-77,1
629937,80,1019,336,-318,879,242,252,1047,-97,1
629968,70,960,346,-245,944,242,174,971,-67,1
630000,121,970,346,-236,916,282,9,971,-116,1
630031,70,990,346,-254,962,272,-48,990,-116,1
630062,111,990,326,-227,935,222,-19,1000,-97,1
630093,70,1000,316,-154,944,161,126,1066,-38,1
630125,121,1000,297,-27,1027,353,242,1028,-58,1
630156,70,980,346,-318,851,232,281,1028,-116,1
630187,101,980,336,-181,888,222,155,971,-87,1
630218,80,980,326,-272,898,282,-19,961,-106,1
630250,60,1009,316,-281,935,252,-29,1000,-126,1
630281,90,970,316,-272,916,202,58,1038,-48,1
630312,141,990,316,-181,1018,282,203,1019,-48,1
630343,111,1009,326,-245,898,242,252,1028,-58,1
630375,101,990,346,-190,962,212,184,980,-58,1
630406,70,980,346,-263,898,262,38,971,-116,1
630437,70,1000,306,-272,944,272,-38,1009,-116,1
630468,111,970,316,-218,907,242,38,1019,-87,1
630500,90,1000,336,-190,925,232,184,1028,-58,1
630531,131,1000,346,-109,1009,292,252,1000,-48,1
630562,70,960,336,-281,916,202,252,1019,-87,1
630593,131,980,336,-245,851,262,97,971,-106,1
630625,50,1000,306,-300,944,272,-29,980,-116,1
630656,111,990,316,-218,898,252,-9,1028,-77,1
630687,90,990,336,-218,916,262,165,1009,-58,1
630718,151,1009,297,-72,1018,333,262,1028,-38,1
630750,80,990,316,-290,898,222,281,1028,-87,1
630781,70,980,346,-245,879,242,106,971,-97,1
630812,70,950,356,-281,935,282,-19,990,-126,1
630843,60,990,316,-227,935,232,-9,1019,-87,1
630875,121,990,306,-218,916,222,116,1028,-29,1
630906,101,990,346,-27,1027,343,213,1028,-48,1
630937,111,1000,326,-309,851,222,242,1000,-29,1
630968,60,990,346,-209,888,262,203,1019,-58,1
631000,131,960,346,-300,907,272,9,971,-126,1
631031,40,990,326,-272,907,272,-58,961,-87,1
631062,101,990,336,-245,916,222,-9,1028,-126,1
631093,70,980,336,-200,898,262,106,1019,-48,1
631125,121,970,366,-36,1055,292,233,1038,-67,1
631156,111,1009,326,-290,861,262,233,1057,-77,1
631187,50,980,346,-254,907,242,97,971,-126,1
631218,101,950,356,-318,870,282,-67,961,-97,1
631250,30,980,346,-290,935,272,-67,980,-116,1
631281,131,970,326,-209,916,232,38,1028,-48,1
631312,101,980,336,-209,907,282,213,1028,-97,1
631343,191,1009,306,-36,1037,323,271,1019,-67,1
631375,101,980,346,-300,935,222,223,1057,-77,1
631406,121,960,346,-263,879,262,106,961,-87,1
631437,20,980,376,-372,925,292,-19,952,-106,1
631468,101,990,316,-254,888,232,-19,980,-67,1
631500,80,990,336,-245,935,252,77,1009,-9,1
631531,151,990,297,27,1064,353,233,1057,-67,1
631562,111,1000,336,-290,861,222,271,1047,-87,1
631593,50,980,346,-200,907,252,203,961,-77,1
631625,90,970,376,-318,907,282,-48,942,-87,1
631656,20,990,346,-300,925,272,0,990,-106,1
631687,131,970,306,-245,898,252,67,1009,-77,1
631718,70,1019,336,-127,981,181,165,1028,-19,1
631750,171,990,306,-200,962,292,213,1047,-19,1
631781,70,1009,336,-227,953,222,252,1019,-116,1
631812,131,960,356,-181,879,262,126,952,-77,1
631843,10,950,386,-318,916,292,19,933,-126,1
631875,101,990,326,-290,907,282,9,1019,-87,1
631906,70,990,356,-272,925,232,67,1009,-9,1
631937,151,1009,316,-127,1018,272,213,1047,-38,1
631968,101,1009,326,-290,861,232,233,1057,-77,1
632000,90,960,356,-181,907,262,145,952,-106,1
632031,50,980,356,-309,907,292,-38,961,-106,1
632062,60,1009,336,-318,953,262,-19,980,-87,1
632093,121,980,316,-209,935,252,97,1038,-87,1
632125,131,950,336,-190,907,272,203,1066,-77,1
632156,131,1009,326,-54,1055,313,242,1057,-106,1
632187,30,980,346,-327,907,232,213,990,-48,1
632218,121,960,366,-272,842,282,48,942,-116,1
632250,20,1000,346,-345,944,292,-77,971,-87,1
632281,90,990,326,-227,898,222,9,1019,-87,1
632312,70,990,316,-236,944,222,155,1038,-38,1
632343,181,1000,306,109,1074,343,252,1038,-9,1
632375,90,1019,326,-354,842,222,262,1057,-58,1
632406,111,941,366,-190,898,252,194,942,-48,1
632437,70,970,336,-254,916,303,38,961,-106,1
632468,40,1009,326,-281,925,252,-87,990,-106,1
632500,121,1000,326,-218,925,222,9,1028,-58,1
632531,101,970,326,-200,1000,313,174,1038,-29,1
632562,90,990,356,-318,907,323,252,1009,-29,1
632593,50,960,356,-209,916,242,233,1000,-77,1
632625,121,980,346,-254,907,282,48,942,-106,1
632656,10,1009,326,-336,962,262,-58,980,-116,1
632687,80,970,316,-272,907,212,-19,1000,-97,1
632718,111,990,336,-263,925,242,126,1019,-29,1
632750,131,1000,306,54,1027,343,233,1038,-19,1
632781,70,980,346,-300,861,242,300,1038,-135,1
632812,131,970,346,-163,907,232,126,952,-87,1
632843,10,980,336,-318,870,282,-29,952,-116,1
632875,111,980,326,-272,916,252,-29,980,-97,1
632906,80,980,346,-245,925,252,97,1028,-19,1
632937,111,941,366,-190,981,292,233,1047,-67,1
632968,70,1000,336,-263,888,252,271,1047,-106,1
633000,111,941,376,-227,907,222,135,952,-97,1
633031,121,960,366,-318,898,272,0,952,-135,1
633062,0,1000,356,-327,935,272,-58,1000,-116,1
633093,101,970,346,-218,898,232,19,1038,-38,1
633125,111,990,316,-127,944,131,194,1047,-19,1
633156,171,980,316,-100,1018,313,242,1057,-87,1
633187,60,990,346,-272,944,222,194,980,-58,1
633218,131,931,356,-281,842,282,58,942,-87,1
633250,20,990,346,-354,907,282,-67,961,-106,1
633281,90,1019,336,-227,925,232,-19,1038,-87,1
633312,101,980,346,-254,925,242,165,1047,-9,1
633343,131,960,326,9,1046,313,262,1028,-67,1
633375,50,1019,346,-327,851,232,252,1057,-106,1
633406,20,980,326,-236,870,262,203,990,-67,1
633437,101,980,366,-300,907,292,19,980,-126,1
633468,30,1009,336,-254,962,252,-87,971,-97,1
633500,121,960,326,-200,925,212,19,1028,-106,1
633531,121,980,326,-154,962,222,174,1047,-29,1
633562,131,990,316,-254,925,292,271,1009,-19,1
633593,30,990,346,-318,944,242,262,1019,-48,1
633625,131,950,356,-300,879,292,-19,971,-106,1
633656,20,980,376,-290,962,292,-67,980,-97,1
633687,161,1000,316,-127,925,252,-9,1028,-106,1
633718,101,980,336,-245,925,262,97,1066,-58,1
633750,121,990,336,72,1064,313,271,1009,-67,1
633781,101,990,366,-381,842,242,271,1038,-97,1
633812,30,960,366,-290,851,292,194,971,-77,1
633843,80,990,346,-309,861,323,-9,971,-126,1
633875,70,1000,326,-236,981,262,-87,1019,-97,1
633906,121,970,326,-145,898,232,38,1038,-67,1
633937,90,980,346,-245,925,232,174,1047,-48,1
633968,131,1000,326,54,1064,343,252,1019,-58,1
634000,40,1000,336,-400,814,262,233,1019,-77,1
634031,121,970,356,-236,888,242,97,971,-116,1
634062,60,970,356,-263,935,272,-38,971,-116,1
634093,121,980,336,-209,944,262,9,1019,-97,1
634125,111,990,316,-218,935,242,87,1009,-9,1
634156,121,960,326,-200,925,202,213,980,-9,1
634187,101,990,356,-272,916,282,252,1028,-48,1
634218,10,980,366,-336,935,262,165,990,-77,1
634250,111,990,356,-263,898,272,-19,971,-116,1
634281,70,990,316,-245,972,272,-38,1019,-87,1
634312,131,970,356,-145,898,222,67,1028,-67,1
634343,70,960,346,-263,888,262,194,1009,-77,1
634375,161,980,336,109,1055,333,242,1009,-67,1
634406,70,1000,346,-400,870,222,252,1028,-106,1
634437,111,980,356,-263,888,262,77,971,-87,1
634468,50,1000,366,-281,916,282,-48,961,-77,1
634500,80,990,336,-245,925,272,-29,1019,-106,1
634531,131,990,336,-218,925,242,87,1000,-19,1
634562,90,970,366,-200,1018,262,233,990,-29,1
634593,141,1009,326,-263,870,262,271,1085,-97,1
634625,40,980,356,-254,953,262,174,990,-48,1
634656,111,970,356,-290,870,313,19,923,-106,1
634687,40,990,356,-300,944,252,-67,980,-97,1
634718,80,1000,336,-254,935,262,0,980,-97,1
634750,111,970,336,-227,916,232,106,1019,-29,1
634781,111,960,336,-236,1009,232,174,1028,0,1
634812,111,1009,316,-272,870,272,252,1057,-48,1
634843,10,990,366,-309,925,252,203,990,-106,1
634875,121,970,356,-263,879,313,0,961,-116,1
634906,40,980,336,-300,972,252,-67,980,-106,1
634937,131,980,316,-181,925,232,29,1028,-87,1
634968,60,1000,326,-281,916,242,155,1028,-19,1
635000,161,1000,336,163,1083,323,281,1028,-38,1
635031,80,1009,326,-400,824,232,242,1057,-77,1
635062,90,960,376,-218,888,262,106,942,-67,1
635093,90,980,346,-281,925,313,-48,952,-126,1
635125,50,1009,326,-281,916,252,-58,990,-106,1
635156,90,980,326,-227,935,222,77,990,-19,1
635187,111,950,336,-245,981,222,223,1028,-19,1
635218,131,990,326,-218,907,292,262,1066,-58,1
635250,30,990,326,-290,916,282,203,952,-58,1
635281,131,970,356,-254,870,282,29,923,-97,1
635312,0,990,346,-354,962,252,-77,980,-87,1
635343,111,980,336,-209,898,222,29,1028,-67,1
635375,80,1000,316,-263,935,232,174,1047,-38,1
635406,141,980,306,100,1083,353,262,1057,-106,1
635437,90,1009,346,-363,833,232,233,1028,-58,1
635468,40,950,356,-236,888,242,135,933,-77,1
635500,111,980,346,-281,935,282,-9,971,-116,1
635531,40,1000,306,-263,907,252,-19,980,-97,1
635562,101,970,316,-218,925,212,67,1038,-58,1
635593,80,1000,316,-263,925,262,223,1019,-19,1
635625,141,980,346,-281,870,272,271,1047,-58,1
635656,30,990,336,-381,870,232,155,971,-87,1
635687,121,980,336,-227,851,272,-9,952,-97,1
635718,20,990,346,-309,935,272,-58,961,-106,1
635750,111,970,316,-254,916,252,29,1057,-67,1
635781,80,1000,316,-254,935,202,184,1009,-58,1
635812,151,1000,297,-118,1027,282,271,1028,-48,1
635843,90,1009,336,-281,833,232,242,1038,-106,1
635875,20,980,346,-227,907,252,184,952,-77,1
635906,121,960,366,-245,907,292,-19,971,-135,1
635937,0,1009,326,-300,935,232,-67,990,-97,1
635968,111,980,326,-200,916,222,58,1019,-77,1
636000,80,980,336,-245,898,282,223,1000,-29,1
636031,141,990,316,-63,1027,323,262,1028,-67,1
636062,101,990,336,-363,898,252,242,1000,-67,1
636093,70,970,366,-200,898,252,106,952,-116,1
636125,80,980,336,-300,953,262,-48,990,-116,1
636156,70,1029,297,-245,898,242,0,1019,-77,1
636187,90,1000,306,-245,925,232,126,1038,-87,1
636218,90,970,336,0,1027,333,213,1047,-29,1
636250,111,990,336,-336,861,212,262,1038,-97,1
636281,40,970,356,-181,898,262,145,971,-77,1
636312,161,950,356,-281,907,272,-9,961,-126,1
636343,10,1009,336,-318,944,252,-58,971,-87,1
636375,101,980,336,-236,907,232,48,1028,-77,1
636406,60,1009,326,-190,907,202,155,1000,29,1
636437,161,1000,316,-136,1009,333,252,1009,-19,1
636468,111,1000,326,-290,944,242,242,1019,-97,1
636500,90,970,346,-218,861,303,87,971,-116,1
636531,60,1000,346,-354,925,272,-38,971,-106,1
636562,70,970,326,-236,925,212,-9,1000,-135,1
